"Var1","Freq","Percentage"
"English",18598363,0.583060848569908
"Spanish; Castilian",5323995,0.166907864013728
"Portuguese",2191466,0.0687027146191362
"Bahasa",1632082,0.0511659609964421
"French",1258065,0.0394404844370497
"Thai",614265,0.0192572793716734
"Italian",504377,0.0158122777590234
"Japanese",247038,0.00774467010397705
"Tagalog",231067,0.00724397739180072
"Turkish",229112,0.00718268791385289
"German",196041,0.00614590820786181
"Catalan; Valencian",193156,0.00605546312147844
"Hindi",187176,0.00586798942422627
"Dutch; Flemish",92431,0.00289772262721
"Arabic",52551,0.00164747997730753
"Korean",33807,0.00105985339180673
"Chinese",29942,0.000938685191157963
"Russian",28533,0.000894512876872292
"Lithuanian",25314,0.00079359685154541
"Tamil",25092,0.000786637125660798
"Urdu",21029,0.00065926160192575
"Polish",18172,0.000569694318807111
"Romanian; Moldavian; Moldovan",16409,0.000514424063245976
"Greek, Modern (1453-)",15911,0.000498811705180494
"Estonian",13971,0.000437992478981628
"Finnish",12570,0.000394070965628735
"Czech",11927,0.000373912840656637
"Swedish",10996,0.000344725882104501
"Persian",8511,0.000266820842360077
"Haitian; Haitian Creole",8456,0.000265096585947222
"Danish",8249,0.00025860711181157
"Marathi",6703,0.000210139831552062
"Slovenian",6176,0.000193618320105256
"Vietnamese",5386,0.000168851727993347
"Ukrainian",4760,0.000149226555003403
"Telugu",4245,0.000133081244955766
"Latvian",3681,0.000115399779194859
"Kannada",3049,9.55865055053313e-05
"Gujarati",2809,8.80624775219664e-05
"Norwegian",2570,8.05697996551989e-05
"Nepali",2493,7.81558406772026e-05
"Hungarian",2259,7.08199133934219e-05
"Malayalam",2171,6.80611031328548e-05
"Welsh",1974,6.18851301631761e-05
"Basque",1702,5.33578984486959e-05
"Bengali",1689,5.29503469329303e-05
"Sinhala; Sinhalese",1469,4.60533212815125e-05
"Oriya",922,2.89048075027601e-05
"Serbian",818,2.56443953766353e-05
"Icelandic",790,2.47665921119094e-05
"Bulgarian",494,1.54869575990927e-05
"Panjabi; Punjabi",464,1.45464541011721e-05
"Pushto; Pashto",306,9.59313567879022e-06
"Amharic",250,7.83752914933841e-06
"Burmese",147,4.60846713981099e-06
"Sindhi",117,3.66796364189038e-06
"Divehi; Dhivehi; Maldivian",88,2.75881026056712e-06
"Central Khmer",68,2.13180792862005e-06
"Armenian",50,1.56750582986768e-06
"Lao",40,1.25400466389415e-06
"Georgian",24,7.52402798336488e-07
"Tibetan",11,3.4485128257089e-07
"Uighur; Uyghur",9,2.82151049376183e-07
