Tweet_ID,Language
1243229979598561281,it
1243045639820214273,en
1243074403480420352,en
1243171074600247296,ta
1243248726891810816,de
1243140413080272897,tl
1243056636316364802,en
1243064302933659649,en
1243180863619305474,en
1243150008720994307,ru
1243245228829503488,en
1243162660222328837,en
1243306012754489344,en
1243066400429633541,tl
1243145258738708480,tr
1243165288868089856,en
1243170739710087168,si
1243264455770877954,en
1243172421479235584,en
1243046921674960898,en
1243221923447762944,en
1243250635182444545,tl
1243108018948014083,en
1242973610106470400,in
1243070676031795201,en
1242998096587620352,tl
1243191144671891456,ja
1243293959813808129,en
1243148534771118081,en
1243209259829116931,en
1242981534526607361,vi
1243162414549553152,en
1243123096300773376,en
1243146212145909760,en
1243184425459781633,en
1243077510553894913,si
1243240703808770048,tl
1243070542489452546,si
1243194740016726017,en
1243117909246758912,en
1243165632083841025,ta
1243155062399963141,en
1243099869973057536,si
1243320140806205441,en
1243000802467250176,en
1243285172755324932,en
1243197777837875200,en
1243226015012446208,es
1242989182839951361,tl
1243198969561243650,en
1243210800279572482,ta
1243203655097929728,en
1243050156431265803,en
1243038038025879554,en
1243005322282725377,tl
1243160898585288706,en
1243224031618310144,en
1243301683997761538,en
1242972089654620160,en
1243061247521615872,en
1242988113263288321,pt
1243274687427289088,en
1243124953756639232,en
1243319253702291456,en
1243072589783633920,en
1243120075365855237,en
1243244696958316544,en
1242974628516999168,in
1243147192853917696,en
1243072375920275457,en
1243200789339721728,tl
1243120970140774400,tl
1243195873359609858,en
1243034628614574081,en
1243168429785387008,en
1243118694751862784,en
1243230378921361408,ca
1243041286959005696,si
1243270562450944000,pt
1243066431463247872,tl
1243166945953734656,und
1242999292739997696,ja
1242998642757206016,pt
1243260648110383104,uk
1243078726494990336,en
1243201181960171520,en
1243296045649412098,en
1243115420401512451,el
1243124923243139072,tl
1243172226049794048,tl
1243163830215012353,en
1243275990417244165,en
1243276255606308864,fr
1243059867784564741,si
1243088425797873672,tl
1243235880375992321,tl
1243179748085252096,tl
1243295418873757702,en
1243277131389505548,en
1243156484105486337,en
1243124241857421315,pt
1243123959048155136,en
1243178958251687938,en
1243301567853461504,en
1243210546184204292,en
1243048718514913282,en
1243062286555602944,und
1243076707134738432,si
1243121019122061318,pt
1243175971844288514,ta
1243301735248125954,en
1243201988273360896,en
1242978377100693504,en
1243039754716774400,en
1243161648531046400,und
1243182691089969156,und
1243043499143913476,en
1243047747504070657,en
1243166134280417280,und
1243126911821201410,fr
1243002304284024834,pt
1243161107537125376,en
1243183872948539392,en
1243209454671114240,en
1243147491404435457,ta
1243157134088400897,en
1242990524723793920,pt
1243133180711854080,en
1243154310688436224,und
1243298225639100416,en
1242991850069217281,tl
1242998211276500992,en
1243161063534673922,en
1243108287798599680,en
1243220233285861376,en
1243269279279005696,en
1243033153037430784,en
1243085249787179010,tr
1243045697093419009,en
1243004533355266049,und
1243156232044564480,und
1243074156557557761,tl
1243272916864774144,en
1243294009893814272,pt
1243100257619148801,en
1243065815840092160,in
1243072795422134273,en
1243054663739543555,en
1243140332444733440,en
1243041894466080769,tl
1243140890882801665,en
1243170204374335489,pl
1243163615105970176,en
1243079349546307589,en
1243047659520184322,en
1243171630324436993,tl
1243267904486981632,de
1243120522059186177,en
1243021266598019072,tl
1243156425112555525,tl
1243151389146189826,en
1242993683668119553,en
1243044818202361856,en
1243112478944313344,en
1243047997702680578,tl
1243116008707145728,el
1243314420949766145,en
1243027930957004801,en
1243105225512280066,en
1243008442786349057,es
1243225574702608389,en
1242998370811162625,es
1243130375938826246,tl
1243042863266402304,en
1243065048685297666,en
1242988066844946436,pt
1243147673110228993,ta
1243218053300506626,en
1243164918884364288,tl
1243104631061790720,tl
1243150859753512960,ta
1243311792828420099,en
1243117037183889408,en
1243051984262840320,tl
1243079678983671808,en
1243100620569153536,ro
1243197350920613888,en
1243113258904694785,en
1243217269011828736,tl
1243068383811252226,fr
1243089515498987520,en
1243091565238800384,si
1243274241660850189,es
1243180802692624384,tl
1243094411719950336,en
1243298677407522817,pt
1243099059658817537,es
1243128849526816768,en
1243101489670701056,en
1243284345365790720,en
1243083630513016832,en
1243005600528769026,pt
1243203470850535424,en
1243091211780415489,tl
1243193774689435648,en
1243272761247596544,ta
1243287804253265923,en
1243051543747796992,en
1243070451301089282,si
1243042127765999619,en
1242989317145808896,tl
1243157728404451328,ta
1243073173119062016,tl
1243146624198512642,en
1243185828261539842,en
1243055259313790976,si
1243155735589949440,en
1243116017569546241,en
1243042915892383745,tl
1243131470463418368,in
1243037543056076801,en
1243225410252550146,en
1243002273984282624,en
1243000448774070273,ja
1243225160619974656,en
1243067377467588608,en
1243314441023680512,en
1243036793135484928,en
1243201140075839496,en
1243088367224606720,si
1243031056699228160,es
1243294817557323776,en
1243213102788698112,en
1243020343704539142,si
1243194116256587777,en
1243174709509754880,si
1243080617983500289,en
1243069988698615808,tl
1243230951506767872,en
1243289305302224896,ta
1243295686210265098,en
1243013246220529666,en
1243174004984291329,en
1243113478102999040,en
1243065612617658368,tl
1242988135623073793,pt
1243316626163781633,en
1243043151960395776,en
1243303196090601473,en
1243145579099615233,tl
1243071265729986560,en
1243094898191945728,en
1243162779562864640,en
1243121118963253250,pt
1243083202547208192,en
1243085266971213826,si
1243291093539737607,tl
1242996834223697921,pt
1243302229370535936,en
1243031659403972608,es
1243309023216070656,en
1243286605701341184,en
1243188540772626435,und
1243144500882468870,tl
1242986854326005760,en
1243144115522420736,en
1243037229863161856,en
1243301483631628288,en
1243149043821236224,en
1243271018648678400,und
1242989155241488385,tl
1243063956375101440,en
1243290537517613056,tr
1242990766093266946,en
1243076281173868546,si
1243156125081632770,en
1243309934042738688,en
1243054802839326722,en
1243189514954100737,tl
1243281194986254337,in
1243147254006857728,ta
1243000131261100032,tl
1243036974690095104,en
1243150790350393346,ta
1243023189233610754,es
1242986420714655749,en
1242979886165155840,en
1243204067431604224,en
1243316218997719043,en
1243096308623323137,en
1243073141737279488,fr
1243121487239737345,tl
1243056937110892544,si
1242980814725566464,en
1243147894414344192,ta
1243247848298360835,es
1243110634591412224,en
1243158147470184450,und
1243176428599836672,en
1243267660881616897,en
1242989333063368704,pt
1243308429201924096,en
1243136105559371778,tl
1242997107868332032,en
1243078201162817536,en
1243095907161104385,ht
1243163990575828994,und
1243074412372348938,en
1243063320854265856,si
1242988588821856256,pt
1243184021229768706,en
1243171779016876032,en
1243038452288860160,en
1243171391953747978,tl
1243278620119961601,en
1243175775664082945,en
1243026829432090624,en
1243145052454445056,en
1243071666323783682,en
1243099596278161409,en
1243078042878164992,en
1243173313314091008,ta
1243087983668006912,en
1243197108221431808,ta
1243311595691728896,en
1243233458932989953,en
1243152661798510593,en
1243047566192922625,en
1243166738155335681,ru
1243060176573231105,en
1243111566033047554,en
1243321170767646721,en
1243005396974891013,tl
1243170529797738498,en
1243307451618856960,en
1243200756443803649,tl
1243070207507095552,en
1243138318377705474,tl
1242997409690484736,en
1243255395335974912,en
1243107432626257921,en
1243022269724516353,es
1243217164309536775,en
1243270486005436416,en
1243164620711268352,si
1243061364706258944,en
1243190645499596800,en
1243242720170143746,tl
1243321409235046401,en
1243294923333472256,en
1243122492169834496,tl
1243165868994904072,in
1243002444705079296,pt
1243261377625698304,en
1243109337892937728,en
1243147703573532673,ta
1243123137811636225,en
1243150385952456704,en
1243120586198528001,en
1243164362283446274,ta
1243078097378742273,si
1243079966457135105,en
1242987178856263683,en
