Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1225089879148769281,ukraine,78,85,LOC,1.0
1225089879148769281,iraq,87,91,LOC,1.0
1225089879148769281,china,96,101,LOC,1.0
1225089879232483329,chinese,79,86,MISC,0.9998
1225089881262587904,south korea,24,35,LOC,0.9989
1225089881262587904,singapore,71,80,LOC,0.9999
1225089882147577857,china,17,22,LOC,1.0
1225089882147577857,wuhan,114,119,LOC,1.0
1225089882151956480,china,41,46,LOC,0.9786
1225089882399227907,ukraine,78,85,LOC,1.0
1225089882399227907,iraq,87,91,LOC,1.0
1225089882399227907,china,96,101,LOC,1.0
1225089882583785472,guha indonesia,659,673,ORG,0.9414
1225089882583785472,hindu state university,682,704,ORG,0.9873
1225089882583785472,bali,720,724,LOC,0.9967
1225089882583785472,china,732,737,LOC,0.5056
1225089882583785472,saudia arabia,744,757,LOC,0.8333
1225089883070455808,africa,10,16,LOC,0.9959
1225089883762376706,china,93,98,LOC,0.9135
1225089883762376706,china,131,136,LOC,0.5613
1225089884047597568,singapore,50,59,LOC,1.0
1225089884756406273,shang chunsong,16,30,PER,0.9057
1225089884999675904,chinese,18,25,MISC,0.9999
1225089884999675904,henan,65,70,LOC,0.9999
1225089885008207873,phobian,24,31,MISC,0.962
1225089885008207873,coronavirus,56,67,MISC,0.9807
1225089885008207873,halmstad,131,139,ORG,0.9376
1225089885578637315,canadian,0,8,MISC,0.9997
1225089885578637315,china,31,36,LOC,1.0
1225089885578637315,reuters,67,74,ORG,0.996
1225089886945890304,chinese,24,31,MISC,0.9999
1225089886945890304,xi jinping,42,52,PER,0.9983
1225089887109386246,wuhan,68,73,LOC,0.9999
1225089888111845376,shanxxi,0,7,LOC,0.9419
1225089888111845376,hubei,218,223,LOC,1.0
1225089888275456000,hong kong,52,61,LOC,0.999
1225089888275456000,chinese,115,122,MISC,0.9999
1225089888539807744,singapore,89,98,LOC,0.9999
1225089888611160070,china,18,23,LOC,1.0
1225089888611160070,xinjiang,26,34,LOC,0.9988
1225089888778891264,ex-bbc china,57,69,ORG,0.7259
1225089888778891264,carrie gracie,77,90,PER,0.9806
1225089888778891264,2020 colton memorial,108,128,MISC,0.6625
1225089888778891264,carrie,145,151,PER,1.0
1225089888778891264,china,213,218,LOC,1.0
1225089889709903874,creator of the us bioweapons act,21,53,MISC,0.9047
1225089889965768705,japan,41,46,LOC,1.0
1225089890456678401,tyumen,32,38,LOC,1.0
1225089890456678401,wuhan,72,77,LOC,1.0
1225089890599071749,china,75,80,LOC,0.9625
1225089890599071749,ccp,326,329,ORG,0.9852
1225089890964115456,china,57,62,LOC,1.0
1225089890964115456,ccp,116,119,ORG,0.9984
1225089892562219013,coronavirus,60,71,MISC,0.9948
1225089892574736384,china mobile,13,25,ORG,0.9962
1225089892574736384,hangzhou,148,156,LOC,1.0
1225089892574736384,shanghai,158,166,LOC,1.0
1225089892574736384,guangzhou,168,177,LOC,1.0
1225089892574736384,suzhou,179,185,LOC,1.0
1225089892574736384,wuhan,191,196,LOC,1.0
1225089892809461760,china,159,164,LOC,0.9974
1225089893069492224,nathan,77,83,PER,0.9999
1225089894051041280,coronavirus,60,71,MISC,0.9948
1225089894843699200,nature republic,114,129,LOC,0.6326
1225089894843699200,manila,133,139,LOC,0.9856
1225089895418470400,wuhan,39,44,LOC,0.7714
1225089895674236928,us,32,34,LOC,0.9997
1225089896315908099,nature republic philippines,16,43,ORG,0.6015
1225089896315908099,k-pop,87,92,MISC,0.7178
1225089896378961920,china,105,110,LOC,1.0
1225089896907530241,putin,64,69,PER,1.0
1225089896907530241,usa,126,129,LOC,0.9908
1225089896907530241,russia,143,149,LOC,1.0
1225089896907530241,us,171,173,LOC,0.9987
1225089896907530241,realdonaldtrump,190,205,ORG,0.7642
1225089896907530241,china,226,231,LOC,1.0
1225089897784119300,wuhan,55,60,LOC,0.9904
1225089899973361664,muhammad saw,27,41,PER,0.8415
1225089899973361664,turkey,89,95,LOC,1.0
1225089900728352768,nature republic philippines,16,43,ORG,0.6015
1225089900728352768,k-pop,87,92,MISC,0.7178
1225089900975812608,chinese,77,84,MISC,0.9997
1225089902208962560,hong kong,29,38,LOC,0.9998
1225089902934732813,china,46,51,LOC,1.0
1225089902934732813,pdchina,93,100,ORG,0.9985
1225089902934732813,china,133,138,LOC,1.0
1225089902984994822,china,19,24,LOC,0.9053
1225089905375744000,chinese,27,34,MISC,0.9999
1225089905568567296,china,113,118,LOC,1.0
1225089905568567296,korean,122,128,MISC,0.9994
1225089907045150721,wuhan,121,126,LOC,1.0
1225089908253118465,china,84,89,LOC,0.8519
1225089908693442560,uyghurs urumchi,22,37,ORG,0.5683
1225089909263929345,uyghurs,82,89,MISC,0.9994
1225089909591040000,china,0,5,LOC,1.0
1225089909649743872,princess cruises,19,35,ORG,0.8799
1225089909649743872,japanese,84,92,MISC,0.9999
1225089910240997376,muhammad saw,27,41,PER,0.8415
1225089910240997376,turkey,89,95,LOC,1.0
1225089911587364864,wuhan,16,21,LOC,0.9665
1225089912061485056,china,99,104,LOC,1.0
1225089912061485056,corona,132,138,ORG,0.3514
1225089912304783360,china,3,8,LOC,1.0
1225089912304783360,coronavirus,41,52,MISC,0.9999
1225089912543830016,drtedros,103,111,PER,0.6467
1225089914758483970,uk,52,54,LOC,0.9999
1225089915991601157,lackland,86,94,LOC,0.9973
1225089916230463488,department of health,24,44,ORG,0.9977
1225089917866344449,china,62,67,LOC,1.0
1225089917866344449,chinese,123,130,MISC,0.9997
1225089918940209152,china,13,18,LOC,1.0
1225089918940209152,singapore,91,100,LOC,1.0
1225089919204249600,eminem,13,19,PER,0.9906
1225089919204249600,coronavirus,64,75,MISC,0.9972
1225089919296495617,coronavirus,60,71,MISC,0.9948
1225089921192357888,singapore,50,59,LOC,1.0
1225089921309990913,china,4,9,LOC,0.9998
1225089921460817920,malaysian,22,31,MISC,1.0
1225089921460817920,coronavirus,50,61,MISC,0.9633
1225089921460817920,singapore,81,90,LOC,1.0
1225089921460817920,chinese,115,122,MISC,0.9999
1225089923050614790,coronavirus,52,63,MISC,0.9986
1225089923088293889,tesla china,40,51,ORG,0.9518
1225089923167981573,chinese,38,45,MISC,0.9966
1225089923167981573,gp,46,48,ORG,0.4845
1225089923595849728,un,65,67,ORG,0.9981
1225089923595849728,china,125,130,LOC,1.0
1225089923595849728,sau,134,137,PER,0.863
1225089923708903425,chinese,18,25,MISC,0.9999
1225089923708903425,henan,65,70,LOC,0.9999
1225089924564705284,china,117,122,LOC,1.0
1225089925172879360,the maldives church news,11,35,ORG,0.697
1225089925172879360,balkan,96,102,LOC,0.9744
1225089927005732872,ukraine,78,85,LOC,1.0
1225089927005732872,iraq,87,91,LOC,1.0
1225089927005732872,china,96,101,LOC,1.0
1225089927978921986,harvard,0,7,LOC,0.8101
1225089927978921986,china,38,43,LOC,1.0
1225089928712769536,kenya,8,13,LOC,0.9944
1225089928901476354,ukraine,78,85,LOC,1.0
1225089928901476354,iraq,87,91,LOC,1.0
1225089928901476354,china,96,101,LOC,1.0
1225089929979531266,dfc,105,108,ORG,0.833
1225089929979531266,india,131,136,LOC,0.9999
1225089929979531266,curr,138,142,PER,0.6388
1225089931531444225,boris johnson,46,59,PER,0.9999
1225089931531444225,john bercow,84,95,PER,0.9985
1225089931531444225,wuhan,125,130,LOC,1.0
1225089931531444225,china,134,139,LOC,1.0
1225089931569192961,ukraine,78,85,LOC,1.0
1225089931569192961,iraq,87,91,LOC,1.0
1225089931569192961,china,96,101,LOC,1.0
1225089931678273539,china,51,56,LOC,1.0
1225089933234319365,chinese,18,25,MISC,0.9999
1225089933234319365,henan,65,70,LOC,0.9999
1225089934840692737,chinese state media,16,35,ORG,0.8187
1225089934840692737,coronavirus,64,75,MISC,0.9934
1225089935490928642,ukraine,78,85,LOC,1.0
1225089935490928642,iraq,87,91,LOC,1.0
1225089935490928642,china,96,101,LOC,1.0
1225089936799367168,obrien,11,17,PER,0.9605
1225089936799367168,china,25,30,LOC,1.0
1225089936799367168,russia,43,49,LOC,1.0
1225089936799367168,cuba,54,58,LOC,1.0
1225089936799367168,maduro,64,70,PER,0.9984
