"Var1","Freq","Percentage"
"English",16117207,0.582260120003942
"Spanish; Castilian",4592271,0.165903202927816
"Portuguese",1932618,0.0698189449699181
"Bahasa",1447475,0.0522923709550114
"French",1082958,0.0391236059100829
"Thai",548951,0.0198317410166838
"Italian",459545,0.0166018049434503
"Japanese",204155,0.00737542893129094
"Turkish",190143,0.00686922281248293
"Tagalog",188433,0.00680744630212312
"German",174144,0.00629123311116911
"Catalan; Valencian",166836,0.00602721981426296
"Hindi",148634,0.00536964318176629
"Dutch; Flemish",81552,0.00294619764494937
"Arabic",44899,0.0016220488530089
"Korean",30732,0.00111024310899284
"Chinese",27319,0.000986942974572933
"Russian",23503,0.000849083814612088
"Lithuanian",22983,0.000830297975204426
"Tamil",21232,0.000767040273660548
"Urdu",16862,0.000609166969407694
"Polish",15486,0.00055945674820588
"Romanian; Moldavian; Moldovan",14146,0.000511047085116904
"Greek, Modern (1453-)",13481,0.000487022886643644
"Estonian",12232,0.000441900745451009
"Finnish",11392,0.000411554389484785
"Czech",10616,0.000383520136830274
"Swedish",9426,0.000340529465878124
"Persian",7559,0.000273081077081767
"Haitian; Haitian Creole",7336,0.00026502484210502
"Danish",7306,0.000263941043677655
"Marathi",5599,0.000202272913160579
"Slovenian",5468,0.000197540326694418
"Vietnamese",4927,0.0001779958283876
"Ukrainian",3885,0.000140351896343784
"Telugu",3513,0.000126912795844457
"Latvian",3223,0.00011643607771326
"Kannada",2420,8.74264064741205e-05
"Norwegian",2279,8.23325538655044e-05
"Gujarati",2256,8.15016417378578e-05
"Nepali",2093,7.56130036158406e-05
"Hungarian",2012,7.26867478619547e-05
"Malayalam",1880,6.79180347815481e-05
"Welsh",1675,6.05120788612198e-05
"Basque",1409,5.09023994719156e-05
"Bengali",1352,4.88431824599219e-05
"Sinhala; Sinhalese",1205,4.35325701658327e-05
"Oriya",744,2.68782009986552e-05
"Serbian",687,2.48189839866615e-05
"Icelandic",668,2.41325783159969e-05
"Bulgarian",423,1.52815578258483e-05
"Panjabi; Punjabi",382,1.38003666417827e-05
"Pushto; Pashto",237,8.56200757618453e-06
"Amharic",206,7.44208253457389e-06
"Burmese",125,4.51582678068804e-06
"Sindhi",84,3.03463559662236e-06
"Divehi; Dhivehi; Maldivian",76,2.74562268265833e-06
"Central Khmer",61,2.20372346897576e-06
"Lao",35,1.26443149859265e-06
"Armenian",34,1.22830488434715e-06
"Georgian",20,7.22532284910087e-07
"Tibetan",8,2.89012913964035e-07
"Uighur; Uyghur",6,2.16759685473026e-07
