"Var1","Freq","Percentage"
"English",60136,0.757008522262365
"Tagalog",6983,0.08790392628306
"Portuguese",6359,0.080048842508088
"Spanish; Castilian",1274,0.0160374627072345
"Chinese",660,0.00830826168506653
"French",660,0.00830826168506653
"Turkish",501,0.00630672591548232
"Sinhala; Sinhalese",500,0.00629413764020192
"Bahasa",467,0.00587872455594859
"Italian",333,0.00419189566837448
"German",276,0.00347436397739146
"Japanese",174,0.00219035989879027
"Greek, Modern (1453-)",145,0.00182529991565856
"Hindi",132,0.00166165233701331
"Russian",77,0.000969297196591095
"Dutch; Flemish",68,0.000856002719067461
"Arabic",67,0.000843414443787057
"Catalan; Valencian",63,0.000793061342665441
"Thai",60,0.00075529651682423
"Vietnamese",60,0.00075529651682423
"Slovenian",52,0.000654590314580999
"Polish",48,0.000604237213459384
"Tamil",46,0.000579060662898576
"Romanian; Moldavian; Moldovan",32,0.000402824808972923
"Czech",29,0.000365059983131711
"Estonian",29,0.000365059983131711
"Nepali",28,0.000352471707851307
"Korean",27,0.000339883432570903
"Haitian; Haitian Creole",25,0.000314706882010096
"Persian",24,0.000302118606729692
"Danish",22,0.000276942056168884
"Finnish",14,0.000176235853925654
"Swedish",12,0.000151059303364846
"Welsh",12,0.000151059303364846
"Norwegian",11,0.000138471028084442
"Bengali",7,8.81179269628268e-05
"Marathi",5,6.29413764020192e-05
"Basque",4,5.03531011216153e-05
"Latvian",4,5.03531011216153e-05
"Lithuanian",3,3.77648258412115e-05
"Ukrainian",3,3.77648258412115e-05
"Hungarian",2,2.51765505608077e-05
"Kannada",2,2.51765505608077e-05
"Bulgarian",1,1.25882752804038e-05
"Malayalam",1,1.25882752804038e-05
"Urdu",1,1.25882752804038e-05
