"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","2174.22580645161","868.185260939062","2119","67401","All","31"
"2","Feb","1258.25","892.208262309498","1454","5033","All","4"
"3","Mar","2309.92592592593","793.507884984619","2194","62368","All","27"
"4","All_M","802.41935483871","351.875714250884","708","24875","Org","31"
"5","Feb","441.5","294.698150655887","562.5","1766","Org","4"
"6","Mar","855.888888888889","331.413677510488","833","23109","Org","27"
"7","All_M","1371.8064516129","574.486345608251","1490","42526","RT","31"
"8","Feb","816.75","609.785959715921","891.5","3267","RT","4"
"9","Mar","1454.03703703704","532.43269574527","1547","39259","RT","27"
