"Var1","Freq","Percentage"
"English",59412,0.75684076433121
"Tagalog",6900,0.0878980891719745
"Portuguese",6356,0.080968152866242
"Spanish; Castilian",1243,0.0158343949044586
"Chinese",658,0.00838216560509554
"French",650,0.00828025477707006
"Turkish",496,0.00631847133757962
"Sinhala; Sinhalese",489,0.00622929936305732
"Bahasa",455,0.00579617834394904
"Italian",327,0.0041656050955414
"German",268,0.0034140127388535
"Japanese",162,0.00206369426751592
"Greek, Modern (1453-)",139,0.00177070063694268
"Hindi",130,0.00165605095541401
"Russian",75,0.000955414012738854
"Dutch; Flemish",67,0.000853503184713376
"Arabic",61,0.000777070063694268
"Thai",60,0.000764331210191083
"Vietnamese",60,0.000764331210191083
"Catalan; Valencian",59,0.000751592356687898
"Slovenian",52,0.000662420382165605
"Polish",46,0.000585987261146497
"Tamil",45,0.000573248407643312
"Romanian; Moldavian; Moldovan",31,0.000394904458598726
"Czech",29,0.000369426751592357
"Estonian",28,0.000356687898089172
"Korean",27,0.000343949044585987
"Nepali",26,0.000331210191082803
"Haitian; Haitian Creole",25,0.000318471337579618
"Persian",24,0.000305732484076433
"Danish",18,0.000229299363057325
"Finnish",14,0.000178343949044586
"Swedish",12,0.000152866242038217
"Welsh",12,0.000152866242038217
"Norwegian",11,0.000140127388535032
"Bengali",7,8.9171974522293e-05
"Marathi",5,6.36942675159236e-05
"Basque",4,5.09554140127389e-05
"Latvian",4,5.09554140127389e-05
"Lithuanian",3,3.82165605095541e-05
"Ukrainian",3,3.82165605095541e-05
"Hungarian",2,2.54777070063694e-05
"Kannada",2,2.54777070063694e-05
"Bulgarian",1,1.27388535031847e-05
"Malayalam",1,1.27388535031847e-05
"Urdu",1,1.27388535031847e-05
