"Var1","Freq","Percentage"
"English",57996,0.74762162580246
"Spanish; Castilian",3149,0.040593497821435
"German",2279,0.0293783999793745
"Turkish",1919,0.0247376698378323
"Chinese",1478,0.019052775414443
"Tagalog",1377,0.0177507927913992
"Hindi",1274,0.0164230283342357
"French",1081,0.0139350813416866
"Polish",976,0.0125815350504035
"Japanese",840,0.0108283703302653
"Romanian; Moldavian; Moldovan",789,0.0101709335602135
"Arabic",756,0.00974553329723877
"Portuguese",680,0.00876582360069095
"Italian",645,0.00831464150359657
"Bahasa",534,0.00688374970995437
"Dutch; Flemish",372,0.00479542114626035
"Sinhala; Sinhalese",350,0.00451182097094387
"Russian",276,0.00355789310851574
"Catalan; Valencian",123,0.00158558279836028
"Czech",80,0.00103127336478717
"Persian",69,0.000889473277128935
"Urdu",59,0.000760564106530539
"Bengali",52,0.000670327687111661
"Thai",44,0.000567200350632944
"Korean",43,0.000554309433573104
"Tamil",37,0.000476963931214067
"Danish",33,0.000425400262974708
"Estonian",32,0.000412509345914868
"Slovenian",32,0.000412509345914868
"Greek, Modern (1453-)",24,0.000309382009436151
"Gujarati",23,0.000296491092376312
"Swedish",20,0.000257818341196793
"Finnish",18,0.000232036507077113
"Nepali",15,0.000193363755897595
"Norwegian",15,0.000193363755897595
"Basque",13,0.000167581921777915
"Lithuanian",13,0.000167581921777915
"Vietnamese",13,0.000167581921777915
"Ukrainian",9,0.000116018253538557
"Latvian",7,9.02364194188775e-05
"Haitian; Haitian Creole",6,7.73455023590378e-05
"Serbian",5,6.44545852991982e-05
"Divehi; Dhivehi; Maldivian",4,5.15636682393585e-05
"Panjabi; Punjabi",3,3.86727511795189e-05
"Icelandic",2,2.57818341196793e-05
"Pushto; Pashto",2,2.57818341196793e-05
"Amharic",1,1.28909170598396e-05
"Hungarian",1,1.28909170598396e-05
"Malayalam",1,1.28909170598396e-05
"Marathi",1,1.28909170598396e-05
"Sindhi",1,1.28909170598396e-05
"Telugu",1,1.28909170598396e-05
"Welsh",1,1.28909170598396e-05
