"","Month","Date","#OR","#RT","#Total","#Geo","MaxRt","MDRT","MaxLike","MDLike"
"2523","05","2020_05_06_02",31879,99899,131778,43,281644,47,12723,0
"2524","05","2020_05_06_03",27278,88429,115707,54,306440,49,3379,0
"2525","05","2020_05_06_04",28856,90062,118918,54,400047,44,6783,0
"2526","05","2020_05_06_05",30754,88797,119551,50,251528,34,9267,0
"2527","05","2020_05_06_06",29169,78089,107258,48,296622,20,3962,0
"2528","05","2020_05_06_07",36789,81012,117801,56,340553,12,5854,0
"2529","05","2020_05_06_08",36158,87349,123507,55,222612,13,12344,0
"2530","05","2020_05_06_09",32660,75260,107920,46,398514,11,3853,0
"2531","05","2020_05_06_10",36569,85542,122111,77,340528,11,4593,0
"2532","05","2020_05_06_11",36181,87620,123801,54,398501,14,10090,0
"2533","05","2020_05_06_12",37202,91875,129077,57,340502,14,46390,0
"2534","05","2020_05_06_13",40098,97333,137431,71,224178,15,14237,0
"2535","05","2020_05_06_14",38595,93340,131935,80,398484,15,8001,0
"2536","05","2020_05_06_15",39400,97354,136754,62,224193,15,17635,0
"2537","05","2020_05_06_16",39581,95872,135453,68,296583,17,23842,0
"2538","05","2020_05_06_17",39230,101229,140459,69,333985,18,4836,0
"2539","05","2020_05_06_18",36793,90916,127709,60,236783,17,26466,0
"2540","05","2020_05_06_19",43042,112566,155608,62,222718,18,10096,0
"2541","05","2020_05_06_20",43843,117281,161124,76,394556,20,6632,0
"2542","05","2020_05_06_21",41754,116145,157899,72,398456,26,21070,0
"2543","05","2020_05_06_22",42453,116989,159442,80,340412,27,5301,0
"2544","05","2020_05_06_23",39775,114570,154345,60,398452,32,22448,0
"2545","05","2020_05_07_00",36771,108447,145218,69,340386,35,23327,0
"2546","05","2020_05_07_01",38047,116094,154141,76,398445,41,12177,0
"2547","05","2020_05_07_02",36958,117945,154903,72,398434,50,21690,0
"2548","05","2020_05_07_03",32916,106729,139645,83,398431,47,2903,0
"2549","05","2020_05_07_04",34867,107774,142641,72,236762,35,3189,0
"2550","05","2020_05_07_05",33918,98593,132511,62,329853,28,5485,0
"2551","05","2020_05_07_06",34568,93590,128158,57,398430,19,5463,0
"2552","05","2020_05_07_07",42641,93540,136181,66,309733,10,11824,0
"2553","05","2020_05_07_08",40683,97426,138109,67,340343,11,64211,0
"2554","05","2020_05_07_09",38147,94342,132489,69,340341,12,5988,0
"2555","05","2020_05_07_10",43394,107991,151385,84,309730,15,4034,0
"2556","05","2020_05_07_11",44350,114589,158939,76,398424,18,4636,0
"2557","05","2020_05_07_12",42614,111427,154041,67,236753,19,9471,0
"2558","05","2020_05_07_13",44735,117006,161741,83,340313,20,15215,0
"2559","05","2020_05_07_14",48460,121931,170391,68,398404,19,9992,0
"2560","05","2020_05_07_15",47387,121183,168570,69,208041,19,24602,0
"2561","05","2020_05_07_16",47523,118601,166124,67,398401,18,105278,0
"2562","05","2020_05_07_17",47711,119587,167298,68,330012,17,49038,0
"2563","05","2020_05_07_18",44649,116503,161152,68,309694,19,7986,0
"2564","05","2020_05_07_19",43927,109010,152937,77,236751,16,24720,0
"2565","05","2020_05_07_20",45099,112606,157705,67,1007616,16,27101,0
"2566","05","2020_05_07_21",43078,111663,154741,86,340237,19,7487,0
"2567","05","2020_05_07_22",44284,113694,157978,71,340231,19,3610,0
"2568","05","2020_05_07_23",39644,107069,146713,70,173693,22,41026,0
"2569","05","2020_05_08_00",40207,103279,143486,87,340198,19,4606,0
"2570","05","2020_05_08_01",39593,106445,146038,72,398345,23,13596,0
"2571","05","2020_05_08_02",35015,99656,134671,80,224130,27,4434,0
"2572","05","2020_05_08_03",35350,102019,137369,65,340177,29,2775,0
"2573","05","2020_05_08_04",35238,100231,135469,60,469207,31,4049,0
"2574","05","2020_05_08_05",21321,56182,77503,36,398331,27,9344,0
"2575","05","2020_05_08_06",28289,70740,99029,49,340140,17,37028,0
"2576","05","2020_05_08_07",41196,87381,128577,65,309653,10,20118,0
"2577","05","2020_05_08_08",35445,81396,116841,78,166571,12,40193,0
"2578","05","2020_05_08_09",40102,92753,132855,100,364381,10,33462,0
"2579","05","2020_05_08_10",41609,99648,141257,87,340120,12,5012,0
"2580","05","2020_05_08_11",43911,107139,151050,80,340111,13,6204,0
"2581","05","2020_05_08_12",42438,101854,144292,75,239460,14,4255,0
"2582","05","2020_05_08_13",46643,116807,163450,95,340099,18.5,18521,0
"2583","05","2020_05_08_14",43502,114962,158464,85,194721,23,43972,0
"2584","05","2020_05_08_15",45039,117341,162380,72,236717,22,15555,0
"2585","05","2020_05_08_16",48236,115976,164212,70,130705,18,21783,0
"2586","05","2020_05_08_17",42425,108183,150608,72,204359,18,10241,0
"2587","05","2020_05_08_18",42445,109270,151715,70,340074,18,211884,0
"2588","05","2020_05_08_19",45650,118375,164025,73,398274,22,4601,0
"2589","05","2020_05_08_20",40985,110501,151486,58,364328,23,6342,0
"2590","05","2020_05_08_21",39653,107514,147167,52,224089,24,33373,0
"2591","05","2020_05_08_22",39168,108261,147429,73,340048,29,11077,0
"2592","05","2020_05_08_23",38315,113335,151650,61,400233,38,41604,0
"2593","05","2020_05_09_00",32571,103062,135632,84,223863,41,2703,0
"2594","05","2020_05_09_01",29580,101387,130967,70,182982,48,18038,0
"2595","05","2020_05_09_02",30433,108658,139091,60,236624,53,162698,0
"2596","05","2020_05_09_03",33820,96266,130086,60,250044,42,4160,0
"2597","05","2020_05_09_04",38617,97387,136004,69,296320,30,6343,0
"2598","05","2020_05_09_05",35352,98835,134187,58,224071,31,10483,0
"2599","05","2020_05_09_06",30239,89499,119738,68,364297,25,11068,0
"2600","05","2020_05_09_07",37913,94227,132140,63,398231,18,3825,0
"2601","05","2020_05_09_08",35112,98805,133917,55,364277,22,2526,0
"2602","05","2020_05_09_09",33530,92001,125531,80,309584,18,4863,0
"2603","05","2020_05_09_10",35721,100143,135864,77,241613,20,16525,0
"2604","05","2020_05_09_11",36225,104967,141192,71,207959,23,9906,0
"2605","05","2020_05_09_12",34534,103149,137683,64,398176,27,46683,0
"2606","05","2020_05_09_13",37079,110593,147672,67,398180,28,41214,0
"2607","05","2020_05_09_14",37022,112821,149843,77,339923,32,24840,0
"2608","05","2020_05_09_15",37030,111980,149010,71,398195,32,6983,0
"2609","05","2020_05_09_16",35378,101759,137137,69,398192,27,4091,0
"2610","05","2020_05_09_17",37140,110345,147485,70,398198,33,25518,0
"2611","05","2020_05_09_18",36249,106717,142966,74,223826,29,13674,0
"2612","05","2020_05_09_19",33277,100508,133785,63,236600,32,6995,0
"2613","05","2020_05_09_20",33699,103986,137685,74,398164,35,36905,0
"2614","05","2020_05_09_21",33359,108297,141656,96,339877,46,15520,0
"2615","05","2020_05_09_22",32361,107817,140178,75,339864,56,12963,0
"2616","05","2020_05_09_23",28631,100404,129035,65,235396,62,3545,0
"2617","05","2020_05_10_00",30879,102121,132999,70,400124,54,3243,0
"2618","05","2020_05_10_01",28660,100526,129186,47,398143,64,8386,0
"2619","05","2020_05_10_02",27256,99066,126322,58,398128,67,33827,0
"2620","05","2020_05_10_03",27903,95314,123217,64,398132,62,26933,0
"2621","05","2020_05_10_04",30077,95861,125938,60,296320,52,5378,0
"2622","05","2020_05_10_05",28609,92489,121098,53,339812,49,4556,0
"2623","05","2020_05_10_06",27385,87269,114654,59,339803,37,2230,0
"2624","05","2020_05_10_07",32995,91424,124419,43,339803,28,59028,0
"2625","05","2020_05_10_08",32659,98919,131578,64,398098,31,5522,0
"2626","05","2020_05_10_09",33172,98634,131806,58,398098,26,5974,0
"2627","05","2020_05_10_10",31353,95100,126453,54,398092,30,15120,0
"2628","05","2020_05_10_11",34124,104360,138484,71,339782,41,23856,0
"2629","05","2020_05_10_12",34658,108024,142682,49,398093,46,9883,0
"2630","05","2020_05_10_13",33359,104345,137704,63,250157,45,4236,0
"2631","05","2020_05_10_14",35453,109957,145410,71,296300,48,3099,0
"2632","05","2020_05_10_15",33444,104293,137737,56,364124,43,21896,0
"2633","05","2020_05_10_16",35941,107615,143556,74,398080,39,13104,0
"2634","05","2020_05_10_17",33612,104386,137998,47,186893,40,18173,0
"2635","05","2020_05_10_18",39045,109198,148243,56,339743,37,18896,0
"2636","05","2020_05_10_19",36593,111795,148388,54,236600,44,26013,0
"2637","05","2020_05_10_20",30746,102007,132753,50,309475,52,4117,0
"2638","05","2020_05_10_21",33873,110526,144399,64,339719,55,7869,0
"2639","05","2020_05_10_22",32621,111712,144333,58,398069,68,11279,0
"2640","05","2020_05_10_23",28172,100084,128256,46,339705,72,363919,0
"2641","05","2020_05_11_00",32664,114151,146815,45,398059,94,12150,0
"2642","05","2020_05_11_01",32939,121333,154272,55,398053,95,8929,0
"2643","05","2020_05_11_02",28656,108033,136689,52,339664,108,1902,0
"2644","05","2020_05_11_03",29866,115837,145703,43,339674,120,33418,0
"2645","05","2020_05_11_04",30798,114906,145704,41,241536,97,15699,0
"2646","05","2020_05_11_05",30986,105048,136034,55,398024,65,2137,0
"2647","05","2020_05_11_06",34965,104916,139881,60,296221,37,22222,0
"2648","05","2020_05_11_07",42674,105066,147740,68,398017,20,12959,0
"2649","05","2020_05_11_08",39010,102248,141258,65,339631,18,1931,0
"2650","05","2020_05_11_09",41818,108190,150008,73,398017,19,4142,0
"2651","05","2020_05_11_10",41090,114870,155960,69,339606,25,5641,0
"2652","05","2020_05_11_11",40110,114581,154691,58,398017,27,42198,0
"2653","05","2020_05_11_12",43547,119955,163502,70,196527,25,5848,0
"2654","05","2020_05_11_13",43606,117512,161118,76,170892,25,5600,0
"2655","05","2020_05_11_14",48083,127841,175924,72,394784,24,40076,0
"2656","05","2020_05_11_15",42555,113552,156107,65,222384,25,2528,0
"2657","05","2020_05_11_16",46732,119887,166619,56,398000,20,10546,0
"2658","05","2020_05_11_17",44487,123097,167584,85,339572,25,4844,0
"2659","05","2020_05_11_18",40379,110486,150865,46,397990,23,14609,0
"2660","05","2020_05_11_19",41757,119751,161508,78,339561,28,7483,0
"2661","05","2020_05_11_20",43185,128007,171192,69,185147,32,22470,0
"2662","05","2020_05_11_21",38695,124156,162851,53,397983,42,8088,0
"2663","05","2020_05_11_22",39568,119678,159246,58,397983,40,3130,0
"2664","05","2020_05_11_23",37199,112224,149423,54,236548,42,3940,0
"2665","05","2020_05_12_00",38579,119004,157583,72,397968,45,5369,0
"2666","05","2020_05_12_01",36110,114678,150788,60,397965,49,90924,0
"2667","05","2020_05_12_02",33758,105808,139566,57,241492,48,9944,0
"2668","05","2020_05_12_03",32301,103485,135786,61,397973,54,6884,0
"2669","05","2020_05_12_04",27693,78826,106518,58,236535,41,84562,0
"2670","05","2020_05_12_05",35084,101518,136602,74,397949,33,3394,0
"2671","05","2020_05_12_06",45634,98502,144136,76,236520,14,1436,0
"2672","05","2020_05_12_07",49240,93631,142871,91,339445,8,12031,0
"2673","05","2020_05_12_08",43258,101290,144548,54,236518,12,55905,0
"2674","05","2020_05_12_09",38267,95833,134100,82,223898,13,3385,0
"2675","05","2020_05_12_10",39985,103218,143203,75,223899,15,61000,0
"2676","05","2020_05_12_11",43853,112278,156131,89,196453,16,1277,0
"2677","05","2020_05_12_12",41923,104758,146681,71,250051,16,25981,0
"2678","05","2020_05_12_13",39515,100013,139528,79,241469,15,2500,0
"2679","05","2020_05_12_14",38525,94621,133146,61,339407,13,590,0
"2680","05","2020_05_12_15",37865,99644,137509,71,281759,18,1931,0
"2681","05","2020_05_12_16",35388,99600,134988,53,131129,25,271,0
"2682","05","2020_05_12_17",39831,111271,151102,49,397908,24,4422,0
"2683","05","2020_05_12_18",42899,120711,163610,73,339366,28,11785,0
"2684","05","2020_05_12_19",43103,127591,170694,58,397897,36,12425,0
"2685","05","2020_05_12_20",40287,125731,166018,62,126060,46,16708,0
"2686","05","2020_05_12_21",41356,127406,168762,63,339346,40,5082,0
"2687","05","2020_05_12_22",40825,131607,172432,109,339334,51,30192,0
"2688","05","2020_05_12_23",36047,121759,157806,43,339329,54,50775,0
"2689","05","2020_05_13_00",36083,121819,157902,34,363789,55,2020,0
"2690","05","2020_05_13_01",35579,122747,158326,24,397842,66,4079,0
"2691","05","2020_05_13_02",33995,121907,155902,167,339313,82,114883,0
"2692","05","2020_05_13_03",33313,118443,151756,54,400132,75,11582,0
"2693","05","2020_05_13_04",32802,111567,144369,65,182056,63,3925,0
"2694","05","2020_05_13_05",32833,101576,134409,64,223860,40,3592,0
"2695","05","2020_05_13_06",38835,102938,141773,64,194561,22,8085,0
"2696","05","2020_05_13_07",47095,96976,144071,60,339268,9,3990,0
"2697","05","2020_05_13_08",40243,93540,133783,56,196383,11,7043,0
"2698","05","2020_05_13_09",41788,101945,143733,75,241438,13,1500,0
"2699","05","2020_05_13_10",42181,107830,150011,61,276075,16,8598,0
"2700","05","2020_05_13_11",40431,110963,151394,68,236443,21,3988,0
"2701","05","2020_05_13_12",42329,119535,161864,68,223835,29,23080,0
"2702","05","2020_05_13_13",43941,120577,164518,60,236441,25,8529,0
"2703","05","2020_05_13_14",45472,120004,165476,89,339207,22,30432,0
"2704","05","2020_05_13_15",45071,122413,167484,57,182029,23,24923,0
"2705","05","2020_05_13_16",45295,124373,169668,63,339209,25,5469,0
"2706","05","2020_05_13_17",45865,127148,173013,68,194547,26,43693,0
"2707","05","2020_05_13_18",42439,120168,162607,66,397778,27,9014,0
"2708","05","2020_05_13_19",42908,113260,156168,69,208334,20,11954,0
"2709","05","2020_05_13_20",44130,118442,162572,58,145698,23,35272,0
"2710","05","2020_05_13_21",41963,122704,164667,69,339187,30,4491,0
"2711","05","2020_05_13_22",38953,115154,154107,61,363703,35,5093,0
"2712","05","2020_05_13_23",39660,123952,163612,67,223680,52,10800,0
"2713","05","2020_05_14_00",34526,107858,142384,63,236420,54,28139,0
"2714","05","2020_05_14_01",30688,103023,133711,52,339132,64,2563,0
"2715","05","2020_05_14_02",34625,122480,157105,56,339114,81,4748,0
"2716","05","2020_05_14_03",34178,112585,146763,62,250074,69,35539,0
"2717","05","2020_05_14_04",36482,112515,148997,54,339109,56,6522,0
"2718","05","2020_05_14_05",37273,103176,140449,82,275998,38,146823,0
"2719","05","2020_05_14_06",36885,102928,139813,57,339089,26,6989,0
"2720","05","2020_05_14_07",34000,82019,116019,35,209391,14,838,0
"2721","05","2020_05_14_08",39223,97028,136251,65,144275,14,7238,0
"2722","05","2020_05_14_09",41421,100259,141680,64,196348,12,8255,0
"2723","05","2020_05_14_10",41081,105448,146529,66,182919,15,14751,0
"2724","05","2020_05_14_11",44700,115290,159990,82,185023,17,17520,0
"2725","05","2020_05_14_12",41155,104890,146045,86,223788,16,27791,0
"2726","05","2020_05_14_13",41565,99678,141243,76,339048,14,3291,0
"2727","05","2020_05_14_14",52071,124190,176261,94,309146,14,12154,0
"2728","05","2020_05_14_15",50604,122814,173418,70,223795,16,23381,0
"2729","05","2020_05_14_16",46164,117652,163816,66,394559,18,8700,0
"2730","05","2020_05_14_17",46459,124039,170498,76,339016,22,25089,0
"2731","05","2020_05_14_18",43726,124501,168227,71,136445,25,94650,0
"2732","05","2020_05_14_19",41688,114963,156651,61,363630,21,100146,0
"2733","05","2020_05_14_20",44093,120990,165083,81,338989,22,7783,0
"2734","05","2020_05_14_21",42634,123943,166577,65,397677,30,3484,0
"2735","05","2020_05_14_22",38114,112349,150463,78,334073,31,27695,0
"2736","05","2020_05_14_23",39802,119128,158930,71,338964,37,20881,0
"2737","05","2020_05_15_00",39272,116524,155796,88,397649,34,2675,0
"2738","05","2020_05_15_01",37096,119885,156981,69,236369,44,8465,0
"2739","05","2020_05_15_02",34550,113649,148199,64,397645,47,14117,0
"2740","05","2020_05_15_03",35741,115491,151232,61,236365,45,4551,0
"2741","05","2020_05_15_04",35167,108813,143980,65,397632,43,1594,0
"2742","05","2020_05_15_05",33286,95671,128957,67,363583,29,7445,0
"2743","05","2020_05_15_06",38025,99083,137108,67,203726,19,5541,0
"2744","05","2020_05_15_07",44771,96838,141609,67,309085,12,4179,0
"2745","05","2020_05_15_08",38663,94983,133646,59,223621,13,5805,0
"2746","05","2020_05_15_09",36699,90708,127407,62,236344,13,31230,0
"2747","05","2020_05_15_10",38386,94814,133200,65,182923,16,6800,0
"2748","05","2020_05_15_11",42161,105665,147826,62,397597,17,21464,0
"2749","05","2020_05_15_12",43086,108779,151865,81,148093,18,3902,0
"2750","05","2020_05_15_13",44628,109273,153901,73,166330,15,3289,0
"2751","05","2020_05_15_14",49431,118863,168294,74,338851,14,8186,0
"2752","05","2020_05_15_15",50476,119554,170030,77,222110,14,94891,0
"2753","05","2020_05_15_16",47659,112309,159968,73,397583,14,59034,0
"2754","05","2020_05_15_17",46184,115508,161692,65,189516,18,28346,0
"2755","05","2020_05_15_18",47131,120805,167936,79,338834,19,23523,0
"2756","05","2020_05_15_19",43697,115688,159385,72,334274,21,21143,0
"2757","05","2020_05_15_20",41497,108313,149810,77,236323,19,14171,0
"2758","05","2020_05_15_21",42922,119299,162221,92,397564,27,22167,0
"2759","05","2020_05_15_22",37783,110471,148254,68,281743,31,3507,0
"2760","05","2020_05_15_23",38328,115746,154074,65,338785,37,96517,0
"2761","05","2020_05_16_00",36404,109710,146114,72,397554,36,6141,0
"2762","05","2020_05_16_01",34442,106340,140782,67,338771,36,3657,0
"2763","05","2020_05_16_02",35833,111199,147032,66,338758,40,7870,0
"2764","05","2020_05_16_03",33618,104513,138131,66,241272,40,10319,0
"2765","05","2020_05_16_04",30222,93395,123617,57,281568,38,2012,0
"2766","05","2020_05_16_05",33204,93829,127033,54,190372,30,4981,0
"2767","05","2020_05_16_06",34131,93007,127138,75,223580,23,2810,0
"2768","05","2020_05_16_07",35854,84360,120214,58,397532,14,3240,0
"2769","05","2020_05_16_08",36450,96799,133249,59,397527,18,15221,0
"2770","05","2020_05_16_09",34973,94620,129593,81,363455,20,7674,0
"2771","05","2020_05_16_10",34738,92128,126866,56,241251,19,2669,0
"2772","05","2020_05_16_11",39725,102551,142276,57,223704,20,3720,0
"2773","05","2020_05_16_12",39757,104272,144029,78,223701,21,24006,0
"2774","05","2020_05_16_13",41017,107745,148762,92,338706,22,16511,0
"2775","05","2020_05_16_14",45853,117135,162988,93,309013,22,40922,0
"2776","05","2020_05_16_15",45699,112981,158680,78,182706,19,29890,0
"2777","05","2020_05_16_16",41431,107937,149368,87,223701,21,2770,0
"2778","05","2020_05_16_17",43834,115090,158924,79,241244,23,22139,0
"2779","05","2020_05_16_18",41630,110572,152202,82,236290,22,15116,0
"2780","05","2020_05_16_19",39281,104319,143600,82,363421,21,9660,0
"2781","05","2020_05_16_20",41707,112116,153823,92,397471,25,9662,0
"2782","05","2020_05_16_21",38310,108855,147165,62,397475,29,13669,0
"2783","05","2020_05_16_22",36606,107490,144096,90,250918,34,5845,0
"2784","05","2020_05_16_23",38331,111569,149900,68,397464,36,6328,0
"2785","05","2020_05_17_00",33738,102270,136008,61,397458,39,2894,0
"2786","05","2020_05_17_01",35588,109655,145243,66,203901,45,7082,0
"2787","05","2020_05_17_02",34270,107731,142001,61,338605,49,6926,0
"2788","05","2020_05_17_03",29836,96939,126775,50,236269,48,1660,0
"2789","05","2020_05_17_04",32261,100667,132928,75,236270,45,129651,0
"2790","05","2020_05_17_05",30941,90332,121273,38,308955,33,9480,0
"2791","05","2020_05_17_06",29983,87728,117711,56,338588,26,22079,0
"2792","05","2020_05_17_07",37187,91060,128247,59,338587,18,12261,0
"2793","05","2020_05_17_08",34368,92015,126383,65,363367,19,12991,0
"2794","05","2020_05_17_09",32345,87960,120305,61,308947,19,7576,0
"2795","05","2020_05_17_10",36633,100141,136774,92,397433,22,11559,0
"2796","05","2020_05_17_11",38198,105984,144182,69,154972,23,13100,0
"2797","05","2020_05_17_12",36766,102570,139336,50,241211,25,2415,0
"2798","05","2020_05_17_13",42077,117729,159806,81,241211,27,35303,0
"2799","05","2020_05_17_14",42419,121865,164284,60,194530,34,13218,0
"2800","05","2020_05_17_15",39922,114773,154695,68,190329,33,9989,0
"2801","05","2020_05_17_16",41409,121137,162546,70,397396,38,6942,0
"2802","05","2020_05_17_17",39548,120072,159620,72,397395,42,929811,0
"2803","05","2020_05_17_18",35528,108860,144388,70,397390,39,35923,0
"2804","05","2020_05_17_19",37505,115691,153196,83,223670,42,27395,0
"2805","05","2020_05_17_20",38344,116631,154975,66,338488,42,7410,0
"2806","05","2020_05_17_21",34217,111973,146190,58,363308,55,90878,0
"2807","05","2020_05_17_22",35676,117196,152872,47,334074,63,2233,0
"2808","05","2020_05_17_23",35546,118818,154364,67,397362,73,32868,0
"2809","05","2020_05_18_00",31599,106869,138468,74,397358,70,8042,0
"2810","05","2020_05_18_01",33608,113837,147445,51,397355,73,6840,0
"2811","05","2020_05_18_02",32615,113975,146590,51,216748,90,4553,0
"2812","05","2020_05_18_03",30315,108262,138577,38,236241,76,1197,0
"2813","05","2020_05_18_04",29573,109335,138908,59,397336,101,2130,0
"2814","05","2020_05_18_05",31165,113961,145126,55,236240,125,17742,0
"2815","05","2020_05_18_06",33031,112720,145751,44,295627,87,3953,0
"2816","05","2020_05_18_07",36287,98330,134617,63,397337,32,35533,0
"2817","05","2020_05_18_08",38482,105645,144127,77,363282,27,11954,0
"2818","05","2020_05_18_09",37807,102332,140139,55,236223,23,2444,0
"2819","05","2020_05_18_10",36541,100223,136764,41,216644,24,15500,0
"2820","05","2020_05_18_11",39717,110937,150654,69,338404,28,14123,0
"2821","05","2020_05_18_12",44528,121899,166427,65,216669,25,3410,0
"2822","05","2020_05_18_13",42293,114391,156684,83,397301,23,19668,0
"2823","05","2020_05_18_14",44006,116637,160643,73,397298,24,8275,0
"2824","05","2020_05_18_15",43592,112112,155704,63,236219,18,15713,0
"2825","05","2020_05_18_16",46178,121065,167243,78,223479,24,6586,0
"2826","05","2020_05_18_17",44124,119742,163866,79,397291,23,3178,0
"2827","05","2020_05_18_18",44179,117435,161614,65,363229,20,12352,0
"2828","05","2020_05_18_19",44238,116621,160859,68,308859,20,9860,0
"2829","05","2020_05_18_20",39923,108749,148672,57,216707,23,2072,0
"2830","05","2020_05_18_21",43193,118756,161949,61,295586,29,7143,0
"2831","05","2020_05_18_22",40982,120416,161398,80,222541,40,10013,0
"2832","05","2020_05_18_23",39560,117756,157316,56,222386,41,11969,0
"2833","05","2020_05_19_00",35207,108084,143291,57,397259,41,152235,0
"2834","05","2020_05_19_01",37446,117977,155423,57,338313,50,4128,0
"2835","05","2020_05_19_02",34690,112874,147564,56,338288,53,357544,0
"2836","05","2020_05_19_03",35913,108471,144384,62,236199,40,9738,0
"2837","05","2020_05_19_04",35399,107481,142880,60,400220,38,8378,0
"2838","05","2020_05_19_05",32564,92493,125057,74,223623,28,1756,0
"2839","05","2020_05_19_06",37354,98510,135864,70,308832,20,9850,0
"2840","05","2020_05_19_07",41033,92142,133175,78,338267,11,7931,0
"2841","05","2020_05_19_08",37083,88575,125658,64,397228,12,23487,0
"2842","05","2020_05_19_09",41144,98614,139758,62,236176,12,14771,0
"2843","05","2020_05_19_10",35121,88019,123140,56,216693,14,3277,0
"2844","05","2020_05_19_11",43616,114635,158251,81,276040,19,5589,0
"2845","05","2020_05_19_12",41812,113337,155149,63,250048,22,10412,0
"2846","05","2020_05_19_13",43084,110793,153877,90,216655,18,7344,0
"2847","05","2020_05_19_14",45340,116198,161538,67,397201,17,4392,0
"2848","05","2020_05_19_15",45204,109835,155039,67,223453,14,6321,0
"2849","05","2020_05_19_16",47426,115775,163201,65,334173,15,27372,0
"2850","05","2020_05_19_17",45886,116510,162396,84,338182,18,10820,0
"2851","05","2020_05_19_18",42383,106753,149136,63,236159,15,11682,0
"2852","05","2020_05_19_19",45342,114305,159647,78,397170,16,11538,0
"2853","05","2020_05_19_20",41812,112968,154780,89,295492,22,17211,0
"2854","05","2020_05_19_21",41562,113672,155234,84,397147,25,3340,0
"2855","05","2020_05_19_22",38567,107122,145689,72,397136,26,4988,0
"2856","05","2020_05_19_23",40464,116706,157170,61,308746,34.5,56587,0
"2857","05","2020_05_20_00",37766,112385,150151,56,236151,37,30132,0
"2858","05","2020_05_20_01",35607,111639,147246,72,250782,43,3488,0
"2859","05","2020_05_20_02",35758,114699,150457,55,223434,50,4653,0
"2860","05","2020_05_20_03",32191,101770,133961,53,338103,42,2798,0
"2861","05","2020_05_20_04",35159,101383,136542,64,236141,36,49073,0
"2862","05","2020_05_20_05",37062,96457,133519,90,338097,24,2939,0
"2863","05","2020_05_20_06",34442,89843,124285,38,363014,17,5510,0
"2864","05","2020_05_20_07",41120,87350,128470,78,216725,10,7737,0
"2865","05","2020_05_20_08",39457,92071,131528,56,216704,10,12848,0
"2866","05","2020_05_20_09",35143,83529,118672,60,362997,10,9516,0
"2867","05","2020_05_20_10",40472,98461,138933,77,216671,13,23179,0
"2868","05","2020_05_20_11",41207,104313,145520,68,338039,16,9135,0
"2869","05","2020_05_20_12",44357,119661,164018,82,338035,24,5581,0
"2870","05","2020_05_20_13",41970,115956,157926,64,216684,27,9973,0
"2871","05","2020_05_20_14",47309,124093,171402,79,338033,23,90267,0
"2872","05","2020_05_20_15",45904,115747,161651,69,327421,17,18964,0
"2873","05","2020_05_20_16",48231,116628,164859,71,348585,15,11339,0
"2874","05","2020_05_20_17",46950,117249,164199,91,376321,16,26017,0
"2875","05","2020_05_20_18",42222,104369,146591,56,295412,15,6364,0
"2876","05","2020_05_20_19",43879,112444,156323,61,397001,17,13867,0
"2877","05","2020_05_20_20",40511,108397,148908,75,308574,21,4044,0
"2878","05","2020_05_20_21",40828,111501,152329,56,216639,25,5282,0
"2879","05","2020_05_20_22",40163,113909,154072,56,337972,29,15978,0
"2880","05","2020_05_20_23",34463,104073,138536,64,337957,35,8211,0
"2881","05","2020_05_21_00",37173,108804,145977,69,236085,33,16171,0
"2882","05","2020_05_21_01",36370,110185,146555,75,236086,38,5886,0
"2883","05","2020_05_21_02",33485,104804,138289,62,223380,43,2498,0
"2884","05","2020_05_21_03",33308,106273,139581,53,498121,50,4932,0
"2885","05","2020_05_21_04",32560,99658,132218,53,337914,42,22087,0
"2886","05","2020_05_21_05",32128,91534,123662,74,396825,30,4757,0
"2887","05","2020_05_21_06",35115,93949,129064,67,396828,20,15280,0
"2888","05","2020_05_21_07",39234,88322,127556,59,216706,12,3061,0
"2889","05","2020_05_21_08",36484,87622,124106,75,223376,12,14248,0
"2890","05","2020_05_21_09",39105,94034,133139,70,400155,12,18580,0
"2891","05","2020_05_21_10",36119,91251,127370,68,334313,15,15453,0
"2892","05","2020_05_21_11",40925,105902,146827,74,216723,19,5053,0
"2893","05","2020_05_21_12",43507,114875,158382,68,546024,20,4242,0
"2894","05","2020_05_21_13",43777,112908,156685,83,243266,21,2987,0
"2895","05","2020_05_21_14",42837,108166,151003,80,216707,19,12582,0
"2896","05","2020_05_21_15",44771,113610,158381,75,337776,18,16053,0
"2897","05","2020_05_21_16",37746,90178,127924,61,236035,16,5146,0
"2898","05","2020_05_21_17",45873,108668,154541,74,223470,13,22537,0
"2899","05","2020_05_21_18",45899,109168,155067,68,222307,13,7856,0
"2900","05","2020_05_21_19",40377,103474,143851,75,250155,16,22323,0
"2901","05","2020_05_21_20",42974,111501,154475,61,396709,18,4494,0
"2902","05","2020_05_21_21",37942,99946,137888,62,396709,19,9140,0
"2903","05","2020_05_21_22",39788,110835,150623,66,216668,25,7259,0
"2904","05","2020_05_21_23",37911,102813,140724,65,216731,23,13794,0
"2905","05","2020_05_22_00",38417,108116,146533,77,216712,30,24862,0
"2906","05","2020_05_22_01",32386,99234,131620,82,236013,36,37918,0
"2907","05","2020_05_22_02",34618,109813,144431,70,396686,43,11646,0
"2908","05","2020_05_22_03",32631,102254,134885,61,329941,43,6736,0
"2909","05","2020_05_22_04",31035,92897,123932,61,216721,33,15452,0
