"","Month","Date","#OR","#RT","#Total","#Geo","MaxRt","MDRT","MaxLike","MDLike"
"1408","03","2020_03_20_15",25021,89418,114439,59,361506,109,49825,0
"1409","03","2020_03_20_16",28942,100589,129531,49,361545,99,19574,0
"1410","03","2020_03_20_17",29489,101013,130502,56,401556,85,128433,0
"1411","03","2020_03_20_18",26972,92000,118972,52,361557,75,7405,0
"1412","03","2020_03_20_19",29587,99295,128882,63,401509,68,15261,0
"1413","03","2020_03_20_20",30780,100687,131467,70,401379,64,3218,0
"1414","03","2020_03_20_21",26008,89628,115636,59,401239,65,5681,0
"1415","03","2020_03_20_22",29523,102061,131584,56,401375,78,16481,0
"1416","03","2020_03_20_23",27927,101989,129916,70,362339,102,14599,0
"1417","03","2020_03_21_00",23995,94185,118180,53,362636,134,12453,0
"1418","03","2020_03_21_01",23523,98865,122388,51,362897,179,42344,0
"1419","03","2020_03_21_02",19654,90245,109899,42,363164,231,14979,0
"1420","03","2020_03_21_03",19846,93239,113085,41,401097,273,4436,0
"1421","03","2020_03_21_04",19720,94702,114422,46,363641,322,4050,0
"1422","03","2020_03_21_05",19157,91237,110394,31,363832,326,7231,0
"1423","03","2020_03_21_06",21380,93910,115290,53,364017,253,88221,0
"1424","03","2020_03_21_07",22584,88166,110750,39,401079,170,8536,0
"1425","03","2020_03_21_08",22886,94377,117263,43,364342,148,3647,0
"1426","03","2020_03_21_09",24234,93219,117453,47,364452,122,3729,0
"1427","03","2020_03_21_10",25814,98918,124732,48,364608,117,26782,0
"1428","03","2020_03_21_11",23969,93723,117692,40,364722,118,17784,0
"1429","03","2020_03_21_12",25086,95499,120585,55,364845,118,28515,0
"1430","03","2020_03_21_13",26788,101535,128323,52,401412,120,28667,0
"1431","03","2020_03_21_14",25817,101043,126860,62,401389,134,212353,0
"1432","03","2020_03_21_15",23563,88821,112384,44,401099,117,1854,0
"1433","03","2020_03_21_16",26091,97096,123187,49,451047,129,17502,0
"1434","03","2020_03_21_17",26058,94264,120322,40,365504,105,351106,0
"1435","03","2020_03_21_18",25532,96141,121673,57,365598,124,10610,0
"1436","03","2020_03_21_19",26586,100896,127482,54,365711,129,30515,0
"1437","03","2020_03_21_20",24560,93286,117846,59,401136,105,68581,0
"1438","03","2020_03_21_21",26309,101637,127946,54,365823,110,14813,0
"1439","03","2020_03_21_22",27027,104463,131490,49,365908,131,13671,0
"1440","03","2020_03_21_23",22375,94330,116705,50,365929,152,16087,0
"1441","03","2020_03_22_00",25448,105381,130829,55,401087,176,32623,0
"1442","03","2020_03_22_01",24293,106774,131067,73,401515,205,20963,0
"1443","03","2020_03_22_02",20968,96884,117852,48,366111,221,12675,0
"1444","03","2020_03_22_03",22444,106290,128734,45,401478,302,18191,0
"1445","03","2020_03_22_04",22008,106999,129007,42,366241,322,3135,0
"1446","03","2020_03_22_05",19857,94999,114856,38,366322,292,3160,0
"1447","03","2020_03_22_06",23060,103751,126811,33,366391,271,8803,0
"1448","03","2020_03_22_07",26339,103019,129358,38,401379,172,5431,0
"1449","03","2020_03_22_08",22704,93036,115740,29,366476,136,7766,0
"1450","03","2020_03_22_09",25803,104821,130624,41,401559,134,8845,0
"1451","03","2020_03_22_10",26515,103177,129692,36,401162,122,3934,0
"1452","03","2020_03_22_11",23979,94043,118022,49,366775,105,9537,0
"1453","03","2020_03_22_12",25568,105544,131112,34,366861,129,83153,0
"1454","03","2020_03_22_13",23808,101881,125689,53,366958,147,117150,0
"1455","03","2020_03_22_14",23678,98369,122047,44,401557,154,8078,0
"1456","03","2020_03_22_15",25554,103939,129493,44,401377,144,9277,0
"1457","03","2020_03_22_16",25867,102184,128051,60,367184,140,6923,0
"1458","03","2020_03_22_17",24475,93395,117870,64,367276,113,9768,0
"1459","03","2020_03_22_18",27298,102829,130127,58,367433,109,22255,0
"1460","03","2020_03_22_19",26425,100330,126755,67,367493,113,1255858,0
"1461","03","2020_03_22_20",23967,94524,118491,47,367547,116,11204,0
"1462","03","2020_03_22_21",26397,104115,130512,54,367588,132,9585,0
"1463","03","2020_03_22_22",25271,100374,125645,68,367639,144,83273,0
"1464","03","2020_03_22_23",23494,97072,120566,45,367669,169,47593,0
"1465","03","2020_03_23_00",24183,105558,129741,44,367701,218,42888,0
"1466","03","2020_03_23_01",22226,97851,120077,43,367759,219,24739,0
"1467","03","2020_03_23_02",23172,102032,125204,47,401514,255,37272,0
"1468","03","2020_03_23_03",23435,104057,127492,32,367793,271,9153,0
"1469","03","2020_03_23_04",21803,95522,117325,32,367854,247,4819,0
"1470","03","2020_03_23_05",22547,99869,122416,44,367889,276,8934,0
"1471","03","2020_03_23_06",24665,102566,127231,47,367864,202,2680,0
"1472","03","2020_03_23_07",25471,92528,117999,45,367886,127,8857,0
"1473","03","2020_03_23_08",25700,95577,121277,43,367915,107,6702,0
"1474","03","2020_03_23_09",27880,99630,127510,52,367944,98,11085,0
"1475","03","2020_03_23_10",27103,93682,120785,61,367972,80,3817,0
"1476","03","2020_03_23_11",27166,94525,121691,53,367985,77,10809,0
"1477","03","2020_03_23_12",28089,101154,129243,51,368022,95,3084,0
"1478","03","2020_03_23_13",26688,96159,122847,47,401377,87,15038,0
"1479","03","2020_03_23_14",27160,97238,124398,48,368095,88,12074,0
"1480","03","2020_03_23_15",28049,101291,129340,43,368110,96,11348,0
"1481","03","2020_03_23_16",27451,97983,125434,50,368188,86,116422,0
"1482","03","2020_03_23_17",25628,90600,116228,60,368228,75,12801,0
"1483","03","2020_03_23_18",27818,101393,129211,54,368253,81,9646,0
"1484","03","2020_03_23_19",28959,101293,130252,47,368293,74,17268,0
"1485","03","2020_03_23_20",27620,90681,118301,49,368299,57,8494,0
"1486","03","2020_03_23_21",30010,101119,131129,66,361739,69,5778,0
"1487","03","2020_03_23_22",28078,103059,131137,56,368346,94,34542,0
"1488","03","2020_03_23_23",10426,37060,47486,13,276850,153,9103,0
"1489","03","2020_03_24_00",9531,34537,44068,26,361362,258,10765,0
"1490","03","2020_03_24_01",8753,33833,42586,25,401539,343,19538,0
"1491","03","2020_03_24_02",5036,21073,26109,8,361494,426,44297,0
"1492","03","2020_03_24_03",7650,31297,38947,12,330649,422,6703,0
"1493","03","2020_03_24_04",7429,31201,38630,14,361640,494,32014,0
"1494","03","2020_03_24_05",6202,26175,32377,11,330644,503,5998,0
"1495","03","2020_03_24_06",6235,23714,29949,19,361329,346,46775,0
"1496","03","2020_03_24_07",9112,30111,39223,24,401313,220,7104,0
"1497","03","2020_03_24_08",9316,31022,40338,17,401520,159,15518,0
"1498","03","2020_03_24_09",6224,20848,27072,15,401265,173,16393,0
"1499","03","2020_03_24_10",9753,31195,40948,12,361362,151,113276,0
"1500","03","2020_03_24_11",9657,31492,41149,21,361590,141,45082,0
"1501","03","2020_03_24_12",6937,23038,29975,11,195310,155,3077,0
"1502","03","2020_03_24_13",9686,30102,39788,19,361535,116,129618,0
"1503","03","2020_03_24_14",10774,33568,44342,24,330786,118.5,14267,0
"1504","03","2020_03_24_15",7366,22928,30294,23,250593,138,11292,0
"1505","03","2020_03_24_16",10517,32810,43327,17,361638,130,3666,0
"1506","03","2020_03_24_17",10308,32583,42891,27,330696,116,14261,0
"1507","03","2020_03_24_18",7096,22178,29274,14,361767,109,22674,0
"1508","03","2020_03_24_19",11167,34172,45339,20,277018,88,7309,0
"1509","03","2020_03_24_20",10416,32132,42548,20,276718,90.5,18319,0
"1510","03","2020_03_24_21",7289,23172,30461,21,222911,106,9699,0
"1511","03","2020_03_24_22",10021,33470,43491,24,361639,120,31780,0
"1512","03","2020_03_24_23",9730,32011,41741,12,336174,140,13724,0
"1513","03","2020_03_25_00",8180,24900,33080,17,312042,126,5492,0
"1514","03","2020_03_25_01",10448,34236,44684,31,361494,165,24312,0
"1515","03","2020_03_25_02",8480,30254,38734,22,331002,197,14001,0
"1516","03","2020_03_25_03",8290,28521,36811,13,330844,204,5124,0
"1517","03","2020_03_25_04",9433,33869,43302,23,361710,224,7287,0
"1518","03","2020_03_25_05",7340,25141,32481,14,361362,205,12739,0
"1519","03","2020_03_25_06",9831,32089,41920,24,336029,178,42010,0
"1520","03","2020_03_25_07",11821,33622,45443,29,361601,95,5752,0
"1521","03","2020_03_25_08",7328,22428,29756,12,330862,101,17556,0
"1522","03","2020_03_25_09",11142,33717,44859,20,361392,93,8310,0
"1523","03","2020_03_25_10",10791,30969,41760,24,311970,91,37449,0
"1524","03","2020_03_25_11",9349,26979,36328,13,307414,92,12395,0
"1525","03","2020_03_25_12",11710,34670,46380,23,361693,94.5,31235,0
"1526","03","2020_03_25_13",8054,23931,31985,13,361658,91,15513,0
"1527","03","2020_03_25_14",11832,34562,46394,31,249885,96,221980,0
"1528","03","2020_03_25_15",12110,39547,51657,23,195454,71,13440,0
"1529","03","2020_03_25_16",15567,51506,67073,40,361639,56,24654,0
"1530","03","2020_03_25_17",17207,56617,73824,41,330746,55,2957,0
"1531","03","2020_03_25_18",13470,46993,60463,26,361736,53,8362,0
"1532","03","2020_03_25_19",16132,56175,72307,33,361642,66,9297,0
"1533","03","2020_03_25_20",16855,57867,74722,30,348045,62,35687,0
"1534","03","2020_03_25_21",12626,47577,60203,25,210344,70,6333,0
"1535","03","2020_03_25_22",15482,58507,73989,29,208030,89,29780,0
"1536","03","2020_03_25_23",13789,55434,69223,38,401290,112,14612,0
"1537","03","2020_03_26_00",25227,96244,121471,60,368684,100,2046,0
"1538","03","2020_03_26_01",26389,102545,128934,48,368696,118,37523,0
"1539","03","2020_03_26_02",24803,100113,124916,60,368724,136,12036,0
"1540","03","2020_03_26_03",23962,96513,120475,41,368728,142,3771,0
"1541","03","2020_03_26_04",25877,102018,127895,50,330918,142,2423,0
"1542","03","2020_03_26_05",24441,96523,120964,46,368734,136,2511,0
"1543","03","2020_03_26_06",25625,95946,121571,45,330910,111,30699,0
"1544","03","2020_03_26_07",30260,96891,127151,40,368737,67,11039,0
"1545","03","2020_03_26_08",27545,92498,120043,50,368723,59,8073,0
"1546","03","2020_03_26_09",27169,91147,118316,50,368724,63,27075,0
"1547","03","2020_03_26_10",31824,104933,136757,53,368735,62,17742,0
"1548","03","2020_03_26_11",26974,90595,117569,47,313398,58,11200,0
"1549","03","2020_03_26_12",30077,99442,129519,51,368743,64,5355,0
"1550","03","2020_03_26_13",30598,99883,130481,56,313377,61,11793,0
"1551","03","2020_03_26_14",28694,91545,120239,56,208603,52,14955,0
"1552","03","2020_03_26_15",31518,98934,130452,55,401199,52,5540,0
"1553","03","2020_03_26_16",28408,88135,116543,59,361781,46,81402,0
"1554","03","2020_03_26_17",33666,98594,132260,67,368763,38,8641,0
"1555","03","2020_03_26_18",31753,96696,128449,68,313366,42,21482,0
"1556","03","2020_03_26_19",29540,91787,121327,59,368776,39,8497,0
"1557","03","2020_03_26_20",32887,101607,134494,87,1064693,44,25091,0
"1558","03","2020_03_26_21",29160,92717,121877,57,404426,48,37895,0
"1559","03","2020_03_26_22",30948,103170,134118,60,368767,63,14984,0
"1560","03","2020_03_26_23",26006,92685,118691,62,368757,82,18280,0
"1561","03","2020_03_27_00",29567,102682,132249,80,347778,91,15447,0
"1562","03","2020_03_27_01",26412,99156,125568,52,368747,113,45367,0
"1563","03","2020_03_27_02",25740,98110,123850,50,368733,115,23206,0
"1564","03","2020_03_27_03",27189,105277,132466,58,368739,128,19924,0
"1565","03","2020_03_27_04",23251,93313,116564,53,368744,136,24926,0
"1566","03","2020_03_27_05",26289,104269,130558,53,401226,158,5431,0
"1567","03","2020_03_27_06",26817,94975,121792,53,347718,98,34745,0
"1568","03","2020_03_27_07",32077,94219,126296,50,395786,57,13890,0
"1569","03","2020_03_27_08",30812,102137,132949,57,395742,68,21334,0
"1570","03","2020_03_27_09",27756,89110,116866,40,395616,57,2265,0
"1571","03","2020_03_27_10",23156,71908,95064,46,395680,63,22283,0
"1572","03","2020_03_27_11",8798,24540,33338,18,395700,98,8969,0
"1573","03","2020_03_27_12",25523,84437,109960,35,395577,79,19368,0
"1574","03","2020_03_27_13",25784,86085,111869,63,395713,70,19569,0
"1575","03","2020_03_27_14",30012,95825,125837,62,395784,51,7598,0
"1576","03","2020_03_27_15",25274,78693,103967,51,395610,59,10255,0
"1577","03","2020_03_27_16",16373,47583,63956,27,395522,63,43505,0
"1578","03","2020_03_27_17",25776,80883,106659,39,395755,46,8649,0
"1579","03","2020_03_27_18",31464,97817,129281,63,395863,53,37722,0
"1580","03","2020_03_27_19",29040,92115,121155,49,395792,52,172084,0
"1581","03","2020_03_27_20",20617,64605,85222,37,395754,53,28290,0
"1582","03","2020_03_27_21",23232,74893,98125,61,395541,64,31596,0
"1583","03","2020_03_27_22",16629,54916,71545,35,395608,76,132200,0
"1584","03","2020_03_27_23",18454,66057,84511,41,395697,114,14379,0
"1585","03","2020_03_28_00",18364,70251,88615,41,395594,143,37360,0
"1586","03","2020_03_28_01",24588,100880,125468,44,395697,138,19960,0
"1587","03","2020_03_28_02",25976,105838,131814,53,395733,161,21563,0
"1588","03","2020_03_28_03",18388,73376,91764,38,395732,183.5,9245,0
"1589","03","2020_03_28_04",24027,97965,121992,52,395522,196,4215,0
"1590","03","2020_03_28_05",25625,102837,128462,51,395735,193,44106,0
"1591","03","2020_03_28_06",23725,93499,117224,37,395553,146,2853,0
"1592","03","2020_03_28_07",29355,99709,129064,59,395618,102,7057,0
"1593","03","2020_03_28_08",28479,101768,130247,54,395613,88,9870,0
"1594","03","2020_03_28_09",25729,90998,116727,41,395801,77,9210,0
"1595","03","2020_03_28_10",29521,103060,132581,60,395817,78,9524,0
"1596","03","2020_03_28_11",27022,98601,125623,51,395556,91,6935,0
"1597","03","2020_03_28_12",25952,94466,120418,58,395681,94,6187,0
"1598","03","2020_03_28_13",28175,102453,130628,60,395683,93,44538,0
"1599","03","2020_03_28_14",27363,96117,123480,56,395860,87,6014,0
"1600","03","2020_03_28_15",29043,100943,129986,54,395598,87,9331,0
"1601","03","2020_03_28_16",25939,90785,116724,47,395654,77,13016,0
"1602","03","2020_03_28_17",30385,99560,129945,60,395542,71,12918,0
"1603","03","2020_03_28_18",30003,101402,131405,48,395780,72,7774,0
"1604","03","2020_03_28_19",26193,90590,116783,63,395714,69,34970,0
"1605","03","2020_03_28_20",29316,101460,130776,72,395569,74,7585,0
"1606","03","2020_03_28_21",29009,98060,127069,65,395860,71,18626,0
"1607","03","2020_03_28_22",26312,95418,121730,43,395878,86,16509,0
"1608","03","2020_03_28_23",27760,102996,130756,48,395815,99,10103,0
"1609","03","2020_03_29_00",25034,95465,120499,51,395564,103,10667,0
"1610","03","2020_03_29_01",25900,100550,126450,53,395900,119,30727,0
"1611","03","2020_03_29_02",26920,105351,132271,47,395618,133,53248,0
"1612","03","2020_03_29_03",23069,92030,115099,51,395862,128,5874,0
"1613","03","2020_03_29_04",26231,102039,128270,68,395698,142,17435,0
"1614","03","2020_03_29_05",26475,102238,128713,56,395745,134,17846,0
"1615","03","2020_03_29_06",23788,87612,111400,45,395826,101,15948,0
"1616","03","2020_03_29_07",27561,87794,115355,39,395726,66,8406,0
"1617","03","2020_03_29_08",25790,90167,115957,45,395901,59,13240,0
"1618","03","2020_03_29_09",27209,97676,124885,49,395570,70,37618,0
"1619","03","2020_03_29_10",26125,90954,117079,64,395888,66,3822,0
"1620","03","2020_03_29_11",29041,98696,127737,65,395569,71,11785,0
"1621","03","2020_03_29_12",28509,102403,130912,60,401357,80,12512,0
"1622","03","2020_03_29_13",25202,91647,116849,51,395646,77,66876,0
"1623","03","2020_03_29_14",29275,102782,132057,40,395542,83,65087,0
"1624","03","2020_03_29_15",28847,101203,130050,58,395499,81,45486,0
"1625","03","2020_03_29_16",26160,92665,118825,50,395862,82,9114,0
"1626","03","2020_03_29_17",29276,102370,131646,54,395674,83,11021,0
"1627","03","2020_03_29_18",29165,101043,130208,62,395714,75,19411,0
"1628","03","2020_03_29_19",26888,92371,119259,57,395570,73,23541,0
"1629","03","2020_03_29_20",29362,100692,130054,52,395611,77,22414,0
"1630","03","2020_03_29_21",26138,96160,122298,51,395715,90,97226,0
"1631","03","2020_03_29_22",27716,98935,126651,61,395888,91,11550,0
"1632","03","2020_03_29_23",27940,103392,131332,46,395520,119,15034,0
"1633","03","2020_03_30_00",24539,91533,116072,47,395739,123,97149,0
"1634","03","2020_03_30_01",27398,103521,130919,38,395785,131,52811,0
"1635","03","2020_03_30_02",23932,95802,119734,53,395565,143,121623,0
"1636","03","2020_03_30_03",25241,97881,123122,52,395682,130,27180,0
"1637","03","2020_03_30_04",26539,100193,126732,45,395792,127,4320,0
"1638","03","2020_03_30_05",24090,88031,112121,31,395509,103,4456,0
"1639","03","2020_03_30_06",29891,97392,127283,61,395568,71,26973,0
"1640","03","2020_03_30_07",32588,91580,124168,55,395893,40,4326,0
"1641","03","2020_03_30_08",29113,85424,114537,43,395784,36,30154,0
"1642","03","2020_03_30_09",33346,96843,130189,58,395627,36,2946,0
"1643","03","2020_03_30_10",30327,91436,121763,55,395788,38,6588,0
"1644","03","2020_03_30_11",30180,93871,124051,54,395842,47,16395,0
"1645","03","2020_03_30_12",31316,99528,130844,60,395949,50,10669,0
"1646","03","2020_03_30_13",12597,38424,51021,15,395978,62,4835,0
"1647","03","2020_03_30_14",11839,32665,44504,26,395671,78,6024,0
"1648","03","2020_03_30_15",9678,28034,37712,24,361643,79,7280,0
"1649","03","2020_03_30_16",10711,30754,41465,23,395838,87,14548,0
"1650","03","2020_03_30_17",8947,26145,35092,27,395513,81,6552,0
"1651","03","2020_03_30_18",11706,33753,45459,32,401428,79,203758,0
"1652","03","2020_03_30_19",11626,34196,45822,15,395542,75,19397,0
"1653","03","2020_03_30_20",8038,23247,31285,20,395593,70,2382,0
"1654","03","2020_03_30_21",11942,35985,47927,30,395792,87,173752,0
"1655","03","2020_03_30_22",8789,27635,36424,21,395886,114,26574,0
"1656","03","2020_03_30_23",10553,33553,44106,23,395739,125,8742,0
"1657","03","2020_03_31_00",10656,35823,46479,38,395679,157,3481,0
"1658","03","2020_03_31_01",7026,23945,30971,13,395543,168,15528,0
"1659","03","2020_03_31_02",10014,35494,45508,5,395615,187,4551,0
"1660","03","2020_03_31_03",8944,31387,40331,6,335514,186,5185,0
"1661","03","2020_03_31_04",6380,22038,28418,39,395699,180,8940,0
"1662","03","2020_03_31_05",9548,32464,42012,33,395862,164,10268,0
"1663","03","2020_03_31_06",10915,31902,42817,36,395778,93,6503,0
"1664","03","2020_03_31_07",8369,21364,29733,14,395617,55,17089,0
"1665","03","2020_03_31_08",11881,32788,44669,22,395816,59,6500,0
"1666","03","2020_03_31_09",9873,26896,36769,12,395543,58,7145,0
"1667","03","2020_03_31_10",9836,26670,36506,21,395780,55,2201,0
"1668","03","2020_03_31_11",11667,32867,44534,18,395752,63,6257,0
"1669","03","2020_03_31_12",8306,24626,32932,12,395589,74,70916,0
"1670","03","2020_03_31_13",10501,28913,39414,26,395899,68,14400,0
"1671","03","2020_03_31_14",10882,30742,41624,21,395827,68,16189,0
"1672","03","2020_03_31_15",9643,27361,37004,16,395644,69,18308,0
"1673","03","2020_03_31_16",12080,33571,45651,21,395608,70,5970,0
"1674","03","2020_03_31_17",8913,24875,33788,17,395525,67,24853,0
"1675","03","2020_03_31_18",10541,28959,39500,23,330888,57,29430,0
"1676","03","2020_03_31_19",1589,4275,5864,2,125156,50,10396,0
"1677","03","2020_03_31_20",3234,8823,12057,7,183216,58,5501,0
"1678","03","2020_03_31_21",10155,28639,38794,25,395592,66,15786,0
"1679","03","2020_03_31_22",20023,60278,80301,32,401227,90,19910,0
"1680","03","2020_03_31_23",21817,66403,88220,38,395865,101,46678,0
"1681","04","2020_04_01_00",11987,37553,49540,32,394960,113,13365,0
"1682","04","2020_04_01_01",7736,25679,33415,24,394917,151,27893,0
"1683","04","2020_04_01_02",8958,28726,37684,12,395192,129,14796,0
"1684","04","2020_04_01_03",7971,25058,33029,20,395168,123,5539,0
"1685","04","2020_04_01_04",11302,36328,47630,34,194968,130,6983,0
"1686","04","2020_04_01_05",10554,32364,42918,20,395190,97,17692,0
"1687","04","2020_04_01_06",9638,26646,36284,20,395141,75,4729,0
"1688","04","2020_04_01_07",14027,34641,48668,24,394929,47,21463,0
"1689","04","2020_04_01_08",9460,24489,33949,26,395339,44,27560,0
"1690","04","2020_04_01_09",13315,34695,48010,22,395012,51,10514,0
"1691","04","2020_04_01_10",8620,23365,31985,16,220452,51,17567,0
"1692","04","2020_04_01_11",12221,34592,46813,22,394920,70,5632,0
"1693","04","2020_04_01_12",24042,73715,97757,41,398372,53,7251,0
"1694","04","2020_04_01_13",28123,85423,113546,42,398405,42,15083,0
"1695","04","2020_04_01_14",30723,96247,126970,58,398430,55,19069,0
"1696","04","2020_04_01_15",27132,85592,112724,42,398465,51,27205,0
"1697","04","2020_04_01_16",31554,96799,128353,50,398512,51,244949,0
"1698","04","2020_04_01_17",29498,89839,119337,48,398542,41,22301,0
"1699","04","2020_04_01_18",29957,91589,121546,48,293794,39,26066,0
"1700","04","2020_04_01_19",31964,96427,128391,66,398567,41,18852,0
"1701","04","2020_04_01_20",28320,84074,112394,52,398610,39,3627,0
"1702","04","2020_04_01_21",31017,93615,124632,45,398647,41,5940,0
"1703","04","2020_04_01_22",29320,96486,125806,51,398671,60,38581,0
"1704","04","2020_04_01_23",25789,86400,112189,41,398681,61,4226,0
"1705","04","2020_04_02_00",28411,96180,124591,59,398725,72,52757,0
"1706","04","2020_04_02_01",26086,95414,121500,57,398746,89,2519,0
"1707","04","2020_04_02_02",24206,88951,113157,42,398776,89,32890,0
"1708","04","2020_04_02_03",25131,96817,121948,46,398785,107,35237,0
"1709","04","2020_04_02_04",24800,91295,116095,63,449392,103,9240,0
"1710","04","2020_04_02_05",24730,85210,109940,39,398891,82,5478,0
"1711","04","2020_04_02_06",27580,89928,117508,39,398915,60,6694,0
"1712","04","2020_04_02_07",30449,79870,110319,38,398956,30,6723,0
"1713","04","2020_04_02_08",30321,84023,114344,61,398958,28,1869,0
"1714","04","2020_04_02_09",30872,86030,116902,63,399005,29,6528,0
"1715","04","2020_04_02_10",28558,82214,110772,52,399032,27,20758,0
"1716","04","2020_04_02_11",28667,86629,115296,49,399047,35,19142,0
"1717","04","2020_04_02_12",30515,91666,122181,57,399072,36,23350,0
"1718","04","2020_04_02_13",26946,80621,107567,41,399115,36,11691,0
"1719","04","2020_04_02_14",28967,86222,115189,30,312629,38,22217,0
"1720","04","2020_04_02_15",27791,83584,111375,39,399160,37,14074,0
"1721","04","2020_04_02_16",29566,87878,117444,47,399174,37,4326,0
"1722","04","2020_04_02_17",26636,81615,108251,52,399196,35,11376,0
"1723","04","2020_04_02_18",28330,83652,111982,23,399202,34,16435,0
"1724","04","2020_04_02_19",30253,89591,119844,95,399229,34,7403,0
"1725","04","2020_04_02_20",26429,81629,108058,51,399242,37,10694,0
"1726","04","2020_04_02_21",27993,89819,117812,43,399234,49,18361,0
"1727","04","2020_04_02_22",27625,90014,117639,57,399249,55,47649,0
"1728","04","2020_04_02_23",23793,79578,103371,51,399276,55,52540,0
"1729","04","2020_04_03_00",27779,90591,118370,62,399296,63,15587,0
"1730","04","2020_04_03_01",25804,89426,115230,54,399299,74,10269,0
"1731","04","2020_04_03_02",23000,84077,107077,42,399313,79,10398,0
"1732","04","2020_04_03_03",25514,89374,114888,51,399342,85,6696,0
"1733","04","2020_04_03_04",24809,84106,108915,47,399366,73,4690,0
"1734","04","2020_04_03_05",27302,88169,115471,32,399383,58,2750,0
"1735","04","2020_04_03_06",29159,82078,111237,51,399397,37,3775,0
"1736","04","2020_04_03_07",31434,76576,108010,32,399407,20,6312,0
"1737","04","2020_04_03_08",32441,87437,119878,60,400546,27,2967,0
"1738","04","2020_04_03_09",28001,79534,107535,49,399434,28,3591,0
"1739","04","2020_04_03_10",31466,87531,118997,48,399455,30,20089,0
"1740","04","2020_04_03_11",30335,86698,117033,47,399479,32,15628,0
"1741","04","2020_04_03_12",28189,80823,109012,47,399481,32,41426,0
"1742","04","2020_04_03_13",31635,90120,121755,61,368253,35,7733,0
"1743","04","2020_04_03_14",28054,81208,109262,59,399514,32,59856,0
"1744","04","2020_04_03_15",32154,91065,123219,55,399533,32,13360,0
"1745","04","2020_04_03_16",33374,93675,127049,66,395159,31,9348,0
"1746","04","2020_04_03_17",29446,82911,112357,53,399552,26,10320,0
"1747","04","2020_04_03_18",21461,60531,81992,41,394925,35,5198,0
"1748","04","2020_04_03_19",33227,93932,127159,69,399571,27,13377,0
"1749","04","2020_04_03_20",27452,80350,107802,46,399568,26,12863,0
"1750","04","2020_04_03_21",27970,83547,111517,52,399577,30,21754,0
"1751","04","2020_04_03_22",24849,79144,103993,52,399578,37,3061,0
"1752","04","2020_04_03_23",23254,76375,99629,57,399583,46,2431,0
"1753","04","2020_04_04_00",29026,94729,123755,61,399594,55,24826,0
"1754","04","2020_04_04_01",28517,95640,124157,67,399596,58,24021,0
"1755","04","2020_04_04_02",24128,83893,108021,60,399596,60,3071,0
"1756","04","2020_04_04_03",27089,95079,122168,49,399612,75,6887,0
"1757","04","2020_04_04_04",26037,91197,117234,49,400651,81,3618,0
"1758","04","2020_04_04_05",24094,80903,104997,53,399627,63,7692,0
"1759","04","2020_04_04_06",30497,89231,119728,65,399632,44,8105,0
"1760","04","2020_04_04_07",32504,87233,119737,51,399637,32,6741,0
"1761","04","2020_04_04_08",26585,80616,107201,45,399637,33,12507,0
"1762","04","2020_04_04_09",30642,90518,121160,58,399639,35,69473,0
"1763","04","2020_04_04_10",29100,91586,120686,57,399647,41,6681,0
"1764","04","2020_04_04_11",28711,89653,118364,53,399650,38,6263,0
"1765","04","2020_04_04_12",30411,95973,126384,51,399660,44,6337,0
"1766","04","2020_04_04_13",28190,90878,119068,53,399665,48,6213,0
"1767","04","2020_04_04_14",29133,94110,123243,67,399667,46,21642,0
"1768","04","2020_04_04_15",29742,97582,127324,62,399673,56,14620,0
"1769","04","2020_04_04_16",26033,87861,113894,58,399676,58,31680,0
"1770","04","2020_04_04_17",30272,95491,125763,72,399677,54,17399,0
"1771","04","2020_04_04_18",30320,96111,126431,71,399671,51,5183,0
"1772","04","2020_04_04_19",26669,86541,113210,62,399677,55,29251,0
"1773","04","2020_04_04_20",31164,98901,130065,68,399678,51,67827,0
"1774","04","2020_04_04_21",29280,94164,123444,59,399695,56,18624,0
"1775","04","2020_04_04_22",27808,91433,119241,58,399698,61,82153,0
"1776","04","2020_04_04_23",30197,100428,130625,60,368175,67,6069,0
"1777","04","2020_04_05_00",25499,87544,113043,57,399702,64,7182,0
"1778","04","2020_04_05_01",28593,99775,128368,70,399704,76,53341,0
"1779","04","2020_04_05_02",27383,99126,126509,76,399683,92,7901,0
"1780","04","2020_04_05_03",24517,89916,114433,52,399694,86,9180,0
"1781","04","2020_04_05_04",27546,100019,127565,60,399691,90,20831,0
"1782","04","2020_04_05_05",25206,88899,114105,41,399691,81,2633,0
"1783","04","2020_04_05_06",27416,87349,114765,48,399692,54,4892,0
"1784","04","2020_04_05_07",33697,90647,124344,59,399699,34,35059,0
"1785","04","2020_04_05_08",27859,81459,109318,63,399696,33,5760,0
"1786","04","2020_04_05_09",30677,88348,119025,48,399702,33,29860,0
"1787","04","2020_04_05_10",31256,92595,123851,66,394931,37,16240,0
"1788","04","2020_04_05_11",26994,84103,111097,37,399700,44,54287,0
"1789","04","2020_04_05_12",30472,94908,125380,64,399714,46,25290,0
"1790","04","2020_04_05_13",31106,98181,129287,62,395093,54,3122,0
"1791","04","2020_04_05_14",27321,86786,114107,47,399738,49,32961,0
"1792","04","2020_04_05_15",31718,96901,128619,63,395221,50,30886,0
"1793","04","2020_04_05_16",29461,91168,120629,70,399754,53,140949,0
"1794","04","2020_04_05_17",29251,94333,123584,73,395214,57,19596,0
