"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","496165.024390244","273874.850067826","690956","20342766","All","41"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","639759.888888889","139725.508802033","711130.5","11515678","All","18"
"4","All_M","100923.048780488","59606.2616018448","121247","4137845","Org","41"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","145198.555555556","34321.050183134","151946","2613574","Org","18"
"7","All_M","395241.975609756","217805.738684669","538526","16204921","RT","41"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","494561.333333333","107481.183251658","541182","8902104","RT","18"
