"Var1","Freq","Percentage"
"English",11151272,0.553897435956022
"Spanish; Castilian",3679244,0.1827525880327
"Bahasa",1311610,0.0651492866440957
"Portuguese",838218,0.0416353220486582
"French",763834,0.0379405770118451
"Thai",704425,0.0349896586975299
"Japanese",330098,0.0163963748542956
"Turkish",269633,0.0133930037173454
"Hindi",197152,0.00979278303798901
"Tagalog",191132,0.00949376221198322
"Italian",135946,0.00675260551697398
"Catalan; Valencian",90617,0.00450105817112406
"German",77985,0.00387361114884745
"Arabic",71022,0.00352775034959856
"Russian",55944,0.00277880749004452
"Dutch; Flemish",27417,0.0013618362103988
"Greek, Modern (1453-)",24513,0.00121759094815282
"Polish",23605,0.00117248946808417
"Urdu",22094,0.00109743623418139
"Korean",21591,0.00107245160370283
"Tamil",16323,0.000810783545330986
"Swedish",11665,0.000579414939428166
"Ukrainian",11120,0.000552344117140266
"Estonian",10802,0.000536548664869528
"Romanian; Moldavian; Moldovan",10569,0.000524975267451032
"Chinese",9018,0.000447935184206018
"Czech",7706,0.000382766525780836
"Latvian",6008,0.000298424771203122
"Persian",5960,0.000296040551992445
"Marathi",5188,0.000257694359687383
"Vietnamese",4661,0.000231517619603487
"Finnish",4143,0.000205787920621594
"Danish",4080,0.00020265863290758
"Kannada",3900,0.000193717810867539
"Telugu",3227,0.0001602890706845
"Haitian; Haitian Creole",3190,0.000158451235042936
"Slovenian",3115,0.000154725892526253
"Gujarati",2844,0.000141264988232636
"Basque",2828,0.000140470248495744
"Malayalam",2745,0.000136347536110614
"Nepali",2401,0.000119260631767426
"Bengali",2006,9.96404945128933e-05
"Welsh",1981,9.83987136739988e-05
"Norwegian",1872,9.29845492164189e-05
"Serbian",1433,7.11788776854318e-05
"Bulgarian",994,4.93732061544447e-05
"Sinhala; Sinhalese",978,4.85784664175522e-05
"Oriya",869,4.31643019599722e-05
"Icelandic",504,2.50343017121128e-05
"Lithuanian",465,2.30971236034374e-05
"Pushto; Pashto",427,2.12096167283178e-05
"Hungarian",424,2.10606030276504e-05
"Amharic",356,1.76829591458574e-05
"Burmese",344,1.70869043431881e-05
"Panjabi; Punjabi",281,1.3957616629174e-05
"Sindhi",165,8.19575353670359e-06
"Divehi; Dhivehi; Maldivian",115,5.71219185891462e-06
"Lao",94,4.66909595424326e-06
"Central Khmer",86,4.27172608579702e-06
"Armenian",73,3.62600004957189e-06
"Georgian",58,2.8809315462352e-06
"Tibetan",5,2.48356167778897e-07
"Uighur; Uyghur",2,9.93424671115587e-08
