"","V1","V2","V3","V4","total"
"672","2020",6,"12","#coronavirus",124636
"673","2020",6,"12","#stayhome",54537
"674","2020",6,"12","#covid",33358
"675","2020",6,"12","#corona",19122
"676","2020",6,"13","#covid19",338894
"677","2020",6,"13","#coronavirus",120001
"678","2020",6,"13","#covid",34018
"679","2020",6,"13","#stayhome",16463
"680","2020",6,"13","#lockdown",14748
"681","2020",6,"14","#covid19",299626
"682","2020",6,"14","#coronavirus",123972
"683","2020",6,"14","#covid",23092
"684","2020",6,"14","#stayhome",14548
"685","2020",6,"14","#corona",12914
"686","2020",6,"15","#covid19",376988
"687","2020",6,"15","#coronavirus",131734
"688","2020",6,"15","#covid",24951
"689","2020",6,"15","#lockdown",19202
"690","2020",6,"15","#stayhome",15590
"691","2020",6,"16","#covid19",368226
"692","2020",6,"16","#coronavirus",138044
"693","2020",6,"16","#covid",28693
"694","2020",6,"16","#corona",15301
"695","2020",6,"16","#breaking",14785
"696","2020",6,"17","#covid19",381811
"697","2020",6,"17","#coronavirus",138040
"698","2020",6,"17","#covid",26289
"699","2020",6,"17","#breaking",20741
"700","2020",6,"17","#worldwar3",15526
"701","2020",6,"18","#covid19",386162
"702","2020",6,"18","#coronavirus",133192
"703","2020",6,"18","#covid",29889
"704","2020",6,"18","#stayhome",15029
"705","2020",6,"18","#lockdown",14896
"706","2020",6,"19","#covid19",357652
"707","2020",6,"19","#coronavirus",133618
"708","2020",6,"19","#stayhome",27442
"709","2020",6,"19","#covid",27416
"710","2020",6,"19","#lockdown",15534
"711","2020",6,"2","#covid19",169255
"712","2020",6,"2","#coronavirus",106852
"713","2020",6,"2","#covid",16316
"714","2020",6,"2","#blacklivesmatter",10944
"715","2020",6,"2","#covid<u+30fc>19",10037
"716","2020",6,"20","#covid19",302187
"717","2020",6,"20","#coronavirus",120536
"718","2020",6,"20","#stayhome",27665
"719","2020",6,"20","#covid",27540
"720","2020",6,"20","#justiceforandresguardado",21133
"721","2020",6,"21","#covid19",275986
"722","2020",6,"21","#coronavirus",109448
"723","2020",6,"21","#covid",23795
"724","2020",6,"21","#stayhome",17581
"725","2020",6,"21","#carelessaku",16872
"726","2020",6,"22","#covid19",349448
"727","2020",6,"22","#coronavirus",142595
"728","2020",6,"22","#covid",35005
"729","2020",6,"22","#noexamsincovid",24565
"730","2020",6,"22","#cuarentenaestricta",20978
"731","2020",6,"23","#covid19",366671
"732","2020",6,"23","#coronavirus",149152
"733","2020",6,"23","#patanjali",42334
"734","2020",6,"23","#coronil",39554
"735","2020",6,"23","#covid",34731
"736","2020",6,"24","#covid19",348711
"737","2020",6,"24","#coronavirus",136170
"738","2020",6,"24","#covid",39834
"739","2020",6,"24","#corona",20633
"740","2020",6,"24","#lockdown",13944
"741","2020",6,"25","#covid19",379734
"742","2020",6,"25","#coronavirus",130351
"743","2020",6,"25","#covid",34220
"744","2020",6,"25","#corona",16677
"745","2020",6,"25","#trumpvirus",15464
"746","2020",6,"26","#covid19",357078
"747","2020",6,"26","#coronavirus",128168
"748","2020",6,"26","#stayhome",57198
"749","2020",6,"26","#musicbank",48515
"750","2020",6,"26","#safewithtwitter",37799
"751","2020",6,"27","#covid19",345684
"752","2020",6,"27","#coronavirus",121484
"753","2020",6,"27","#postponeneetandjee",54783
"754","2020",6,"27","#covid",29340
"755","2020",6,"27","#corona",17700
"756","2020",6,"28","#covid19",322875
"757","2020",6,"28","#coronavirus",114864
"758","2020",6,"28","#covid",30775
"759","2020",6,"28","#postponeneetandjee",16266
"760","2020",6,"28","#corona",15220
"761","2020",6,"29","#covid19",336363
"762","2020",6,"29","#coronavirus",127084
"763","2020",6,"29","#covid",34241
"764","2020",6,"29","#wearamask",21585
"765","2020",6,"29","#postponeneetandjee",19105
"766","2020",6,"3","#covid19",186460
"767","2020",6,"3","#coronavirus",131171
"768","2020",6,"3","#canceltsexamspromotestudents",29178
"769","2020",6,"3","#covid",16266
"770","2020",6,"3","#cancelapexamspromotestudents",15955
"771","2020",6,"30","#covid19",350508
"772","2020",6,"30","#coronavirus",122008
"773","2020",6,"30","#covid",32182
"774","2020",6,"30","#wearamask",25870
"775","2020",6,"30","#lockdown",17916
"776","2020",6,"4","#covid19",166973
"777","2020",6,"4","#coronavirus",122260
"778","2020",6,"4","#covid<u+30fc>19",33501
"779","2020",6,"4","#covid",18522
"780","2020",6,"4","#cancelapexamspromotestudents",13008
"781","2020",6,"5","#covid19",138609
"782","2020",6,"5","#coronavirus",89745
"783","2020",6,"5","#covid<u+30fc>19",31344
"784","2020",6,"5","#covid",14491
"785","2020",6,"5","#promoteallcollegestudents",14011
"786","2020",6,"6","#covid19",298341
"787","2020",6,"6","#coronavirus",118317
"788","2020",6,"6","#covid<u+30fc>19",42515
"789","2020",6,"6","#covid",24073
"790","2020",6,"6","#stayhome",19936
"791","2020",6,"7","#covid19",311202
"792","2020",6,"7","#coronavirus",124325
"793","2020",6,"7","#blacklivesmatter",28033
"794","2020",6,"7","#covid<u+30fc>19",27208
"795","2020",6,"7","#covid",24973
"796","2020",6,"8","#covid19",409875
"797","2020",6,"8","#coronavirus",144139
"798","2020",6,"8","#covid",28937
"799","2020",6,"8","#covid<u+30fc>19",18071
"800","2020",6,"8","#corona",18029
"801","2020",6,"9","#covid19",388504
"802","2020",6,"9","#coronavirus",156074
"803","2020",6,"9","#covid",36345
"804","2020",6,"9","#covid<u+30fc>19",18861
"805","2020",6,"9","#corona",18499
"806","2020",7,"1","#covid19",364091
"807","2020",7,"1","#coronavirus",131781
"808","2020",7,"1","#covid<u+30fc>19",53816
"809","2020",7,"1","#covid",34475
"810","2020",7,"1","#doctorsday",22061
"811","2020",7,"10","#covid19",336628
"812","2020",7,"10","#coronavirus",109204
"813","2020",7,"10","#speakupforstudents",41626
"814","2020",7,"10","#covid",31638
"815","2020",7,"10","#wearamask",12532
"816","2020",7,"11","#covid19",297724
"817","2020",7,"11","#coronavirus",109355
"818","2020",7,"11","#safehands",45863
"819","2020",7,"11","#covid",31270
"820","2020",7,"11","#noexammhrd",26818
"821","2020",7,"12","#covid19",284012
"822","2020",7,"12","#coronavirus",99000
"823","2020",7,"12","#covid",40816
"824","2020",7,"12","#safehands",23888
"825","2020",7,"12","#unidosporlasalud",23328
"826","2020",7,"13","#covid19",355040
"827","2020",7,"13","#coronavirus",115580
"828","2020",7,"13","#covid",27448
"829","2020",7,"13","#apoyosedomex",14035
"830","2020",7,"13","#coronavaccine",10496
"831","2020",7,"14","#covid19",344179
"832","2020",7,"14","#coronavirus",139122
"833","2020",7,"14","#covid",35873
"834","2020",7,"14","#fox35",10659
"835","2020",7,"14","#lockdown",10286
"836","2020",7,"15","#covid19",324102
"837","2020",7,"15","#coronavirus",143681
"838","2020",7,"15","#covid",38210
"839","2020",7,"15","#polriadaptasikebiasaanbaru",18771
"840","2020",7,"15","#cuarentenaradicalysegura",14081
"841","2020",7,"16","#covid19",254751
"842","2020",7,"16","#coronavirus",128043
"843","2020",7,"16","#covid",26780
"844","2020",7,"16","#wearamask",10353
"845","2020",7,"16","#corona",9081
"846","2020",7,"17","#covid19",335845
"847","2020",7,"17","#coronavirus",135172
"848","2020",7,"17","#covid",38752
"849","2020",7,"17","#wearamask",10864
"850","2020",7,"17","#corona",10782
"851","2020",7,"18","#covid19",335809
"852","2020",7,"18","#coronavirus",127793
"853","2020",7,"18","#covid",35598
"854","2020",7,"18","#corona",14863
"855","2020",7,"18","#covid<u+30fc>19",12288
"856","2020",7,"19","#covid19",285974
"857","2020",7,"19","#coronavirus",133802
"858","2020",7,"19","#examsincovidasuicide",44071
"859","2020",7,"19","#covid",41905
"860","2020",7,"19","#covid<u+30fc>19",31791
"861","2020",7,"2","#covid19",304322
"862","2020",7,"2","#coronavirus",116702
"863","2020",7,"2","#covid<u+30fc>19",61039
"864","2020",7,"2","#covid",29722
"865","2020",7,"2","#wearamask",14209
"866","2020",7,"20","#covid19",301525
"867","2020",7,"20","#coronavirus",137062
"868","2020",7,"20","#covid<u+30fc>19",53651
"869","2020",7,"20","#covid",24802
"870","2020",7,"20","#wearamask",14424
"871","2020",7,"21","#covid19",371816
"872","2020",7,"21","#coronavirus",123348
"873","2020",7,"21","#covid<u+30fc>19",35110
"874","2020",7,"21","#covid",31251
"875","2020",7,"21","#wakeupmhrd",19385
"876","2020",7,"22","#covid19",351347
"877","2020",7,"22","#coronavirus",121474
"878","2020",7,"22","#covid",33242
"879","2020",7,"22","#corona",16684
"880","2020",7,"22","#covid<u+30fc>19",16573
"881","2020",7,"23","#covid19",348226
"882","2020",7,"23","#coronavirus",117782
"883","2020",7,"23","#covid",33417
"884","2020",7,"23","#covid<u+30fc>19",15327
"885","2020",7,"23","#corona",14442
"886","2020",7,"24","#covid19",342387
"887","2020",7,"24","#coronavirus",116562
"888","2020",7,"24","#covid",31702
"889","2020",7,"24","#corona",16107
"890","2020",7,"24","#covid<u+30fc>19",14654
"891","2020",7,"25","#covid19",291384
"892","2020",7,"25","#coronavirus",103673
"893","2020",7,"25","#covid",26271
"894","2020",7,"25","#covid<u+30fc>19",22694
"895","2020",7,"25","#donateplasmasavelives",18164
"896","2020",7,"26","#covid19",304721
"897","2020",7,"26","#coronavirus",92808
"898","2020",7,"26","#covid<u+30fc>19",58089
"899","2020",7,"26","#covid",27846
"900","2020",7,"26","#vivanlosm�dicosdelapatria",21300
"901","2020",7,"27","#covid19",316530
"902","2020",7,"27","#coronavirus",100528
"903","2020",7,"27","#covid",36771
"904","2020",7,"27","#covid<u+30fc>19",34546
"905","2020",7,"27","#lasaludesprimero",24095
"906","2020",7,"28","#covid19",350051
"907","2020",7,"28","#coronavirus",106724
"908","2020",7,"28","#hydroxychloroquine",69391
"909","2020",7,"28","#covid",52452
"910","2020",7,"28","#covid<u+30fc>19",19349
"911","2020",7,"29","#covid19",357726
"912","2020",7,"29","#coronavirus",116063
"913","2020",7,"29","#covid",34964
"914","2020",7,"29","#hydroxychloroquine",29789
"915","2020",7,"29","#hcq",18848
"916","2020",7,"3","#covid19",297551
"917","2020",7,"3","#coronavirus",125665
"918","2020",7,"3","#covid<u+30fc>19",62669
"919","2020",7,"3","#covid",28267
"920","2020",7,"3","#wearamask",12960
"921","2020",7,"30","#covid19",321688
"922","2020",7,"30","#coronavirus",126562
"923","2020",7,"30","#covid",31810
"924","2020",7,"30","#polriajakpakaimasker",16963
"925","2020",7,"30","#corona",11936
"926","2020",7,"31","#covid19",289978
"927","2020",7,"31","#coronavirus",118127
"928","2020",7,"31","#covid",36179
"929","2020",7,"31","#postponejeeneetsept",34945
"930","2020",7,"31","#studentsinscforjustice",17139
"931","2020",7,"4","#covid19",308217
"932","2020",7,"4","#coronavirus",115968
"933","2020",7,"4","#covid<u+30fc>19",30820
"934","2020",7,"4","#covid",29622
"935","2020",7,"4","#wearamask",16107
"936","2020",7,"5","#covid19",294666
"937","2020",7,"5","#coronavirus",113896
"938","2020",7,"5","#covid",28280
"939","2020",7,"5","#covid<u+30fc>19",17669
"940","2020",7,"5","#stayhome",13857
"941","2020",7,"6","#covid19",293758
"942","2020",7,"6","#coronavirus",123538
"943","2020",7,"6","#covid",46562
"944","2020",7,"6","#covid<u+30fc>19",42646
"945","2020",7,"6","#trumpvirus",27313
"946","2020",7,"7","#covid19",268244
"947","2020",7,"7","#coronavirus",115824
"948","2020",7,"7","#covidー19",55739
"949","2020",7,"7","#trumpvirus",55657
"950","2020",7,"7","#covid",31078
"951","2020",7,"8","#covid19",333423
"952","2020",7,"8","#coronavirus",122573
"953","2020",7,"8","#covid<u+30fc>19",47477
"954","2020",7,"8","#covid",33887
"955","2020",7,"8","#saynotougcguidelines",20755
"956","2020",7,"9","#covid19",349457
"957","2020",7,"9","#coronavirus",122187
"958","2020",7,"9","#covid",37700
"959","2020",7,"9","#covid<u+30fc>19",20790
"960","2020",7,"9","#corona",14712
"961","2020",8,"1","#covid19",270102
"962","2020",8,"1","#coronavirus",104931
"963","2020",8,"1","#covid",31344
"964","2020",8,"1","#hydroxychloroquine",17559
"965","2020",8,"1","#stayathome",16752
"966","2020",8,"10","#covid19",233081
"967","2020",8,"10","#coronavirus",80054
"968","2020",8,"10","#covid",28174
"969","2020",8,"10","#wearamask",9333
"970","2020",8,"10","#corona",8405
"971","2020",8,"11","#covid19",245917
"972","2020",8,"11","#coronavirus",97492
"973","2020",8,"11","#covid",26201
"974","2020",8,"11","#pleasepostponejeeneet",22559
"975","2020",8,"11","#russianvaccine",11363
"976","2020",8,"12","#covid19",308486
"977","2020",8,"12","#coronavirus",103667
"978","2020",8,"12","#covid",33429
"979","2020",8,"12","#polriserukancucitangan",22944
"980","2020",8,"12","#juventudconcienteysolidaria",13519
"981","2020",8,"13","#covid19",325365
"982","2020",8,"13","#coronavirus",94322
"983","2020",8,"13","#sopcantsavejeeneet",72604
"984","2020",8,"13","#covid",33734
"985","2020",8,"13","#iamagainstexamsincovid",23215
"986","2020",8,"14","#covid19",285604
"987","2020",8,"14","#postponeneetandjee",117058
"988","2020",8,"14","#coronavirus",91377
"989","2020",8,"14","#covid",34498
"990","2020",8,"14","#indonesiamaju",13257
"991","2020",8,"15","#covid19",272973
"992","2020",8,"15","#coronavirus",76219
"993","2020",8,"15","#batallaporlasaludylavida",41020
"994","2020",8,"15","#covid",31296
"995","2020",8,"15","#pawankalyanbirthdaycdp",24509
"996","2020",8,"16","#covid19",285079
"997","2020",8,"16","#surakshabeforepariksha",102441
"998","2020",8,"16","#coronavirus",78794
"999","2020",8,"16","#pawankalyanbirthdaycdp",38335
"1000","2020",8,"16","#covid",23043
"1001","2020",8,"17","#covid19",322071
"1002","2020",8,"17","#coronavirus",95731
"1003","2020",8,"17","#scpostponejeeneet",56529
"1004","2020",8,"17","#covid",33703
"1005","2020",8,"17","#cuarentenaradicalreforzada",19352
"1006","2020",8,"18","#covid19",317073
"1007","2020",8,"18","#coronavirus",80666
"1008","2020",8,"18","#postponejeeneet",45371
"1009","2020",8,"18","#covid",38150
"1010","2020",8,"18","#demconvention",24899
"1011","2020",8,"19","#covid19",339985
"1012","2020",8,"19","#coronavirus",89782
"1013","2020",8,"19","#postponejeeandneet",72264
"1014","2020",8,"19","#covid",29258
"1015","2020",8,"19","#corona",14803
"1016","2020",8,"2","#covid19",291230
"1017","2020",8,"2","#coronavirus",119325
"1018","2020",8,"2","#covid",31918
"1019","2020",8,"2","#hrdpostponejeeneet",25506
"1020","2020",8,"2","#amitshah",17153
"1021","2020",8,"20","#covid19",314608
"1022","2020",8,"20","#ripsubhasrisave30lakh",88194
"1023","2020",8,"20","#coronavirus",86170
"1024","2020",8,"20","#covid",34020
"1025","2020",8,"20","#postponeneetjee",30904
"1026","2020",8,"21","#covid19",269446
"1027","2020",8,"21","#protestagainstexamsincovid",262955
"1028","2020",8,"21","#coronavirus",89064
"1029","2020",8,"21","#postponejeeneetsept",64287
"1030","2020",8,"21","#swamyjihelpneetjeeaspirants",47422
"1031","2020",8,"22","#covid19",271243
"1032","2020",8,"22","#indiaunitedtopostponejeeneet",213333
"1033","2020",8,"22","#coronavirus",80265
"1034","2020",8,"22","#donarplasmasalvavidas",44638
"1035","2020",8,"22","#indiaunitedtopostponeneetjee",35915
"1036","2020",8,"23","#satyagrahagainstexamsincovid",319539
"1037","2020",8,"23","#covid19",252484
"1038","2020",8,"23","#coronavirus",77343
"1039","2020",8,"23","#polriajakpatuhiprokes",43802
"1040","2020",8,"23","#covid",43344
"1041","2020",8,"24","#swamyjihelpjeeneet",358124
"1042","2020",8,"24","#covid19",319399
"1043","2020",8,"24","#coronavirus",96164
"1044","2020",8,"24","#covid",36217
"1045","2020",8,"24","#responsabilidadydisciplina",34851
"1046","2020",8,"25","#modijipostponejeeneet",394921
"1047","2020",8,"25","#covid19",321013
"1048","2020",8,"25","#coronavirus",88580
"1049","2020",8,"25","#modijihelpjeeneet",58748
"1050","2020",8,"25","#neetjee",37330
"1051","2020",8,"26","#covid19",243162
"1052","2020",8,"26","#antistudentmodigovt",90243
"1053","2020",8,"26","#coronavirus",80904
"1054","2020",8,"26","#postponejeeneetincovid",46348
"1055","2020",8,"26","#neetjee",38024
"1056","2020",8,"27","#covid19",242252
"1057","2020",8,"27","#coronavirus",86410
"1058","2020",8,"27","#antistudentnarendramodi",46930
"1059","2020",8,"27","#covid",30052
"1060","2020",8,"27","#neet",28319
"1061","2020",8,"28","#covid19",271551
"1062","2020",8,"28","#speakupforstudentsafety",106753
"1063","2020",8,"28","#coronavirus",90781
"1064","2020",8,"28","#covid<u+30fc>19",41913
"1065","2020",8,"28","#studentslivesmatter",39088
"1066","2020",8,"29","#covid19",235689
"1067","2020",8,"29","#postponejeeandneet",81714
"1068","2020",8,"29","#coronavirus",76793
"1069","2020",8,"29","#postponeexamsorresignmodi",75133
"1070","2020",8,"29","#covid<u+30fc>19",51689
"1071","2020",8,"3","#covid19",319761
"1072","2020",8,"3","#coronavirus",113007
"1073","2020",8,"3","#covid",27764
"1074","2020",8,"3","#corona",11532
"1075","2020",8,"3","#happyrakshabandhan",8887
"1076","2020",8,"30","#covid19",241927
"1077","2020",8,"30","#coronavirus",102018
"1078","2020",8,"30","#mannkinahistudentskibaat",50453
"1079","2020",8,"30","#covid",42842
"1080","2020",8,"30","#covid<u+30fc>19",34895
"1081","2020",8,"31","#covid19",285714
"1082","2020",8,"31","#coronavirus",94494
"1083","2020",8,"31","#covid",36170
"1084","2020",8,"31","#sukseskan3mbersamapolri",35016
"1085","2020",8,"31","#studentsdislikepmmodi",29588
"1086","2020",8,"4","#covid19",337182
"1087","2020",8,"4","#coronavirus",108336
"1088","2020",8,"4","#covid",32319
"1089","2020",8,"4","#corona",12216
"1090","2020",8,"4","#protegetusalud",11129
"1091","2020",8,"5","#covid19",355087
"1092","2020",8,"5","#coronavirus",89319
"1093","2020",8,"5","#covid",34638
"1094","2020",8,"5","#protecci�nysaludenmarcha",22421
"1095","2020",8,"5","#beirut",13537
"1096","2020",8,"6","#covid19",330386
"1097","2020",8,"6","#coronavirus",88000
"1098","2020",8,"6","#savejeeneetstudentspm",76121
"1099","2020",8,"6","#covid",29825
"1100","2020",8,"6","#corona",13065
"1101","2020",8,"7","#covid19",354920
"1102","2020",8,"7","#coronavirus",96975
"1103","2020",8,"7","#chimalhuac�nbajacontagios",44265
"1104","2020",8,"7","#covid",32880
"1105","2020",8,"7","#polriajakjagajarak",26086
"1106","2020",8,"8","#covid19",269437
"1107","2020",8,"8","#coronavirus",82352
"1108","2020",8,"8","#covid",24678
"1109","2020",8,"8","#lockdown",15312
"1110","2020",8,"8","#reducemedicosfees",13352
"1111","2020",8,"9","#covid19",286536
"1112","2020",8,"9","#ntapostponejeeneet",93751
"1113","2020",8,"9","#coronavirus",89076
"1114","2020",8,"9","#covid",39026
"1115","2020",8,"9","#hbdmaheshbabu",18592
"1116","2020",9,"1","#covid19",290677
"1117","2020",9,"1","#coronavirus",85347
"1118","2020",9,"1","#covid",41477
"1119","2020",9,"1","#speakupforsscraliwaystudents",40614
"1120","2020",9,"1","#jeemain",27799
"1121","2020",9,"10","#covid19",297726
"1122","2020",9,"10","#coronavirus",96924
"1123","2020",9,"10","#trumpknew",78274
"1124","2020",9,"10","#covid",47009
"1125","2020",9,"10","#trumpliedpeopledied",21532
"1126","2020",9,"11","#covid19",305121
"1127","2020",9,"11","#coronavirus",80946
"1128","2020",9,"11","#covid",35706
"1129","2020",9,"11","#trumpknew",17771
"1130","2020",9,"11","#saludalserviciodelpueblo",11704
"1131","2020",9,"12","#covid19",259906
"1132","2020",9,"12","#coronavirus",74322
"1133","2020",9,"12","#covid",27516
"1134","2020",9,"12","#postponeacf",24220
"1135","2020",9,"12","#worldpraisepmikpolicies",19445
"1136","2020",9,"13","#covid19",246790
"1137","2020",9,"13","#coronavirus",75603
"1138","2020",9,"13","#covid",30027
"1139","2020",9,"13","#envideo",10853
"1140","2020",9,"13","#corona",10658
"1141","2020",9,"14","#covid19",312104
"1142","2020",9,"14","#coronavirus",92963
"1143","2020",9,"14","#cuarentenaradicaldisciplinada",35018
"1144","2020",9,"14","#covid",31122
"1145","2020",9,"14","#patuhiprokespadapilkada",15149
"1146","2020",9,"15","#covid19",307315
"1147","2020",9,"15","#coronavirus",80866
"1148","2020",9,"15","#covid",28396
"1149","2020",9,"15","#covidー19",12011
"1150","2020",9,"15","#howwegothere",11979
"1151","2020",9,"16","#covid19",326851
"1152","2020",9,"16","#coronavirus",88259
"1153","2020",9,"16","#covid",35049
"1154","2020",9,"16","#china",26331
"1155","2020",9,"16","#howwegothere",18691
"1156","2020",9,"17","#covid19",300893
"1157","2020",9,"17","#coronavirus",84607
"1158","2020",9,"17","#nationalunemploymentday",34812
"1159","2020",9,"17","#baktipolriuntuknegeri",31019
"1160","2020",9,"17","#covid",28720
"1161","2020",9,"18","#covid19",332566
"1162","2020",9,"18","#coronavirus",91536
"1163","2020",9,"18","#covid",30175
"1164","2020",9,"18","#breaking",12849
"1165","2020",9,"18","#corona",11591
"1166","2020",9,"19","#covid19",247870
"1167","2020",9,"19","#coronavirus",71111
"1168","2020",9,"19","#mausehatpakaimasker",41771
"1169","2020",9,"19","#covid",34496
"1170","2020",9,"19","#corona",11404
"1171","2020",9,"2","#covid19",312661
"1172","2020",9,"2","#speakupforsscrailwaysstudends",125575
"1173","2020",9,"2","#stopprivatisationsavegovtjob",124066
"1174","2020",9,"2","#coronavirus",87143
"1175","2020",9,"2","#polrisukseskan3m",35789
"1176","2020",9,"20","#covid19",200148
"1177","2020",9,"20","#coronavirus",58900
"1178","2020",9,"20","#covid",20107
"1179","2020",9,"20","#corona",10586
"1180","2020",9,"20","#covidー19",7974
"1181","2020",9,"21","#covid19",223352
"1182","2020",9,"21","#wearamask",157310
"1183","2020",9,"21","#coronavirus",61100
"1184","2020",9,"21","#covid",29432
"1185","2020",9,"21","#taatprokessaatpilkada",12752
"1186","2020",9,"22","#covid19",241512
"1187","2020",9,"22","#wearamask",107563
"1188","2020",9,"22","#coronavirus",65616
"1189","2020",9,"22","#covid",31043
"1190","2020",9,"22","#maklumatkapolritaatprokes",15519
"1191","2020",9,"23","#covid19",224267
"1192","2020",9,"23","#coronavirus",63505
"1193","2020",9,"23","#unga",58485
"1194","2020",9,"23","#covid",20882
"1195","2020",9,"23","#wearamask",10534
"1196","2020",9,"24","#covid19",245475
"1197","2020",9,"24","#coronavirus",65704
"1198","2020",9,"24","#bts",29243
"1199","2020",9,"24","#covid",25638
"1200","2020",9,"24","#hidupsehatterapkan3m",25612
"1201","2020",9,"25","#covid19",231118
"1202","2020",9,"25","#coronavirus",55911
"1203","2020",9,"25","#bts",45607
"1204","2020",9,"25","#covid",26637
"1205","2020",9,"25","#covidー19",18387
"1206","2020",9,"26","#covid19",185850
"1207","2020",9,"26","#coronavirus",53384
"1208","2020",9,"26","#covidー19",28147
"1209","2020",9,"26","#protectenhypen",27248
"1210","2020",9,"26","#covid",19225
"1211","2020",9,"27","#covid19",188860
"1212","2020",9,"27","#coronavirus",52320
"1213","2020",9,"27","#covidー19",30194
"1214","2020",9,"27","#covid",26090
"1215","2020",9,"27","#vamosvenciendoalcovid19",23428
"1216","2020",9,"28","#covid19",237533
"1217","2020",9,"28","#coronavirus",63370
"1218","2020",9,"28","#covid",24314
"1219","2020",9,"28","#covidー19",18448
"1220","2020",9,"28","#f�rmulaperfectaplan7m�s7",16206
"1221","2020",9,"29","#covid19",265606
"1222","2020",9,"29","#coronavirus",65749
"1223","2020",9,"29","#covid",22374
"1224","2020",9,"29","#wearamask",12380
"1225","2020",9,"29","#corona",11202
"1226","2020",9,"3","#covid19",320473
"1227","2020",9,"3","#coronavirus",79351
"1228","2020",9,"3","#jagakesehatanjaga3m",38774
"1229","2020",9,"3","#covid",37885
"1230","2020",9,"3","#jeefailedpostponeneet",29402
"1231","2020",9,"30","#covid19",240756
"1232","2020",9,"30","#coronavirus",57386
"1233","2020",9,"30","#debates2020",46226
"1234","2020",9,"30","#covid",21072
"1235","2020",9,"30","#corona",10581
"1236","2020",9,"4","#covid19",304904
"1237","2020",9,"4","#coronavirus",79966
"1238","2020",9,"4","#covid",34263
"1239","2020",9,"4","#pakaimaskerjagajarak",31398
"1240","2020",9,"4","#wearamask",13673
"1241","2020",9,"5","#covid19",214726
"1242","2020",9,"5","#coronavirus",55807
"1243","2020",9,"5","#covid",30656
"1244","2020",9,"5","#rrbexamdates",27891
"1245","2020",9,"5","#speakup",26274
"1246","2020",9,"6","#covid19",249821
"1247","2020",9,"6","#coronavirus",73670
"1248","2020",9,"6","#covidー19",42240
"1249","2020",9,"6","#covid",38856
"1250","2020",9,"6","#corona",10904
"1251","2020",9,"7","#covid19",264386
"1252","2020",9,"7","#coronavirus",88243
"1253","2020",9,"7","#parentsdemandpostponeneet",71834
"1254","2020",9,"7","#covidー19",49206
"1255","2020",9,"7","#covid",31704
"1256","2020",9,"8","#covid19",331597
"1257","2020",9,"8","#coronavirus",81449
"1258","2020",9,"8","#covid",32043
"1259","2020",9,"8","#covidー19",28985
"1260","2020",9,"8","#wujudkepedulianpolri",17931
"1261","2020",9,"9","#covid19",296771
"1262","2020",9,"9","#trumpknew",102198
"1263","2020",9,"9","#coronavirus",88959
"1264","2020",9,"9","#covid",38734
"1265","2020",9,"9","#lockdown2",19233
"1266","2020",10,"1","#covid19",264154
"1267","2020",10,"1","#coronavirus",55511
"1268","2020",10,"1","#ourenhypen",28411
"1269","2020",10,"1","#oursunshinesunoo",21439
"1270","2020",10,"1","#covid",21112
"1271","2020",10,"10","#covid19",206993
"1272","2020",10,"10","#endsars",64159
"1273","2020",10,"10","#coronavirus",53055
"1274","2020",10,"10","#worldmentalhealthday",32412
"1275","2020",10,"10","#covid",22743
"1276","2020",10,"11","#covid19",216132
"1277","2020",10,"11","#coronavirus",57436
"1278","2020",10,"11","#endsars",33372
"1279","2020",10,"11","#covid",23404
"1280","2020",10,"11","#lockdown",17614
"1281","2020",10,"12","#covid19",231324
"1282","2020",10,"12","#coronavirus",58763
"1283","2020",10,"12","#covid",25275
"1284","2020",10,"12","#sarsmustend",18113
"1285","2020",10,"12","#lockdown",17613
"1286","2020",10,"13","#covid19",272674
"1287","2020",10,"13","#coronavirus",65577
"1288","2020",10,"13","#covid",23635
"1289","2020",10,"13","#kysen",21947
"1290","2020",10,"13","#corona",12051
"1291","2020",10,"14","#covid19",254155
"1292","2020",10,"14","#coronavirus",65350
"1293","2020",10,"14","#macron20h",37958
"1294","2020",10,"14","#covid",29527
"1295","2020",10,"14","#couvrefeu",15711
"1296","2020",10,"15","#covid19",231861
"1297","2020",10,"15","#coronavirus",76568
"1298","2020",10,"15","#endsars",46738
"1299","2020",10,"15","#endswat",43731
"1300","2020",10,"15","#covid",32477
"1301","2020",10,"16","#covid19",246850
"1302","2020",10,"16","#coronavirus",68464
"1303","2020",10,"16","#covid",32459
"1304","2020",10,"16","#endsars",31066
"1305","2020",10,"16","#blametrump",18981
"1306","2020",10,"17","#covid19",223732
"1307","2020",10,"17","#coronavirus",52671
"1308","2020",10,"17","#covid",23661
"1309","2020",10,"17","#blametrump",20837
"1310","2020",10,"17","#endsars",20782
"1311","2020",10,"18","#covid19",256578
"1312","2020",10,"18","#coronavirus",57126
"1313","2020",10,"18","#wearamask",49001
"1314","2020",10,"18","#masks",35194
"1315","2020",10,"18","#sleepingbeauty",33074
"1316","2020",10,"19","#covid19",223683
"1317","2020",10,"19","#coronavirus",60799
"1318","2020",10,"19","#covid",40497
"1319","2020",10,"19","#endsars",22575
"1320","2020",10,"19","#wearamask",19777
"1321","2020",10,"2","#covid19",203324
"1322","2020",10,"2","#trumphascovid",91625
"1323","2020",10,"2","#coronavirus",68078
"1324","2020",10,"2","#trump",32181
"1325","2020",10,"2","#covid",21416
"1326","2020",10,"20","#covid19",237658
