"Var1","Freq","Percentage"
"English",15892018,0.611019484778742
"Spanish; Castilian",3691009,0.141912651841553
"Portuguese",2528462,0.0972148123996983
"Bahasa",1440127,0.0553702907683565
"French",841691,0.0323615038167528
"Italian",371691,0.0142908498667001
"Tagalog",182714,0.00702502439538283
"German",175970,0.00676572973529952
"Hindi",172552,0.00663431378806276
"Turkish",136118,0.00523349207313463
"Catalan; Valencian",113155,0.00435060605897492
"Japanese",98317,0.00378011166895177
"Dutch; Flemish",96065,0.00369352632279109
"Thai",43752,0.00168218564175044
"Lithuanian",27963,0.00107512701362835
"Chinese",19293,0.000741781120549717
"Estonian",18186,0.000699218963267359
"Korean",16513,0.00063489512484515
"Finnish",14298,0.00054973236208054
"Urdu",13547,0.000520857763960349
"Haitian; Haitian Creole",12974,0.000498826945421242
"Tamil",11850,0.000455611168740691
"Swedish",10103,0.000388442163526346
"Arabic",9894,0.000380406489748556
"Czech",8510,0.000327194181095635
"Danish",7940,0.00030527870715621
"Russian",7448,0.000286362192808495
"Slovenian",7265,0.000279326172227942
"Romanian; Moldavian; Moldovan",6296,0.000242069866530919
"Marathi",4198,0.000161405543153875
"Vietnamese",3998,0.000153715903175129
"Hungarian",2958,0.000113729775285651
"Norwegian",2480,9.53515357364484e-05
"Nepali",2301,8.84693079554708e-05
"Polish",2172,8.35094901691798e-05
"Persian",2146,8.25098369719428e-05
"Ukrainian",1476,5.67495430431443e-05
"Gujarati",1464,5.62881646444195e-05
"Icelandic",1414,5.43657546497331e-05
"Telugu",1331,5.11745540585535e-05
"Kannada",987,3.79483732951107e-05
"Malayalam",918,3.52954475024434e-05
"Latvian",804,3.09123527145583e-05
"Bengali",794,3.0527870715621e-05
"Greek, Modern (1453-)",766,2.94513211185965e-05
"Serbian",583,2.24153005380441e-05
"Oriya",577,2.21846113386817e-05
"Panjabi; Punjabi",483,1.85704805486712e-05
"Basque",454,1.7455482751753e-05
"Welsh",450,1.73016899521781e-05
"Sinhala; Sinhalese",144,5.536540784697e-06
"Bulgarian",123,4.72912858692869e-06
"Pushto; Pashto",75,2.88361499202969e-06
"Burmese",55,2.1146509941551e-06
"Amharic",44,1.69172079532408e-06
"Uighur; Uyghur",29,1.11499779691815e-06
"Divehi; Dhivehi; Maldivian",21,8.07412197768313e-07
"Sindhi",11,4.22930198831021e-07
"Tibetan",11,4.22930198831021e-07
"Armenian",10,3.84481998937292e-07
"Central Khmer",10,3.84481998937292e-07
"Lao",8,3.07585599149833e-07
"Georgian",4,1.53792799574917e-07
