"Var1","Freq","Percentage"
"English",17275368,0.636162475712644
"Spanish; Castilian",5077005,0.186959841897751
"Portuguese",1453772,0.0535349055743254
"French",1191670,0.0438830441952083
"Italian",493750,0.0181822594102261
"Japanese",303796,0.0111872358071677
"Catalan; Valencian",249017,0.00917000848922787
"Hindi",232175,0.00854980471608959
"German",178248,0.00656395215261564
"Turkish",97829,0.00360253621436558
"Thai",93793,0.00345391120377384
"Dutch; Flemish",87869,0.00323576091568031
"Bahasa",86083,0.00316999177075542
"Tamil",53517,0.00197075438350799
"Arabic",33288,0.0012258249139192
"Chinese",25891,0.000953431652435773
"Korean",24900,0.000916938246713172
"Tagalog",21276,0.000783485065745761
"Romanian; Moldavian; Moldovan",20292,0.000747249433827458
"Urdu",17640,0.000649589986828127
"Lithuanian",15787,0.000581353578347825
"Marathi",14801,0.000545044296771151
"Russian",13701,0.000504536984667356
"Polish",10192,0.000375318659056251
"Persian",8846,0.00032575243897288
"Telugu",6862,0.000252691977869309
"Finnish",6774,0.000249451392901005
"Czech",6575,0.000242123251893137
"Danish",6303,0.000232106898354744
"Greek, Modern (1453-)",5250,0.000193330353222657
"Swedish",5133,0.00018902184820798
"Haitian; Haitian Creole",4459,0.00016420191333711
"Estonian",4434,0.000163281292607478
"Gujarati",4163,0.000153301763898271
"Kannada",3886,0.000143101286213951
"Bengali",2629,9.68124759280695e-05
"Slovenian",2370,8.72748451690851e-05
"Ukrainian",2037,7.50121770503908e-05
"Welsh",1880,6.92306788683038e-05
"Malayalam",1879,6.91938540391185e-05
"Oriya",1794,6.60637435583707e-05
"Norwegian",1610,5.92879749882814e-05
"Basque",1213,4.466851780173e-05
"Nepali",1172,4.31586998051341e-05
"Panjabi; Punjabi",918,3.3805193192076e-05
"Latvian",743,2.73608480846541e-05
"Vietnamese",634,2.33469417034599e-05
"Hungarian",602,2.21685471695313e-05
"Sinhala; Sinhalese",460,1.69394214252233e-05
"Pushto; Pashto",292,1.07528501220982e-05
"Serbian",272,1.00163535383929e-05
"Bulgarian",170,6.26022096149555e-06
"Icelandic",154,5.67102369453127e-06
"Amharic",99,3.64565808934153e-06
"Armenian",83,3.05646082237724e-06
"Divehi; Dhivehi; Maldivian",75,2.7618621888951e-06
"Sindhi",56,2.06219043437501e-06
"Burmese",46,1.69394214252233e-06
"Central Khmer",17,6.26022096149555e-07
"Lao",14,5.15547608593751e-07
"Uighur; Uyghur",11,4.05073121037948e-07
"Georgian",9,3.31423462667412e-07
"Tibetan",7,2.57773804296876e-07
