Date_Created,Tweet_ID,Language
Wed Feb 26 23:55:30 +0000 2020,1232816488895188992,en
Wed Feb 26 23:55:48 +0000 2020,1232816564329762818,en
Wed Feb 26 23:56:44 +0000 2020,1232816799139454977,de
Wed Feb 26 23:56:59 +0000 2020,1232816864973250561,tr
Wed Feb 26 23:58:25 +0000 2020,1232817222306979840,en
Wed Feb 26 23:59:14 +0000 2020,1232817428972933120,en
Thu Feb 27 00:04:06 +0000 2020,1232818654267551745,en
Thu Feb 27 00:04:35 +0000 2020,1232818774128168963,de
Thu Feb 27 00:04:39 +0000 2020,1232818793619034113,en
Thu Feb 27 00:06:16 +0000 2020,1232819200600793088,de
Thu Feb 27 00:06:50 +0000 2020,1232819344129675265,zh
Thu Feb 27 00:07:33 +0000 2020,1232819522949787649,fr
Thu Feb 27 00:09:45 +0000 2020,1232820077503950848,en
Thu Feb 27 00:11:26 +0000 2020,1232820501048741888,en
Thu Feb 27 00:13:35 +0000 2020,1232821041749266438,und
Thu Feb 27 00:13:57 +0000 2020,1232821134304927745,es
Thu Feb 27 00:16:04 +0000 2020,1232821667463749632,en
Thu Feb 27 00:16:21 +0000 2020,1232821738561515522,en
Thu Feb 27 00:18:04 +0000 2020,1232822169333370881,fr
Thu Feb 27 00:19:04 +0000 2020,1232822419951431681,fr
Thu Feb 27 00:19:47 +0000 2020,1232822601053089793,und
Thu Feb 27 00:20:07 +0000 2020,1232822686826532870,en
Thu Feb 27 00:21:47 +0000 2020,1232823102842843136,en
Thu Feb 27 00:23:41 +0000 2020,1232823583711232001,en
Thu Feb 27 00:28:42 +0000 2020,1232824844238147585,en
Thu Feb 27 00:30:17 +0000 2020,1232825244089552897,en
Thu Feb 27 00:33:07 +0000 2020,1232825956693430272,en
Thu Feb 27 00:33:54 +0000 2020,1232826151711772672,en
Thu Feb 27 00:34:10 +0000 2020,1232826220884172801,de
Thu Feb 27 00:35:07 +0000 2020,1232826460773195778,en
Thu Feb 27 00:35:39 +0000 2020,1232826593552125953,en
Thu Feb 27 00:36:48 +0000 2020,1232826884615892993,ja
Thu Feb 27 00:37:47 +0000 2020,1232827132138721281,ar
Thu Feb 27 00:37:50 +0000 2020,1232827142695727104,en
Thu Feb 27 00:39:59 +0000 2020,1232827682574000128,en
Thu Feb 27 00:40:38 +0000 2020,1232827846244085762,en
Thu Feb 27 00:40:41 +0000 2020,1232827862501089281,en
Thu Feb 27 00:41:28 +0000 2020,1232828058165342208,en
Thu Feb 27 00:43:03 +0000 2020,1232828456196562949,ar
Thu Feb 27 00:46:20 +0000 2020,1232829282122190848,ko
