"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","434452.3125","280843.528160851","481310","13902474","All","32"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","563931.777777778","168950.246920342","625942","5075386","All","9"
"4","All_M","82090.03125","53681.0798407592","95582","2626881","Org","32"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","122512.222222222","34786.5214227356","141756","1102610","Org","9"
"7","All_M","352362.28125","229207.564505756","382790","11275593","RT","32"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","441419.555555556","134460.641931116","491854","3972776","RT","9"
