"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","383786.434782609","302022.434068884","283971","8827088","All","23"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","All_M","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"4","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"5","All_M","317513.782608696","250877.517101465","233179","7302817","RT","23"
"6","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
