Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1312180956795564033,en,NO,YES,0,31212,"",Sat Oct 03 00:01:33 +0000 2020
1312180956904607744,en,NO,NO,0,0,"",Sat Oct 03 00:01:33 +0000 2020
1312180956946591749,en,NO,YES,0,112,"",Sat Oct 03 00:01:33 +0000 2020
1312180956946595840,en,NO,YES,0,9787,"",Sat Oct 03 00:01:33 +0000 2020
1312180956971769857,en,NO,YES,0,7649,"",Sat Oct 03 00:01:33 +0000 2020
1312180959857446912,und,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180959911972865,en,NO,YES,0,288,"",Sat Oct 03 00:01:34 +0000 2020
1312180959991615488,en,NO,YES,0,7642,"",Sat Oct 03 00:01:34 +0000 2020
1312180960000008192,en,NO,YES,0,1124,"",Sat Oct 03 00:01:34 +0000 2020
1312180960025210880,en,NO,NO,10,2,"",Sat Oct 03 00:01:34 +0000 2020
1312180960041943040,en,NO,YES,0,19368,"",Sat Oct 03 00:01:34 +0000 2020
1312180960075497472,en,NO,YES,0,147,"",Sat Oct 03 00:01:34 +0000 2020
1312180960092278784,en,NO,YES,0,18996,"",Sat Oct 03 00:01:34 +0000 2020
1312180960146808832,tr,NO,YES,0,39,"",Sat Oct 03 00:01:34 +0000 2020
1312180960172019713,en,NO,YES,0,81616,"",Sat Oct 03 00:01:34 +0000 2020
1312180960180408320,en,NO,YES,0,1350,"",Sat Oct 03 00:01:34 +0000 2020
1312180960226549760,en,NO,NO,0,0,US,Sat Oct 03 00:01:34 +0000 2020
1312180960251670528,en,NO,YES,0,33,"",Sat Oct 03 00:01:34 +0000 2020
1312180960268480512,en,NO,YES,0,9787,"",Sat Oct 03 00:01:34 +0000 2020
1312180960268492800,en,NO,YES,0,697,"",Sat Oct 03 00:01:34 +0000 2020
1312180960281022464,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960302043136,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960306229248,en,NO,YES,0,683,"",Sat Oct 03 00:01:34 +0000 2020
1312180960322969602,en,NO,YES,0,115,"",Sat Oct 03 00:01:34 +0000 2020
1312180960394240000,en,NO,YES,0,603,"",Sat Oct 03 00:01:34 +0000 2020
1312180960440381441,en,NO,YES,0,83,"",Sat Oct 03 00:01:34 +0000 2020
1312180960490741760,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960520097793,es,NO,YES,0,16,"",Sat Oct 03 00:01:34 +0000 2020
1312180960541073408,en,NO,YES,0,135351,"",Sat Oct 03 00:01:34 +0000 2020
1312180960557846528,en,NO,YES,0,5,"",Sat Oct 03 00:01:34 +0000 2020
1312180960620765184,es,NO,NO,1,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960641732608,tl,NO,YES,0,1,"",Sat Oct 03 00:01:34 +0000 2020
1312180960654360579,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960658563072,en,NO,YES,0,61,"",Sat Oct 03 00:01:34 +0000 2020
1312180960717271041,en,NO,NO,1,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960734015488,en,NO,YES,0,5142,"",Sat Oct 03 00:01:34 +0000 2020
1312180960755032065,en,NO,YES,0,9488,"",Sat Oct 03 00:01:34 +0000 2020
1312180960901787650,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960905977857,en,NO,YES,0,3,"",Sat Oct 03 00:01:34 +0000 2020
1312180960931143680,en,NO,NO,0,0,"",Sat Oct 03 00:01:34 +0000 2020
1312180960935342081,pl,NO,YES,0,1,"",Sat Oct 03 00:01:34 +0000 2020
1312180960973078529,en,NO,YES,0,6481,"",Sat Oct 03 00:01:34 +0000 2020
1312180960989913088,en,NO,YES,0,13845,"",Sat Oct 03 00:01:34 +0000 2020
1312180964202704896,en,NO,YES,0,82,"",Sat Oct 03 00:01:35 +0000 2020
1312180964215283715,en,NO,YES,0,8690,"",Sat Oct 03 00:01:35 +0000 2020
1312180964299210753,pt,NO,YES,0,4057,"",Sat Oct 03 00:01:35 +0000 2020
1312180964320133120,en,NO,YES,0,413507,"",Sat Oct 03 00:01:35 +0000 2020
1312180964328521730,in,NO,YES,0,13017,"",Sat Oct 03 00:01:35 +0000 2020
1312180964378857473,en,NO,YES,0,5937,"",Sat Oct 03 00:01:35 +0000 2020
1312180964420771840,de,NO,YES,0,713,"",Sat Oct 03 00:01:35 +0000 2020
1312180964441776128,en,NO,YES,0,242,"",Sat Oct 03 00:01:35 +0000 2020
1312180964483719168,en,NO,YES,0,24513,"",Sat Oct 03 00:01:35 +0000 2020
1312180964517322754,en,NO,NO,0,0,"",Sat Oct 03 00:01:35 +0000 2020
1312180964525703168,en,NO,YES,0,4,"",Sat Oct 03 00:01:35 +0000 2020
1312180964592820224,en,NO,YES,0,5435,"",Sat Oct 03 00:01:35 +0000 2020
1312180964605394945,und,NO,NO,0,0,"",Sat Oct 03 00:01:35 +0000 2020
1312180964685082624,es,NO,YES,0,166,"",Sat Oct 03 00:01:35 +0000 2020
1312180964706017280,en,NO,YES,0,413512,"",Sat Oct 03 00:01:35 +0000 2020
1312180964743815174,pt,NO,YES,0,4358,"",Sat Oct 03 00:01:35 +0000 2020
1312180964840275969,en,NO,YES,0,49,"",Sat Oct 03 00:01:35 +0000 2020
1312180964856979457,en,NO,YES,0,1,"",Sat Oct 03 00:01:35 +0000 2020
1312180964873781249,es,NO,YES,0,9,"",Sat Oct 03 00:01:35 +0000 2020
1312180964936744962,en,NO,YES,0,413497,"",Sat Oct 03 00:01:35 +0000 2020
1312180965020631041,en,NO,NO,2,0,"",Sat Oct 03 00:01:35 +0000 2020
1312180965049987073,es,NO,YES,0,966,"",Sat Oct 03 00:01:35 +0000 2020
1312180965079351299,es,NO,YES,0,25,"",Sat Oct 03 00:01:35 +0000 2020
1312180965087670272,en,NO,YES,0,45445,"",Sat Oct 03 00:01:35 +0000 2020
1312180965096058881,en,NO,YES,0,18,"",Sat Oct 03 00:01:35 +0000 2020
1312180965154803712,en,NO,NO,1,0,"",Sat Oct 03 00:01:35 +0000 2020
1312180965188329472,en,NO,YES,0,44,"",Sat Oct 03 00:01:35 +0000 2020
1312180965200982017,en,NO,YES,0,111404,"",Sat Oct 03 00:01:35 +0000 2020
1312180965213528064,th,NO,YES,0,277,"",Sat Oct 03 00:01:35 +0000 2020
1312180965217771524,en,NO,YES,0,3178,"",Sat Oct 03 00:01:35 +0000 2020
1312180965221916672,und,NO,YES,0,55,"",Sat Oct 03 00:01:35 +0000 2020
1312180965230342146,en,NO,YES,0,8189,"",Sat Oct 03 00:01:35 +0000 2020
1312180965251276800,en,NO,YES,0,8209,"",Sat Oct 03 00:01:35 +0000 2020
1312180965385535488,en,NO,YES,0,5,"",Sat Oct 03 00:01:35 +0000 2020
1312180965452648448,es,NO,YES,0,35,"",Sat Oct 03 00:01:35 +0000 2020
1312180968157978624,en,NO,YES,0,3394,"",Sat Oct 03 00:01:36 +0000 2020
1312180968287997957,en,NO,YES,0,26,"",Sat Oct 03 00:01:36 +0000 2020
1312180968317358080,en,NO,YES,0,19437,"",Sat Oct 03 00:01:36 +0000 2020
1312180968371834880,en,NO,NO,2,0,"",Sat Oct 03 00:01:36 +0000 2020
1312180968384417792,fr,NO,YES,0,956,"",Sat Oct 03 00:01:36 +0000 2020
1312180968434794497,en,NO,YES,0,53,"",Sat Oct 03 00:01:36 +0000 2020
1312180968527028224,en,NO,YES,0,279,"",Sat Oct 03 00:01:36 +0000 2020
1312180968527028225,en,NO,YES,0,81614,"",Sat Oct 03 00:01:36 +0000 2020
1312180968610881536,en,NO,YES,0,3178,"",Sat Oct 03 00:01:36 +0000 2020
1312180968631922688,en,NO,YES,0,81615,"",Sat Oct 03 00:01:36 +0000 2020
1312180968774488065,es,NO,YES,0,2,"",Sat Oct 03 00:01:36 +0000 2020
1312180968849956864,es,NO,YES,0,3310,"",Sat Oct 03 00:01:36 +0000 2020
1312180968849981440,en,NO,YES,0,33,"",Sat Oct 03 00:01:36 +0000 2020
1312180968870952960,en,NO,NO,0,0,"",Sat Oct 03 00:01:36 +0000 2020
1312180968900321280,en,NO,YES,0,189,"",Sat Oct 03 00:01:36 +0000 2020
1312180968963239936,en,NO,YES,0,26,"",Sat Oct 03 00:01:36 +0000 2020
1312180968984256512,en,NO,YES,0,5320,"",Sat Oct 03 00:01:36 +0000 2020
1312180969026121730,en,NO,YES,0,5521,"",Sat Oct 03 00:01:36 +0000 2020
1312180969038729216,pt,NO,YES,0,21395,"",Sat Oct 03 00:01:36 +0000 2020
1312180969097453568,en,NO,NO,2,0,"",Sat Oct 03 00:01:36 +0000 2020
1312180969307217920,en,NO,YES,0,4528,"",Sat Oct 03 00:01:36 +0000 2020
1312180969340723200,en,NO,YES,0,4373,"",Sat Oct 03 00:01:36 +0000 2020
1312180969407873024,es,NO,YES,0,130,"",Sat Oct 03 00:01:36 +0000 2020
1312180969424646144,es,NO,YES,0,2182,"",Sat Oct 03 00:01:36 +0000 2020
1312180969424658432,en,NO,YES,0,2446,"",Sat Oct 03 00:01:36 +0000 2020
1312180969474932737,es,NO,NO,0,1,"",Sat Oct 03 00:01:36 +0000 2020
1312180969495879681,en,NO,YES,0,1,"",Sat Oct 03 00:01:36 +0000 2020
1312180969533628416,en,NO,YES,0,375,"",Sat Oct 03 00:01:36 +0000 2020
1312180969533657091,en,NO,YES,0,81269,"",Sat Oct 03 00:01:36 +0000 2020
1312180969550438400,en,NO,YES,0,2461,"",Sat Oct 03 00:01:36 +0000 2020
1312180969571454976,en,NO,NO,0,1,"",Sat Oct 03 00:01:36 +0000 2020
1312180969588158464,en,NO,YES,0,148,"",Sat Oct 03 00:01:36 +0000 2020
1312180969625980929,es,NO,NO,1,0,"",Sat Oct 03 00:01:36 +0000 2020
1312180969638555648,en,NO,NO,2,0,"",Sat Oct 03 00:01:36 +0000 2020
1312180969722372096,en,NO,YES,0,185,"",Sat Oct 03 00:01:36 +0000 2020
1312180969735036929,en,NO,NO,8,3,"",Sat Oct 03 00:01:36 +0000 2020
1312180969789558786,en,NO,YES,0,913,"",Sat Oct 03 00:01:36 +0000 2020
1312180972226441217,en,NO,NO,2,0,"",Sat Oct 03 00:01:37 +0000 2020
1312180972343816192,en,NO,YES,0,849,"",Sat Oct 03 00:01:37 +0000 2020
1312180972515815426,pl,NO,YES,0,1,"",Sat Oct 03 00:01:37 +0000 2020
1312180972532629504,en,NO,YES,0,21236,"",Sat Oct 03 00:01:37 +0000 2020
1312180972624855041,en,NO,YES,0,524,"",Sat Oct 03 00:01:37 +0000 2020
1312180972641677313,en,NO,YES,0,584,"",Sat Oct 03 00:01:37 +0000 2020
1312180972800995330,en,NO,YES,0,62,"",Sat Oct 03 00:01:37 +0000 2020
1312180972847165441,en,NO,YES,0,75,"",Sat Oct 03 00:01:37 +0000 2020
1312180972931088384,pt,NO,YES,0,4057,"",Sat Oct 03 00:01:37 +0000 2020
1312180972993998848,en,NO,YES,0,15982,"",Sat Oct 03 00:01:37 +0000 2020
1312180973002317824,en,NO,YES,0,7849,"",Sat Oct 03 00:01:37 +0000 2020
1312180973019123712,pt,NO,YES,0,35,"",Sat Oct 03 00:01:37 +0000 2020
1312180973023363073,en,NO,YES,0,137,"",Sat Oct 03 00:01:37 +0000 2020
1312180973035876352,ar,NO,YES,0,93,"",Sat Oct 03 00:01:37 +0000 2020
1312180973098790913,en,NO,YES,0,209,"",Sat Oct 03 00:01:37 +0000 2020
1312180973300113409,en,NO,YES,0,557,"",Sat Oct 03 00:01:37 +0000 2020
1312180973337939972,en,NO,YES,0,10,"",Sat Oct 03 00:01:37 +0000 2020
1312180973342089216,es,NO,YES,0,325,"",Sat Oct 03 00:01:37 +0000 2020
1312180973367226368,en,NO,NO,2,0,"",Sat Oct 03 00:01:37 +0000 2020
1312180973379842048,en,NO,YES,0,33618,"",Sat Oct 03 00:01:37 +0000 2020
1312180973430218753,fr,NO,YES,0,2,"",Sat Oct 03 00:01:37 +0000 2020
1312180973480550401,en,NO,YES,0,1028,"",Sat Oct 03 00:01:37 +0000 2020
1312180973518299136,es,NO,YES,0,16,"",Sat Oct 03 00:01:37 +0000 2020
1312180973589590017,en,NO,YES,0,177,"",Sat Oct 03 00:01:37 +0000 2020
1312180973593784321,en,NO,NO,0,0,"",Sat Oct 03 00:01:37 +0000 2020
1312180973618954240,en,NO,YES,0,5320,"",Sat Oct 03 00:01:37 +0000 2020
1312180973639856128,en,NO,YES,0,13000,"",Sat Oct 03 00:01:37 +0000 2020
1312180973681799170,en,NO,YES,0,6994,"",Sat Oct 03 00:01:37 +0000 2020
1312180973702770689,es,NO,YES,0,5918,"",Sat Oct 03 00:01:37 +0000 2020
1312180973778345985,en,NO,YES,0,1279,"",Sat Oct 03 00:01:37 +0000 2020
1312180974013177856,en,NO,YES,0,81268,"",Sat Oct 03 00:01:38 +0000 2020
1312180974063513600,en,NO,YES,0,5404,"",Sat Oct 03 00:01:38 +0000 2020
1312180974080286721,tr,NO,YES,0,1,"",Sat Oct 03 00:01:38 +0000 2020
1312180974168358912,en,NO,YES,0,52944,"",Sat Oct 03 00:01:38 +0000 2020
1312180974197694464,en,NO,NO,1,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180974218735616,en,NO,YES,0,140,"",Sat Oct 03 00:01:38 +0000 2020
1312180974235447296,en,NO,YES,0,286,"",Sat Oct 03 00:01:38 +0000 2020
1312180974378131456,es,NO,YES,0,292,"",Sat Oct 03 00:01:38 +0000 2020
1312180974428459013,en,NO,YES,0,20,"",Sat Oct 03 00:01:38 +0000 2020
1312180974680039425,en,NO,YES,0,33618,"",Sat Oct 03 00:01:38 +0000 2020
1312180976496246785,en,NO,NO,1,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180976663977985,es,NO,NO,41,16,"",Sat Oct 03 00:01:38 +0000 2020
1312180976680796161,en,NO,YES,0,2562,"",Sat Oct 03 00:01:38 +0000 2020
1312180976718548992,en,NO,YES,0,13000,"",Sat Oct 03 00:01:38 +0000 2020
1312180976722665472,es,NO,NO,1,13,"",Sat Oct 03 00:01:38 +0000 2020
1312180976731123713,en,NO,YES,0,178,"",Sat Oct 03 00:01:38 +0000 2020
1312180976768839682,en,NO,NO,0,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180976835981312,en,NO,YES,0,72,"",Sat Oct 03 00:01:38 +0000 2020
1312180976945000449,es,NO,YES,0,152,"",Sat Oct 03 00:01:38 +0000 2020
1312180977087647744,und,NO,YES,0,3,"",Sat Oct 03 00:01:38 +0000 2020
1312180977108615168,en,NO,YES,0,9216,"",Sat Oct 03 00:01:38 +0000 2020
1312180977121202176,en,NO,YES,0,5715,"",Sat Oct 03 00:01:38 +0000 2020
1312180977137971200,fr,NO,YES,0,13092,"",Sat Oct 03 00:01:38 +0000 2020
1312180977163173888,en,NO,YES,0,8675,"",Sat Oct 03 00:01:38 +0000 2020
1312180977175678979,en,NO,YES,0,9787,"",Sat Oct 03 00:01:38 +0000 2020
1312180977276317696,en,NO,YES,0,36799,"",Sat Oct 03 00:01:38 +0000 2020
1312180977314095104,en,NO,YES,0,44,"",Sat Oct 03 00:01:38 +0000 2020
1312180977318338561,en,NO,YES,0,16016,"",Sat Oct 03 00:01:38 +0000 2020
1312180977347645440,fr,NO,YES,0,2,"",Sat Oct 03 00:01:38 +0000 2020
1312180977540587521,en,NO,YES,0,33618,"",Sat Oct 03 00:01:38 +0000 2020
1312180977603469312,en,NO,YES,0,3128,"",Sat Oct 03 00:01:38 +0000 2020
1312180977679036416,en,NO,YES,0,49551,"",Sat Oct 03 00:01:38 +0000 2020
1312180977679044610,en,NO,YES,0,131,"",Sat Oct 03 00:01:38 +0000 2020
1312180977695744001,en,NO,YES,0,6370,"",Sat Oct 03 00:01:38 +0000 2020
1312180977716789248,en,NO,YES,0,54,"",Sat Oct 03 00:01:38 +0000 2020
1312180977750306818,en,NO,YES,0,111404,"",Sat Oct 03 00:01:38 +0000 2020
1312180977758658560,en,NO,YES,0,22987,"",Sat Oct 03 00:01:38 +0000 2020
1312180977788055553,en,NO,NO,33,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180977808990208,en,NO,YES,0,47019,"",Sat Oct 03 00:01:38 +0000 2020
1312180977817403394,en,NO,NO,0,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180977867743232,en,NO,YES,0,3178,"",Sat Oct 03 00:01:38 +0000 2020
1312180977880297474,en,NO,YES,0,4092,"",Sat Oct 03 00:01:38 +0000 2020
1312180978035507201,en,NO,YES,0,10691,"",Sat Oct 03 00:01:38 +0000 2020
1312180978048147456,en,NO,YES,0,45444,"",Sat Oct 03 00:01:38 +0000 2020
1312180978077503488,en,NO,NO,2,0,"",Sat Oct 03 00:01:38 +0000 2020
1312180978182316032,en,NO,NO,7,0,US,Sat Oct 03 00:01:38 +0000 2020
1312180978387886080,ja,NO,YES,0,26,"",Sat Oct 03 00:01:39 +0000 2020
1312180978396262401,pt,NO,YES,0,4057,"",Sat Oct 03 00:01:39 +0000 2020
1312180978597556225,es,NO,YES,0,3310,"",Sat Oct 03 00:01:39 +0000 2020
1312180980933746688,en,NO,NO,39,2,"",Sat Oct 03 00:01:39 +0000 2020
1312180980942213120,en,NO,YES,0,30,"",Sat Oct 03 00:01:39 +0000 2020
1312180980954750977,en,NO,YES,0,58998,"",Sat Oct 03 00:01:39 +0000 2020
1312180980967370752,pt,NO,NO,0,0,"",Sat Oct 03 00:01:39 +0000 2020
1312180981030248449,en,NO,YES,0,52944,"",Sat Oct 03 00:01:39 +0000 2020
1312180981051265024,en,NO,NO,0,0,"",Sat Oct 03 00:01:39 +0000 2020
1312180981076422656,en,NO,YES,0,24515,"",Sat Oct 03 00:01:39 +0000 2020
1312180981135106048,en,NO,YES,0,18996,"",Sat Oct 03 00:01:39 +0000 2020
1312180981244125184,en,NO,YES,0,153,"",Sat Oct 03 00:01:39 +0000 2020
1312180981349015552,en,NO,NO,0,0,"",Sat Oct 03 00:01:39 +0000 2020
1312180981357408256,en,NO,NO,0,0,"",Sat Oct 03 00:01:39 +0000 2020
1312180981365829636,und,NO,NO,0,0,"",Sat Oct 03 00:01:39 +0000 2020
1312180981508366337,en,NO,YES,0,100,"",Sat Oct 03 00:01:39 +0000 2020
1312180981516791809,es,NO,YES,0,133,"",Sat Oct 03 00:01:39 +0000 2020
1312180981558779904,es,NO,YES,0,27,"",Sat Oct 03 00:01:39 +0000 2020
1312180981609058304,en,NO,YES,0,4276,"",Sat Oct 03 00:01:39 +0000 2020
1312180981625843712,en,NO,YES,0,2,"",Sat Oct 03 00:01:39 +0000 2020
1312180981630005250,en,NO,YES,0,4162,"",Sat Oct 03 00:01:39 +0000 2020
1312180981680410624,es,NO,YES,0,315,"",Sat Oct 03 00:01:39 +0000 2020
1312180981697138688,en,NO,YES,0,377,"",Sat Oct 03 00:01:39 +0000 2020
1312180981785214978,en,NO,YES,0,9,"",Sat Oct 03 00:01:39 +0000 2020
1312180981789384704,es,NO,YES,0,616,"",Sat Oct 03 00:01:39 +0000 2020
1312180981810425856,en,NO,YES,0,6481,"",Sat Oct 03 00:01:39 +0000 2020
1312180981856493569,en,NO,YES,0,23147,"",Sat Oct 03 00:01:39 +0000 2020
1312180981856567296,es,NO,NO,3,3,"",Sat Oct 03 00:01:39 +0000 2020
1312180981898473474,es,NO,YES,0,12,"",Sat Oct 03 00:01:39 +0000 2020
1312180981978161152,en,NO,YES,0,12,"",Sat Oct 03 00:01:39 +0000 2020
1312180981982400514,es,NO,NO,0,1,"",Sat Oct 03 00:01:39 +0000 2020
1312180982045315072,en,NO,YES,0,558,"",Sat Oct 03 00:01:39 +0000 2020
1312180982053707776,en,NO,YES,0,269,"",Sat Oct 03 00:01:39 +0000 2020
1312180982171140096,en,NO,YES,0,54767,"",Sat Oct 03 00:01:39 +0000 2020
1312180982204653568,en,NO,YES,0,14760,"",Sat Oct 03 00:01:39 +0000 2020
1312180982225592321,en,NO,YES,0,58999,"",Sat Oct 03 00:01:39 +0000 2020
1312180982238257152,en,NO,YES,0,92,"",Sat Oct 03 00:01:39 +0000 2020
1312180982317871105,und,NO,YES,0,13,"",Sat Oct 03 00:01:39 +0000 2020
1312180982326255616,en,NO,YES,0,3262,"",Sat Oct 03 00:01:39 +0000 2020
1312180982364008448,en,NO,YES,0,17298,"",Sat Oct 03 00:01:39 +0000 2020
1312180982410223617,es,NO,YES,0,2819,"",Sat Oct 03 00:01:40 +0000 2020
1312180982418563072,en,NO,YES,0,3218,"",Sat Oct 03 00:01:40 +0000 2020
1312180982452088832,en,NO,YES,0,52,"",Sat Oct 03 00:01:40 +0000 2020
1312180982481481729,en,NO,YES,0,392,"",Sat Oct 03 00:01:40 +0000 2020
1312180982519275520,en,NO,YES,0,23148,"",Sat Oct 03 00:01:40 +0000 2020
1312180982632476672,en,NO,YES,0,81269,"",Sat Oct 03 00:01:40 +0000 2020
1312180985371394048,en,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180985425879043,en,NO,YES,0,75,"",Sat Oct 03 00:01:40 +0000 2020
1312180985438429185,es,NO,YES,0,1,"",Sat Oct 03 00:01:40 +0000 2020
1312180985472016384,en,NO,YES,0,21,"",Sat Oct 03 00:01:40 +0000 2020
1312180985493032960,en,NO,YES,0,1,"",Sat Oct 03 00:01:40 +0000 2020
1312180985505615872,en,NO,YES,0,62,"",Sat Oct 03 00:01:40 +0000 2020
1312180985547485184,es,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180985597837312,en,NO,YES,0,5,"",Sat Oct 03 00:01:40 +0000 2020
1312180985727873024,en,NO,YES,0,3997,"",Sat Oct 03 00:01:40 +0000 2020
1312180985748836352,en,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180985757224960,en,NO,YES,0,52943,"",Sat Oct 03 00:01:40 +0000 2020
1312180985795018752,en,NO,YES,0,243,"",Sat Oct 03 00:01:40 +0000 2020
1312180985828577282,en,NO,YES,0,22,"",Sat Oct 03 00:01:40 +0000 2020
1312180985895608320,en,NO,YES,0,4,"",Sat Oct 03 00:01:40 +0000 2020
1312180985912389633,en,NO,YES,0,4647,"",Sat Oct 03 00:01:40 +0000 2020
1312180985937555456,en,NO,YES,0,17,"",Sat Oct 03 00:01:40 +0000 2020
1312180985958555649,en,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180985966981122,es,NO,YES,0,668,"",Sat Oct 03 00:01:40 +0000 2020
1312180986038247425,und,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180986055065600,en,NO,YES,0,111404,"",Sat Oct 03 00:01:40 +0000 2020
1312180986113744897,de,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180986113748992,es,NO,YES,0,2443,"",Sat Oct 03 00:01:40 +0000 2020
1312180986122137600,en,NO,YES,0,50,"",Sat Oct 03 00:01:40 +0000 2020
1312180986180857857,en,NO,YES,0,27167,"",Sat Oct 03 00:01:40 +0000 2020
1312180986185043969,en,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180986327621632,en,NO,NO,1,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180986340282375,en,NO,YES,0,64,"",Sat Oct 03 00:01:40 +0000 2020
1312180986344398848,en,NO,YES,0,68,"",Sat Oct 03 00:01:40 +0000 2020
1312180986344480773,es,NO,YES,0,1929,"",Sat Oct 03 00:01:40 +0000 2020
1312180986399002624,en,NO,YES,0,3178,"",Sat Oct 03 00:01:40 +0000 2020
1312180986415738883,en,NO,YES,0,2681,"",Sat Oct 03 00:01:40 +0000 2020
1312180986436751362,en,NO,YES,0,19437,"",Sat Oct 03 00:01:40 +0000 2020
1312180986478698499,en,NO,YES,0,5136,"",Sat Oct 03 00:01:40 +0000 2020
1312180986495475714,en,NO,NO,0,0,"",Sat Oct 03 00:01:40 +0000 2020
1312180986520563712,und,NO,YES,0,1,"",Sat Oct 03 00:01:40 +0000 2020
1312180986596081665,en,NO,YES,0,113,"",Sat Oct 03 00:01:41 +0000 2020
1312180986692562944,pt,NO,YES,0,231,"",Sat Oct 03 00:01:41 +0000 2020
1312180988366086144,in,NO,YES,0,87,"",Sat Oct 03 00:01:41 +0000 2020
1312180989221720066,en,NO,YES,0,23148,"",Sat Oct 03 00:01:41 +0000 2020
1312180989330817024,fr,NO,YES,0,286,"",Sat Oct 03 00:01:41 +0000 2020
1312180989330825216,en,NO,YES,0,11,"",Sat Oct 03 00:01:41 +0000 2020
1312180989339160577,en,NO,YES,0,2856,"",Sat Oct 03 00:01:41 +0000 2020
1312180989418827777,es,NO,NO,2,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180989427249152,en,NO,YES,0,1,"",Sat Oct 03 00:01:41 +0000 2020
1312180989448257536,en,NO,YES,0,27167,"",Sat Oct 03 00:01:41 +0000 2020
1312180989456605185,en,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180989473382400,es,NO,YES,0,1288,"",Sat Oct 03 00:01:41 +0000 2020
1312180989498597377,en,NO,YES,0,377,"",Sat Oct 03 00:01:41 +0000 2020
1312180989536296961,en,NO,YES,0,27167,"",Sat Oct 03 00:01:41 +0000 2020
1312180989561454593,en,NO,YES,0,2860,"",Sat Oct 03 00:01:41 +0000 2020
1312180989603397635,en,NO,YES,0,1732,"",Sat Oct 03 00:01:41 +0000 2020
1312180989615988737,en,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180989624348673,en,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180989758636033,en,NO,NO,6,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180989767028738,en,NO,YES,0,52944,"",Sat Oct 03 00:01:41 +0000 2020
1312180989779533824,en,NO,YES,0,5970,"",Sat Oct 03 00:01:41 +0000 2020
1312180989792141312,en,NO,YES,0,81269,"",Sat Oct 03 00:01:41 +0000 2020
1312180989817282562,en,NO,YES,0,6481,"",Sat Oct 03 00:01:41 +0000 2020
1312180989842452480,en,NO,YES,0,2,"",Sat Oct 03 00:01:41 +0000 2020
1312180989855031296,en,NO,YES,0,10552,"",Sat Oct 03 00:01:41 +0000 2020
1312180989867646976,es,NO,YES,0,2443,"",Sat Oct 03 00:01:41 +0000 2020
1312180989909590016,en,NO,YES,0,512,"",Sat Oct 03 00:01:41 +0000 2020
1312180989922140162,en,NO,YES,0,413512,"",Sat Oct 03 00:01:41 +0000 2020
1312180989926338561,en,NO,YES,0,243,"",Sat Oct 03 00:01:41 +0000 2020
1312180989930598400,en,NO,YES,0,1,"",Sat Oct 03 00:01:41 +0000 2020
1312180989943185408,en,NO,YES,0,28805,"",Sat Oct 03 00:01:41 +0000 2020
1312180989959917571,en,NO,YES,0,221,"",Sat Oct 03 00:01:41 +0000 2020
1312180989976702978,en,NO,YES,0,6,"",Sat Oct 03 00:01:41 +0000 2020
1312180990001856512,en,NO,NO,20,15,"",Sat Oct 03 00:01:41 +0000 2020
1312180990006050819,en,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180990115151872,en,NO,YES,0,15545,"",Sat Oct 03 00:01:41 +0000 2020
1312180990157099008,en,NO,NO,1,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180990173872128,en,NO,YES,0,12956,"",Sat Oct 03 00:01:41 +0000 2020
1312180990177992704,en,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
1312180990199001088,en,NO,YES,0,52944,"",Sat Oct 03 00:01:41 +0000 2020
1312180990207381505,und,NO,NO,0,0,"",Sat Oct 03 00:01:41 +0000 2020
