"","Geo_Location","Date_Created"
"3338","{type: Point, coordinates: [14.55529871, 121.01838543]}","Sun Mar 01 10:29:00 +0000 2020"
"4449","{type: Point, coordinates: [14.55529871, 121.01838543]}","Mon Mar 02 09:26:34 +0000 2020"
"7328","{type: Point, coordinates: [14.68555556, 121.1025]}","Wed Mar 04 03:03:26 +0000 2020"
"7332","{type: Point, coordinates: [14.68555556, 121.1025]}","Wed Mar 04 03:27:09 +0000 2020"
"7671","{type: Point, coordinates: [14.68555556, 121.1025]}","Wed Mar 04 13:16:48 +0000 2020"
"10973","{type: Point, coordinates: [40.75839, -73.98644]}","Sun Mar 08 15:15:27 +0000 2020"
"15644","{type: Point, coordinates: [14.59745493, 121.04586124]}","Tue Mar 10 11:54:26 +0000 2020"
"28000","{type: Point, coordinates: [40.416775, -3.70379]}","Thu Mar 12 02:57:32 +0000 2020"
"43045","{type: Point, coordinates: [14.3835, 120.8839]}","Fri Mar 13 21:57:41 +0000 2020"
"44335","{type: Point, coordinates: [14.6439, 121.037]}","Sat Mar 14 15:05:54 +0000 2020"
"45591","{type: Point, coordinates: [14.5666, 121.1333]}","Sun Mar 15 09:57:34 +0000 2020"
"46176","{type: Point, coordinates: [40.7142, -74.0064]}","Sun Mar 15 16:58:23 +0000 2020"
"46782","{type: Point, coordinates: [14.55164101, 121.01638474]}","Mon Mar 16 00:38:09 +0000 2020"
"48186","{type: Point, coordinates: [14.7324, 121.1454]}","Mon Mar 16 05:53:07 +0000 2020"
"49005","{type: Point, coordinates: [14.7324, 121.1454]}","Mon Mar 16 07:37:40 +0000 2020"
"49006","{type: Point, coordinates: [14.7324, 121.1454]}","Mon Mar 16 07:37:46 +0000 2020"
"51640","{type: Point, coordinates: [14.7324, 121.1454]}","Mon Mar 16 12:05:11 +0000 2020"
"51711","{type: Point, coordinates: [14.7324, 121.1454]}","Mon Mar 16 12:09:51 +0000 2020"
"54484","{type: Point, coordinates: [9.6475, 123.856]}","Mon Mar 16 16:22:17 +0000 2020"
"55752","{type: Point, coordinates: [14.6439, 121.037]}","Tue Mar 17 00:05:14 +0000 2020"
"59850","{type: Point, coordinates: [14.73962023, 121.15983754]}","Tue Mar 17 08:07:20 +0000 2020"
"59884","{type: Point, coordinates: [14.73962023, 121.15983754]}","Tue Mar 17 08:13:16 +0000 2020"
"60745","{type: Point, coordinates: [9.47901, 125.57868]}","Tue Mar 17 10:50:16 +0000 2020"
"60899","{type: Point, coordinates: [9.4673734, 125.5765878]}","Tue Mar 17 11:20:23 +0000 2020"
"61096","{type: Point, coordinates: [51.50711486, -0.12731805]}","Tue Mar 17 12:00:56 +0000 2020"
"61171","{type: Point, coordinates: [5.41944322, 100.34620075]}","Tue Mar 17 12:17:15 +0000 2020"
"61470","{type: Point, coordinates: [14.4725439, 121.00483954]}","Tue Mar 17 13:20:47 +0000 2020"
"61747","{type: Point, coordinates: [43.0, -75.0]}","Tue Mar 17 14:08:36 +0000 2020"
"62998","{type: Point, coordinates: [25.29337625, 55.39277209]}","Tue Mar 17 22:30:47 +0000 2020"
"63629","{type: Point, coordinates: [7.7992518, 122.61350219]}","Wed Mar 18 05:54:37 +0000 2020"
"64447","{type: Point, coordinates: [40.99616923, 29.10903194]}","Wed Mar 18 03:11:19 +0000 2020"
"65938","{type: Point, coordinates: [10.775, 106.6922222]}","Thu Mar 19 01:21:21 +0000 2020"
"67114","{type: Point, coordinates: [41.84227278, 1.88095336]}","Fri Mar 20 11:34:31 +0000 2020"
"69416","{type: Point, coordinates: [14.62605214, 120.99577248]}","Sat Mar 21 07:53:50 +0000 2020"
"72007","{type: Point, coordinates: [14.58333333, 121.0]}","Mon Mar 23 15:39:40 +0000 2020"
"72060","{type: Point, coordinates: [14.5569, 121.029]}","Mon Mar 23 02:48:23 +0000 2020"
"72576","{type: Point, coordinates: [14.5569, 121.029]}","Wed Mar 25 09:05:40 +0000 2020"
"72815","{type: Point, coordinates: [-7.80163541, 112.00822195]}","Wed Mar 25 11:08:58 +0000 2020"
"72992","{type: Point, coordinates: [15.1875, 120.5332]}","Thu Mar 26 09:19:16 +0000 2020"
"73487","{type: Point, coordinates: [25.29337625, 55.39277209]}","Thu Mar 26 03:25:08 +0000 2020"
"73642","{type: Point, coordinates: [14.5569, 121.029]}","Fri Mar 27 00:23:33 +0000 2020"
"74228","{type: Point, coordinates: [25.29337625, 55.39277209]}","Sat Mar 28 08:47:10 +0000 2020"
"76060","{type: Point, coordinates: [-7.80163541, 112.00822195]}","Wed Apr 01 13:15:06 +0000 2020"
"78149","{type: Point, coordinates: [14.4725439, 121.00483954]}","Wed Apr 08 09:24:56 +0000 2020"
"78628","{type: Point, coordinates: [48.67916368, 2.71340648]}","Fri Apr 10 07:48:53 +0000 2020"
"79705","{type: Point, coordinates: [-7.7758, 110.42358]}","Fri Apr 17 00:35:44 +0000 2020"
