"Var1","Freq","Percentage"
"English",59643,0.757140680935334
"Tagalog",6913,0.0877573818772692
"Portuguese",6356,0.0806865209333029
"Spanish; Castilian",1247,0.0158300962246427
"Chinese",658,0.00835300987635514
"French",652,0.00827684261304491
"Turkish",498,0.00632188285474903
"Sinhala; Sinhalese",494,0.00627110467920888
"Bahasa",458,0.0058141010993475
"Italian",328,0.00416381039429253
"German",272,0.00345291593673039
"Japanese",163,0.00206921065326123
"Greek, Modern (1453-)",139,0.00176454160002031
"Hindi",130,0.00165029070505497
"Russian",75,0.000952090791377866
"Dutch; Flemish",67,0.00085053444029756
"Arabic",65,0.000825145352527484
"Thai",60,0.000761672633102293
"Vietnamese",60,0.000761672633102293
"Catalan; Valencian",59,0.000748978089217254
"Slovenian",52,0.000660116282021987
"Polish",46,0.000583949018711758
"Tamil",46,0.000583949018711758
"Romanian; Moldavian; Moldovan",31,0.000393530860436185
"Czech",29,0.000368141772666108
"Estonian",29,0.000368141772666108
"Nepali",28,0.00035544722878107
"Korean",27,0.000342752684896032
"Haitian; Haitian Creole",25,0.000317363597125955
"Persian",24,0.000304669053240917
"Danish",18,0.000228501789930688
"Finnish",14,0.000177723614390535
"Swedish",12,0.000152334526620459
"Welsh",12,0.000152334526620459
"Norwegian",11,0.00013963998273542
"Bengali",7,8.88618071952675e-05
"Marathi",5,6.34727194251911e-05
"Basque",4,5.07781755401528e-05
"Latvian",4,5.07781755401528e-05
"Lithuanian",3,3.80836316551146e-05
"Ukrainian",3,3.80836316551146e-05
"Hungarian",2,2.53890877700764e-05
"Kannada",2,2.53890877700764e-05
"Bulgarian",1,1.26945438850382e-05
"Malayalam",1,1.26945438850382e-05
"Urdu",1,1.26945438850382e-05
