Tweet_ID,Language
1248554960670863360,en
1248678053716393991,es
1248694186523668481,it
1248596015348944898,en
1248547959265849344,en
1248648026844848131,zh
1248574155689082880,en
1248625785742606336,en
1248449258564374528,zh
1248752386010570752,und
1248402406527795202,en
1248709540406865923,fr
1248658734718607361,en
1248504731154038786,zh
1248653965149065216,en
1248411870815383554,en
1248641363228233729,en
1248761563827273730,und
1248580233931841536,en
1248594213089894400,en
1248653990189060098,en
1248546298149498883,en
1248539695132413959,en
1248451076178579456,ar
1248623626900762626,nl
1248466652984836096,en
1248520529067126787,en
1248540765501956097,en
1248732164553707520,tl
1248576225745895424,zh
1248608922325282816,en
1248601433664106496,en
1248618345491861506,en
1248651030645968896,en
1248695746964131842,en
1248738480160567296,zh
1248544549435142144,en
1248567065868292097,zh
1248434973276663813,ar
1248435159394705408,ro
1248437052959424519,zh
1248612367987953666,zh
1248471792068341770,en
1248547094438260736,en
1248484143454797824,en
1248721690588098561,en
1248428741606309888,zh
1248733975696166914,ja
1248617801469661185,en
1248671829834600448,en
1248673851308818432,en
1248602263024795649,en
1248637283118579712,fa
1248709396294754305,en
1248585798208958464,und
1248610777478520834,en
1248472121220595712,en
1248405303214796800,en
1248445599445176321,en
1248503044112658433,zh
1248638290867126273,en
1248734457399513091,en
1248565552727109633,en
1248525432506417153,ar
1248504214361460736,en
1248560443074854913,en
1248466471467880448,en
1248748182911291392,en
1248654927959855104,en
1248660525208219649,es
1248516582029975554,en
1248543911481470977,en
1248747198256381952,en
1248567295246385153,en
1248617897527631872,en
1248736183892525060,en
1248523809130532864,en
1248662931933245440,en
1248456928042160129,en
1248634400679608322,en
1248504971214983169,en
1248458561778147328,en
1248657139809177600,en
1248750470618726401,fr
1248745907534934025,fr
1248758246426509314,und
1248522170348732417,en
1248544361710628864,en
1248565125025533953,de
1248545538145841152,en
1248707487059939329,en
1248467056204242948,ja
1248640360890241025,en
1248635360130760704,en
1248732490811863040,es
1248536570837323783,en
1248602075031834624,en
1248486177352499203,en
1248632318979452929,en
1248740724083798019,en
1248560576302702592,en
1248462183324770306,en
1248663179179130881,en
1248540126160007168,en
1248699752922984457,und
1248620024257867776,en
1248564360009535489,en
1248667170432638976,en
1248477048324018176,en
1248458166683095041,ja
1248741893091049472,en
1248431787681779712,zh
1248507473268359168,zh
1248418649603334144,in
1248493182804848640,en
1248722979489538049,en
1248449196996395008,en
1248542842701647878,und
1248525797033496578,en
1248751440136372224,fr
1248641893660909568,en
1248579977164947457,en
1248497106202939393,zh
1248667333964357632,en
1248499143284101123,en
1248413156205981699,en
1248572656607039489,zh
1248416652208640001,fr
1248471359413338112,en
1248433904651874306,ar
1248577923638067201,en
1248497913518424066,zh
1248654641631506432,en
1248632644834856961,en
1248549818760388608,en
1248641711028367360,en
1248585081624690695,en
1248522329581387776,en
1248506568947032070,tr
1248720346905219080,en
1248462684007182338,en
1248465801935335424,en
1248519808972279808,ja
1248522572469284869,en
1248467271367798787,ja
1248644375569203202,und
1248618771528306689,en
1248664573676142593,zh
1248425818247720961,en
1248739394200223745,en
1248419120963399685,en
1248532066603372544,en
1248524116333867009,en
1248658144928190465,fr
1248671845068439553,en
1248723483066085378,en
1248613913328926721,en
1248716134443921410,zh
1248711274591948800,en
1248619996533514241,es
1248635827766398977,en
1248546426012999680,en
1248404160241778694,und
1248639766062661634,es
1248709313637445633,en
1248602030295224320,en
1248602997313208320,en
1248458256999014402,ja
1248662647291117569,en
1248478069691527168,en
1248637975048491009,en
1248637528304840705,en
1248428473263120387,zh
1248522942801227777,nl
1248657312325271554,en
1248439644745691137,en
1248620327430533121,en
1248544329473253378,en
1248623382284787715,en
1248476576590651398,en
1248463195498373123,en
1248459557866635264,en
1248722932039385089,en
1248680101174218753,de
1248618710392172547,en
1248530403406872577,en
1248533218502021127,en
1248515480765300736,ar
1248638469615710208,en
1248407438765613057,zh
1248597454322360320,en
1248521096774574080,zh
1248711493677453317,de
1248403925658550278,und
1248689371164954627,ar
1248544296631861249,en
1248608489351438337,en
1248421545535389697,en
1248543820964188167,en
1248627816750432256,en
1248544553784635392,en
1248494488319692801,en
1248708912137863170,en
1248635517899505664,ro
1248468917292380160,zh
1248441059996323840,en
1248462068723765251,en
1248614868384509959,en
1248523784979656704,tr
1248549416346083329,en
1248699897735286784,zh
1248669538834513920,en
1248683679431286784,en
1248657735647776768,en
1248549089018613760,en
1248727643479871488,en
1248549826393849856,en
1248618102184501249,en
1248744094978813952,en
1248759956456771585,en
1248606899341123584,pt
1248617745710637057,en
1248731590617755649,en
1248675152684032002,en
1248723931114213376,en
1248476267432689668,zh
1248628880966967296,nl
1248676992163201031,und
1248571710334476288,en
1248557040479268866,en
1248729393419124736,en
1248536805231611909,ru
1248544363518595072,en
1248653687834247181,fr
1248499079698501634,zh
1248721825925758976,en
1248516111026569216,en
1248422024424247297,en
1248644518385029122,en
1248544799197663232,fr
1248408720884686849,en
1248543680086097920,en
1248674337655336962,en
1248621116840542212,und
1248524313247928321,en
1248531851628531714,ja
1248753143694974979,nl
1248494845217271809,zh
1248734354894970881,en
1248558098027028481,en
1248717845128716288,en
1248714953302913032,en
1248749240505044992,zh
1248560244361486337,en
1248573500517953538,en
1248624579183915011,en
1248642519400734720,en
1248657623655776260,fr
1248534250397167616,en
1248738974924812288,en
1248643024839573504,en
