"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","458478.371428571","279736.869290125","617028","16046743","All","35"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","601637.916666667","159418.26103821","692624.5","7219655","All","12"
"4","All_M","88476.8571428571","55463.796330231","109423","3096690","Org","35"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","131034.916666667","33476.4289625302","147402","1572419","Org","12"
"7","All_M","370001.514285714","226535.928767105","475272","12950053","RT","35"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","470603","126256.685601559","542211.5","5647236","RT","12"
