"Var1","Freq","Percentage"
"English",23315199,0.587422750095589
"Spanish; Castilian",6662566,0.167862296282068
"Portuguese",2648300,0.0667234995111193
"Bahasa",1938992,0.0488525966710963
"French",1554369,0.0391620810374954
"Thai",680075,0.0171343820299907
"Italian",591873,0.0149121465944737
"Japanese",350149,0.00882194865774984
"Turkish",291978,0.00735633951601314
"Tagalog",288697,0.0072736752401018
"Hindi",279104,0.00703198112281518
"Catalan; Valencian",238538,0.00600992717078253
"German",235563,0.00593497251645878
"Dutch; Flemish",112906,0.00284464880708471
"Arabic",66255,0.00166928424276298
"Korean",40432,0.00101867784323286
"Russian",39833,0.00100358613300095
"Chinese",34340,0.000865190867051254
"Tamil",34222,0.000862217875720094
"Lithuanian",28781,0.000725132741543452
"Urdu",25996,0.000654965107159709
"Polish",22552,0.000568194072036689
"Romanian; Moldavian; Moldovan",20836,0.000524959723525915
"Greek, Modern (1453-)",19516,0.000491702532363782
"Estonian",19332,0.000487066681474515
"Finnish",14648,0.000369054042532521
"Swedish",14295,0.000360160263380829
"Czech",13881,0.000349729598879978
"Haitian; Haitian Creole",11527,0.000290420941307507
"Danish",10520,0.000265049735625486
"Persian",9964,0.000251041403590527
"Marathi",9302,0.000234362418325881
"Slovenian",7566,0.000190624172979318
"Ukrainian",7207,0.00018157922477689
"Vietnamese",6166,0.000155351394474025
"Telugu",5569,0.000140310073925697
"Latvian",4580,0.000115392375395887
"Kannada",4155,0.000104684567635351
"Gujarati",3615,9.1079353069024e-05
"Norwegian",3169,7.98424536309093e-05
"Nepali",3109,7.83307631235396e-05
"Malayalam",2780,7.00416601747958e-05
"Basque",2605,6.56325628616342e-05
"Hungarian",2563,6.45743795064754e-05
"Welsh",2398,6.04172306112087e-05
"Bengali",2388,6.01652821933138e-05
"Sinhala; Sinhalese",1777,4.47712338599324e-05
"Oriya",1327,3.34335550546597e-05
"Icelandic",1221,3.07629018249732e-05
"Serbian",1155,2.91000422668666e-05
"Bulgarian",687,1.7308856309383e-05
"Panjabi; Punjabi",687,1.7308856309383e-05
"Pushto; Pashto",383,9.64962440537654e-06
"Amharic",313,7.8859854801119e-06
"Burmese",209,5.26572193400443e-06
"Sindhi",143,3.60286237589777e-06
"Divehi; Dhivehi; Maldivian",97,2.443899653581e-06
"Central Khmer",74,1.86441829242262e-06
"Armenian",66,1.66285955810666e-06
"Lao",59,1.4864956655802e-06
"Georgian",28,7.05455570105857e-07
"Tibetan",14,3.52727785052928e-07
"Uighur; Uyghur",13,3.27532943263433e-07
