"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","420898.964285714","290696.147502723","473565.5","11785171","All","28"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","591616.6","156066.706498535","625942","2958083","All","5"
"4","All_M","77404.5357142857","54324.8825701256","89075","2167327","Org","28"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","128611.2","33655.6457552073","141756","643056","Org","5"
"7","All_M","343494.428571429","238200.412647966","381552.5","9617844","RT","28"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","463005.4","122837.225885722","491854","2315027","RT","5"
