"Var1","Freq","Percentage"
"English",35865365,0.592428815318783
"Spanish; Castilian",10461783,0.172809107304838
"Portuguese",4072810,0.0672752111492102
"Bahasa",2569148,0.0424375245036157
"French",2338990,0.0386357443941385
"Italian",825216,0.0136310264028292
"Thai",816871,0.0134931825954725
"Japanese",607346,0.0100322210932079
"Hindi",489093,0.00807890248909246
"Turkish",451990,0.00746603025609629
"Catalan; Valencian",376523,0.00621945642628408
"Tagalog",369078,0.00609647893727628
"German",348301,0.00575328171912784
"Dutch; Flemish",170606,0.00281809234246679
"Arabic",101732,0.00168042255362549
"Russian",69015,0.00113999884538261
"Tamil",63078,0.00104193069867484
"Korean",54442,0.00089928011505209
"Chinese",46900,0.000774700367288913
"Urdu",45198,0.00074658650747813
"Lithuanian",37883,0.000625756375565158
"Polish",32703,0.000540192454401904
"Romanian; Moldavian; Moldovan",31436,0.000519263981793055
"Estonian",28889,0.000477192300865872
"Greek, Modern (1453-)",28632,0.000472947141070707
"Swedish",22713,0.000375176320729916
"Finnish",20804,0.000343643207698903
"Czech",19711,0.000325588889970826
"Marathi",18792,0.000310408727123523
"Haitian; Haitian Creole",18283,0.000302000998190686
"Danish",15437,0.000254990395945393
"Persian",14905,0.000246202749988086
"Ukrainian",13198,0.00021800629951981
"Slovenian",10864,0.00017945298060185
"Telugu",9230,0.000152462353732978
"Vietnamese",8458,0.000139710356215983
"Kannada",7133,0.000117823831980209
"Latvian",6923,0.000114355024365483
"Gujarati",6532,0.000107896434949492
"Norwegian",5127,8.46884601938221e-05
"Nepali",4964,8.19960047595344e-05
"Malayalam",4701,7.7651736175377e-05
"Bengali",4337,7.16391363098511e-05
"Basque",4045,6.68158419122314e-05
"Welsh",3666,6.0555470074225e-05
"Hungarian",3442,5.68554086185168e-05
"Oriya",2565,4.23690072941591e-05
"Sinhala; Sinhalese",2230,3.68354332420954e-05
"Serbian",1837,3.03438075631073e-05
"Icelandic",1792,2.96004916456659e-05
"Panjabi; Punjabi",1291,2.13249077648185e-05
"Bulgarian",1170,1.93262138534761e-05
"Pushto; Pashto",667,1.10175937096312e-05
"Amharic",464,7.66441301539564e-06
"Burmese",414,6.83850644046077e-06
"Sindhi",185,3.05585432725904e-06
"Divehi; Dhivehi; Maldivian",176,2.90719114377076e-06
"Armenian",131,2.16387522632937e-06
"Lao",111,1.83351259635542e-06
"Central Khmer",104,1.71788567586454e-06
"Georgian",63,1.04064228441794e-06
"Uighur; Uyghur",24,3.9643515596874e-07
"Tibetan",18,2.97326366976555e-07
