,Year,Month,Day,Sentiment,Count,Avg_Per
642,2020,8,22,positive,260225,0.087044481
643,2020,8,23,negative,1634650,0.483073564
644,2020,8,23,neutral,1459908,0.433478596
645,2020,8,23,positive,281826,0.083447841
646,2020,8,24,negative,1483546,0.46110071
647,2020,8,24,neutral,1440385,0.447880189
648,2020,8,24,positive,292210,0.091019101
649,2020,8,25,negative,1497680,0.453838543
650,2020,8,25,neutral,1481534,0.450365475
651,2020,8,25,positive,315643,0.095795982
652,2020,8,26,negative,1525185,0.46512448
653,2020,8,26,neutral,1518376,0.462807752
654,2020,8,26,positive,236324,0.072067768
655,2020,8,27,negative,1520186,0.472845819
656,2020,8,27,neutral,1443471,0.449947218
657,2020,8,27,positive,247058,0.077206964
658,2020,8,28,negative,1599860,0.482183886
659,2020,8,28,neutral,1443447,0.437134141
660,2020,8,28,positive,265473,0.080681973
661,2020,8,29,negative,1266156,0.475577926
662,2020,8,29,neutral,1131199,0.426626088
663,2020,8,29,positive,260191,0.097795986
664,2020,8,30,negative,1370695,0.479088621
665,2020,8,30,neutral,1206342,0.420849215
666,2020,8,30,positive,282363,0.100062163
667,2020,8,31,negative,1501691,0.491950609
668,2020,8,31,neutral,1295163,0.427302489
669,2020,8,31,positive,243374,0.080746901
670,2020,9,1,negative,1504731,0.494508887
671,2020,9,1,neutral,1223184,0.406643124
672,2020,9,1,positive,297808,0.09884799
673,2020,9,2,negative,1483224,0.480253372
674,2020,9,2,neutral,1302241,0.42887469
675,2020,9,2,positive,280002,0.090871938
676,2020,9,3,negative,1544659,0.485864752
677,2020,9,3,neutral,1312686,0.413501752
678,2020,9,3,positive,316243,0.100633496
679,2020,9,4,negative,1279959,0.457946157
680,2020,9,4,neutral,1229972,0.44098083
681,2020,9,4,positive,281473,0.101073013
682,2020,9,5,negative,1123496,0.457158033
683,2020,9,5,neutral,1066470,0.434129735
684,2020,9,5,positive,265576,0.108712233
685,2020,9,6,negative,1029485,0.432764864
686,2020,9,6,neutral,1092215,0.459703888
687,2020,9,6,positive,254259,0.107531248
688,2020,9,7,negative,1258941,0.46301512
689,2020,9,7,neutral,1175954,0.435670072
690,2020,9,7,positive,275278,0.101314808
691,2020,9,8,negative,1353445,0.472900561
692,2020,9,8,neutral,1239137,0.433455257
693,2020,9,8,positive,265235,0.093644182
694,2020,9,9,negative,1855480,0.508375384
695,2020,9,9,neutral,1456469,0.415982662
696,2020,9,9,positive,257531,0.075641954
697,2020,9,10,negative,2119398,0.535165366
698,2020,9,10,neutral,1556042,0.397170719
699,2020,9,10,positive,260183,0.067663915
700,2020,9,11,negative,1574281,0.491047966
701,2020,9,11,neutral,1361530,0.430900063
702,2020,9,11,positive,245421,0.078051971
703,2020,9,12,negative,1292392,0.463315217
704,2020,9,12,neutral,1246667,0.449592416
705,2020,9,12,positive,241630,0.087092366
706,2020,9,13,negative,1371491,0.488315709
707,2020,9,13,neutral,1195225,0.431447473
708,2020,9,13,positive,221926,0.080236818
709,2020,9,14,negative,1321835,0.459696217
710,2020,9,14,neutral,1274621,0.443349396
711,2020,9,14,positive,276304,0.096954387
712,2020,9,15,negative,1378877,0.444644529
713,2020,9,15,neutral,1437362,0.464574657
714,2020,9,15,positive,280624,0.090780814
715,2020,9,16,negative,1345881,0.423325634
716,2020,9,16,neutral,1525722,0.482528648
717,2020,9,16,positive,294319,0.094145717
718,2020,9,17,negative,1655002,0.46533766
719,2020,9,17,neutral,1595349,0.446948768
720,2020,9,17,positive,307362,0.087713572
721,2020,9,18,negative,1542950,0.455116144
722,2020,9,18,neutral,1531965,0.456950964
723,2020,9,18,positive,293168,0.087932892
724,2020,9,19,negative,1033069,0.466848408
725,2020,9,19,neutral,937326,0.429725497
726,2020,9,19,positive,222308,0.103426095
727,2020,9,20,negative,1169409,0.475503484
728,2020,9,20,neutral,1061546,0.429415426
729,2020,9,20,positive,235889,0.09508109
730,2020,9,21,negative,1337799,0.443835294
731,2020,9,21,neutral,1362603,0.454786398
732,2020,9,21,positive,297454,0.101378308
733,2020,9,22,negative,1611829,0.45638525
734,2020,9,22,neutral,1528639,0.436294526
735,2020,9,22,positive,366276,0.107320224
736,2020,9,23,negative,1211832,0.447544896
737,2020,9,23,neutral,1207302,0.456924082
738,2020,9,23,positive,264243,0.095531022
739,2020,9,24,negative,1318024,0.440373351
740,2020,9,24,neutral,1380925,0.453355611
741,2020,9,24,positive,321665,0.106271038
742,2020,9,25,negative,1229597,0.438111885
743,2020,9,25,neutral,1259274,0.452065227
744,2020,9,25,positive,306740,0.109822888
745,2020,9,26,negative,1259329,0.476543896
746,2020,9,26,neutral,1118176,0.424310138
747,2020,9,26,positive,256551,0.099145966
748,2020,9,27,negative,1019450,0.457351055
749,2020,9,27,neutral,952946,0.429646022
750,2020,9,27,positive,252007,0.113002923
751,2020,9,28,negative,1066279,0.446557898
752,2020,9,28,neutral,1075887,0.447884307
753,2020,9,28,positive,250120,0.105557795
754,2020,9,29,negative,1212118,0.449389352
755,2020,9,29,neutral,1212407,0.450657305
756,2020,9,29,positive,271838,0.099953343
757,2020,9,30,negative,1304320,0.473940232
758,2020,9,30,neutral,1112125,0.414243394
759,2020,9,30,positive,293636,0.111816374
760,2020,10,1,negative,1117346,0.434134318
761,2020,10,1,neutral,1202792,0.466523978
762,2020,10,1,positive,251725,0.099341704
763,2020,10,2,negative,2103109,0.400218569
764,2020,10,2,neutral,2401226,0.464109733
765,2020,10,2,positive,706498,0.135671698
766,2020,10,3,negative,2255047,0.436612039
767,2020,10,3,neutral,2416012,0.46685602
768,2020,10,3,positive,493336,0.09653194
769,2020,10,4,negative,2158375,0.481496225
770,2020,10,4,neutral,1934935,0.433440724
771,2020,10,4,positive,375907,0.08506305
772,2020,10,5,negative,2479206,0.520366365
773,2020,10,5,neutral,1833122,0.392599031
774,2020,10,5,positive,419441,0.087034604
775,2020,10,6,negative,2519460,0.516381597
776,2020,10,6,neutral,1989190,0.408621564
777,2020,10,6,positive,359234,0.074996839
778,2020,10,7,negative,1949993,0.467803079
779,2020,10,7,neutral,1862491,0.447924525
780,2020,10,7,positive,352425,0.084272396
781,2020,10,8,negative,1782632,0.445521566
782,2020,10,8,neutral,1823066,0.462162586
783,2020,10,8,positive,360214,0.092315848
784,2020,10,9,negative,1615164,0.441896599
785,2020,10,9,neutral,1714645,0.469861776
786,2020,10,9,positive,314118,0.088241625
787,2020,10,10,negative,1743190,0.481194637
788,2020,10,10,neutral,1572376,0.434051257
789,2020,10,10,positive,301565,0.084754106
790,2020,10,11,negative,1637739,0.493352942
791,2020,10,11,neutral,1426469,0.428723468
792,2020,10,11,positive,254073,0.07792359
793,2020,10,12,negative,1505272,0.459617279
794,2020,10,12,neutral,1498011,0.458145599
795,2020,10,12,positive,269045,0.082237122
796,2020,10,13,negative,1614586,0.461439177
797,2020,10,13,neutral,1568023,0.44930691
798,2020,10,13,positive,313624,0.089253913
799,2020,10,14,negative,1413536,0.46419784
800,2020,10,14,neutral,1357036,0.444743484
801,2020,10,14,positive,280485,0.091058677
802,2020,10,15,negative,1354447,0.450002625
803,2020,10,15,neutral,1347202,0.455505016
804,2020,10,15,positive,279188,0.094492359
805,2020,10,16,negative,1443967,0.478322778
806,2020,10,16,neutral,1324989,0.437049234
807,2020,10,16,positive,254797,0.084627988
808,2020,10,17,negative,1259329,0.46771098
809,2020,10,17,neutral,1175085,0.437772646
810,2020,10,17,positive,254182,0.094516374
811,2020,10,18,negative,1243024,0.442906897
812,2020,10,18,neutral,1261831,0.453558539
813,2020,10,18,positive,287729,0.103534564
814,2020,10,19,negative,1262233,0.415090569
815,2020,10,19,neutral,1470320,0.487378838
816,2020,10,19,positive,298854,0.097530593
817,2020,10,20,negative,1460763,0.456466691
818,2020,10,20,neutral,1422675,0.450460605
819,2020,10,20,positive,289737,0.093072704
820,2020,10,21,negative,1388409,0.484176324
821,2020,10,21,neutral,1223257,0.422221403
822,2020,10,21,positive,270747,0.093602273
823,2020,10,22,negative,1410824,0.481981846
824,2020,10,22,neutral,1212706,0.419456319
825,2020,10,22,positive,281305,0.098561836
826,2020,10,23,negative,1395265,0.471918524
827,2020,10,23,neutral,1274740,0.431079989
828,2020,10,23,positive,278829,0.097001488
829,2020,10,24,negative,1267760,0.464235778
830,2020,10,24,neutral,1204116,0.445539828
831,2020,10,24,positive,241654,0.090224395
832,2020,10,25,negative,1412082,0.464118616
833,2020,10,25,neutral,1344345,0.444302265
834,2020,10,25,positive,273721,0.091579119
835,2020,10,26,negative,1363267,0.475371476
836,2020,10,26,neutral,1236784,0.437715047
837,2020,10,26,positive,243886,0.086913477
838,2020,10,27,negative,1396300,0.493100834
839,2020,10,27,neutral,1166802,0.418752291
840,2020,10,27,positive,246758,0.088146875
841,2020,10,28,negative,1330829,0.477990308
842,2020,10,28,neutral,1182224,0.426139097
843,2020,10,28,positive,262610,0.095870595
844,2020,10,29,negative,1264523,0.449472732
845,2020,10,29,neutral,1231706,0.438810192
846,2020,10,29,positive,313190,0.111717076
847,2020,10,30,negative,1464624,0.48046986
848,2020,10,30,neutral,1282515,0.420732953
849,2020,10,30,positive,302255,0.098797187
850,2020,11,1,negative,1399298,0.47838445
851,2020,11,1,neutral,1195397,0.410328133
852,2020,11,1,positive,325635,0.111287417
853,2020,11,2,negative,1375364,0.460341694
854,2020,11,2,neutral,1272684,0.428506809
855,2020,11,2,positive,328177,0.111151497
856,2020,11,3,negative,1176722,0.4495318
857,2020,11,3,neutral,1148497,0.441324787
858,2020,11,3,positive,284523,0.109143413
859,2020,11,4,negative,1022170,0.469302264
860,2020,11,4,neutral,930112,0.42011645
861,2020,11,4,positive,243269,0.110581286
862,2020,11,5,negative,1154705,0.450970178
863,2020,11,5,neutral,1120230,0.439158363
864,2020,11,5,positive,277446,0.109871458
865,2020,11,6,negative,1060733,0.442924291
866,2020,11,6,neutral,1042079,0.437674413
867,2020,11,6,positive,287669,0.119401296
868,2020,11,7,negative,1163463,0.428237063
869,2020,11,7,neutral,1182220,0.441519661
870,2020,11,7,positive,358725,0.130243276
871,2020,11,8,negative,1040938,0.455374951
872,2020,11,8,neutral,964612,0.422563556
873,2020,11,8,positive,278080,0.122061494
874,2020,11,9,negative,1076068,0.377213437
875,2020,11,9,neutral,1465172,0.490726358
876,2020,11,9,positive,420194,0.132060205
877,2020,11,10,negative,1094515,0.403829804
878,2020,11,10,neutral,1280949,0.472653436
879,2020,11,10,positive,330739,0.12351676
880,2020,11,11,negative,1107382,0.423285833
881,2020,11,11,neutral,1207889,0.467310372
882,2020,11,11,positive,283568,0.109403794
883,2020,11,12,negative,1323929,0.434187122
884,2020,11,12,neutral,1402327,0.460202821
885,2020,11,12,positive,317652,0.105610057
886,2020,11,13,negative,1718451,0.474588661
887,2020,11,13,neutral,1523452,0.421090138
888,2020,11,13,positive,373043,0.104321202
889,2020,11,14,negative,1268537,0.428556457
890,2020,11,14,neutral,1335055,0.453647924
891,2020,11,14,positive,346219,0.117795619
892,2020,11,15,negative,1366951,0.469635101
893,2020,11,15,neutral,1201445,0.414663564
894,2020,11,15,positive,327730,0.115701335
895,2020,11,16,negative,1375219,0.441764076
896,2020,11,16,neutral,1378725,0.445205399
897,2020,11,16,positive,348135,0.113030525
898,2020,11,17,negative,1370758,0.444280675
899,2020,11,17,neutral,1356488,0.440614082
900,2020,11,17,positive,354509,0.115105243
901,2020,11,18,negative,1428338,0.455193554
902,2020,11,18,neutral,1327388,0.428509835
903,2020,11,18,positive,359334,0.116296611
904,2020,11,19,negative,1582079,0.461621593
905,2020,11,19,neutral,1457934,0.429527981
906,2020,11,19,positive,372844,0.108850427
907,2020,11,20,negative,1418375,0.418483912
908,2020,11,20,neutral,1526296,0.453373958
909,2020,11,20,positive,422461,0.12814213
910,2020,11,21,negative,1378566,0.418081724
911,2020,11,21,neutral,1500497,0.458395826
912,2020,11,21,positive,394443,0.12352245
913,2020,11,22,negative,1421105,0.456816229
914,2020,11,22,neutral,1342017,0.436014691
915,2020,11,22,positive,327208,0.10716908
916,2020,11,23,negative,1404554,0.444136414
917,2020,11,23,neutral,1426835,0.450311465
918,2020,11,23,positive,328782,0.105552122
919,2020,11,24,negative,1294901,0.436209849
920,2020,11,24,neutral,1336579,0.455359221
921,2020,11,24,positive,320913,0.10843093
922,2020,11,25,negative,1364650,0.459754117
923,2020,11,25,neutral,1253694,0.427134538
924,2020,11,25,positive,337188,0.113111344
925,2020,11,26,negative,1272629,0.435541965
926,2020,11,26,neutral,1206318,0.415435342
927,2020,11,26,positive,440748,0.149022693
928,2020,11,27,negative,1086460,0.447522695
929,2020,11,27,neutral,1003813,0.414069625
930,2020,11,27,positive,332788,0.13840768
931,2020,11,28,negative,1044852,0.44359973
932,2020,11,28,neutral,1022171,0.444672796
933,2020,11,28,positive,254089,0.111727474
934,2020,11,29,negative,1175785,0.468230986
935,2020,11,29,neutral,1051417,0.425177857
936,2020,11,29,positive,263750,0.106591156
937,2020,11,30,negative,1281237,0.463641805
938,2020,11,30,neutral,1146285,0.419556586
939,2020,11,30,positive,316958,0.116801609
940,2020,12,1,negative,2641448,0.462139885
941,2020,12,1,neutral,2439274,0.427240102
942,2020,12,1,positive,628548,0.110620012
943,2020,12,2,negative,2117250,0.423608087
944,2020,12,2,neutral,2176281,0.44159408
945,2020,12,2,positive,645669,0.134797834
946,2020,12,3,negative,702166,0.440424977
947,2020,12,3,neutral,706939,0.443014658
948,2020,12,3,positive,187958,0.116560365
949,2020,12,4,negative,2685640,0.455010186
950,2020,12,4,neutral,2555278,0.439870653
951,2020,12,4,positive,605406,0.105119161
952,2020,12,5,negative,1283528,0.476245998
953,2020,12,5,neutral,1122968,0.42206537
954,2020,12,5,positive,268540,0.101688632
955,2020,12,6,negative,1267767,0.470804257
956,2020,12,6,neutral,1126240,0.413164594
957,2020,12,6,positive,321123,0.116031149
958,2020,12,7,negative,1335657,0.408684988
959,2020,12,7,neutral,1504297,0.470102573
960,2020,12,7,positive,388261,0.121212439
961,2020,12,8,negative,1441748,0.432126899
962,2020,12,8,neutral,1483761,0.451965797
963,2020,12,8,positive,376740,0.115907304
964,2020,12,9,negative,1435469,0.461270132
965,2020,12,9,neutral,1344940,0.434820467
966,2020,12,9,positive,318954,0.103909402
967,2020,12,10,negative,1350613,0.466188537
968,2020,12,10,neutral,1237700,0.430422064
969,2020,12,10,positive,296546,0.103389399
970,2020,12,11,negative,1130048,0.442554022
971,2020,12,11,neutral,1121802,0.445891018
972,2020,12,11,positive,282484,0.11155496
973,2020,12,12,negative,1004089,0.41832025
974,2020,12,12,neutral,1038280,0.437756048
975,2020,12,12,positive,352981,0.143923702
976,2020,12,13,negative,1084094,0.429869235
977,2020,12,13,neutral,1108218,0.444632099
978,2020,12,13,positive,307498,0.125498666
979,2020,12,14,negative,1219754,0.428150464
980,2020,12,14,neutral,1301315,0.458004618
981,2020,12,14,positive,327595,0.113844918
982,2020,12,15,negative,1192806,0.420348084
983,2020,12,15,neutral,1313727,0.462326197
984,2020,12,15,positive,336920,0.117325719
985,2020,12,16,negative,1326252,0.436937389
986,2020,12,16,neutral,1375159,0.455466282
987,2020,12,16,positive,320245,0.107596329
988,2020,12,17,negative,1439649,0.443885244
989,2020,12,17,neutral,1482434,0.461730251
990,2020,12,17,positive,301533,0.094384505
991,2020,12,18,negative,1449369,0.457019678
992,2020,12,18,neutral,1415957,0.447973429
993,2020,12,18,positive,300076,0.095006892
994,2020,12,19,negative,1537074,0.481837532
995,2020,12,19,neutral,1343966,0.426357107
996,2020,12,19,positive,285983,0.091805361
997,2020,12,20,negative,1468048,0.478498248
998,2020,12,20,neutral,1322270,0.433868024
999,2020,12,20,positive,262440,0.087633728
1000,2020,12,21,negative,1589969,0.463166623
1001,2020,12,21,neutral,1578722,0.459812118
1002,2020,12,21,positive,262399,0.077021259
1003,2020,12,22,negative,1676221,0.481766418
1004,2020,12,22,neutral,1522202,0.438399326
1005,2020,12,22,positive,276788,0.079834255
1006,2020,12,23,negative,1366336,0.451575304
1007,2020,12,23,neutral,1342465,0.443279598
1008,2020,12,23,positive,317463,0.105145098
1009,2020,12,24,negative,1031336,0.428808681
1010,2020,12,24,neutral,1059779,0.445007655
1011,2020,12,24,positive,302864,0.126183664
1012,2020,12,25,negative,707249,0.409414491
1013,2020,12,25,neutral,727559,0.427089158
1014,2020,12,25,positive,275843,0.163496351
1015,2020,12,26,negative,923405,0.470645342
1016,2020,12,26,neutral,789932,0.418317029
1017,2020,12,26,positive,206158,0.111037629
1018,2020,12,27,negative,1197589,0.499446517
1019,2020,12,27,neutral,929050,0.394485584
1020,2020,12,27,positive,244389,0.106067899
1021,2020,12,28,negative,1302891,0.462363339
1022,2020,12,28,neutral,1222588,0.439650737
1023,2020,12,28,positive,273173,0.097985924
1024,2020,12,29,negative,1368492,0.461288292
1025,2020,12,29,neutral,1332443,0.44796066
1026,2020,12,29,positive,266217,0.090751048
1027,2020,12,30,negative,1568038,0.456583036
1028,2020,12,30,neutral,1554816,0.455215148
1029,2020,12,30,positive,300780,0.088201816
1030,2020,12,31,negative,1409214,0.445356551
1031,2020,12,31,neutral,1357762,0.431670049
1032,2020,12,31,positive,392633,0.1229734
