Date_Created,Tweet_ID,Language
Wed Apr 01 17:44:54 +0000 2020,1245406802172354560,en
Wed Apr 01 23:10:21 +0000 2020,1245488701158887424,und
Wed Apr 01 19:42:38 +0000 2020,1245436430073171968,en
Wed Apr 01 10:18:38 +0000 2020,1245294494880317440,en
Wed Apr 01 09:08:49 +0000 2020,1245276925192331269,tl
Wed Apr 01 18:09:51 +0000 2020,1245413079673761793,en
Wed Apr 01 04:05:13 +0000 2020,1245200519024521222,zh
Wed Apr 01 04:45:11 +0000 2020,1245210580295786498,ro
Wed Apr 01 10:43:34 +0000 2020,1245300768002826241,en
Wed Apr 01 16:13:52 +0000 2020,1245383893408079873,es
Wed Apr 01 05:41:53 +0000 2020,1245224846486716416,en
Wed Apr 01 03:45:17 +0000 2020,1245195506185170944,en
Wed Apr 01 16:14:25 +0000 2020,1245384030180257792,es
Wed Apr 01 03:59:16 +0000 2020,1245199023885160449,ja
Wed Apr 01 20:59:43 +0000 2020,1245455826069925888,sl
Wed Apr 01 00:53:15 +0000 2020,1245152211581177856,en
Wed Apr 01 17:32:59 +0000 2020,1245403801395154944,es
Wed Apr 01 11:24:30 +0000 2020,1245311070358491137,en
Wed Apr 01 18:22:44 +0000 2020,1245416320801406976,und
Wed Apr 01 15:51:18 +0000 2020,1245378213649383425,en
Wed Apr 01 06:13:39 +0000 2020,1245232840863817728,en
Wed Apr 01 15:38:45 +0000 2020,1245375052784123905,en
Wed Apr 01 11:07:06 +0000 2020,1245306690397851648,en
Wed Apr 01 17:33:54 +0000 2020,1245404030857142273,en
Wed Apr 01 20:56:50 +0000 2020,1245455103789658112,en
Wed Apr 01 23:38:36 +0000 2020,1245495811556790272,ru
Wed Apr 01 00:36:56 +0000 2020,1245148103780585473,en
Wed Apr 01 05:28:29 +0000 2020,1245221474685702145,en
Wed Apr 01 07:57:13 +0000 2020,1245258907133644800,en
Wed Apr 01 05:26:02 +0000 2020,1245220857384816640,en
Wed Apr 01 18:32:33 +0000 2020,1245418794153054210,en
Wed Apr 01 04:10:24 +0000 2020,1245201825147609088,fr
