"Var1","Freq","Percentage"
"English",55840,0.747403362244352
"Spanish; Castilian",3047,0.0407832744405183
"German",2093,0.028014241353464
"Turkish",1872,0.0250562158689367
"Chinese",1377,0.0184307741728236
"Tagalog",1354,0.0181229253667416
"Hindi",1274,0.0170521469108042
"French",1056,0.0141342756183746
"Polish",961,0.0128627262019488
"Japanese",767,0.0102660884463005
"Romanian; Moldavian; Moldovan",766,0.0102527037156012
"Arabic",722,0.00966377556483564
"Portuguese",666,0.00891423064567941
"Italian",637,0.00852607345540208
"Bahasa",526,0.00704036834778884
"Dutch; Flemish",364,0.00487204197451547
"Sinhala; Sinhalese",347,0.00464450155262876
"Russian",258,0.00345326052039833
"Catalan; Valencian",119,0.00159278295320698
"Czech",79,0.00105739372523825
"Persian",69,0.000923546418246065
"Urdu",59,0.000789699111253882
"Bengali",52,0.000696005996359353
"Korean",43,0.000575543420066388
"Thai",40,0.000535389227968733
"Tamil",37,0.000495235035871078
"Danish",33,0.000441696113074205
"Slovenian",32,0.000428311382374987
"Estonian",27,0.000361387728878895
"Greek, Modern (1453-)",24,0.00032123353678124
"Gujarati",23,0.000307848806082022
"Swedish",20,0.000267694613984367
"Nepali",15,0.000200770960488275
"Norwegian",15,0.000200770960488275
"Finnish",14,0.000187386229789057
"Basque",13,0.000174001499089838
"Lithuanian",13,0.000174001499089838
"Vietnamese",13,0.000174001499089838
"Ukrainian",9,0.000120462576292965
"Latvian",7,9.36931148945283e-05
"Haitian; Haitian Creole",6,8.030838419531e-05
"Serbian",5,6.69236534960917e-05
"Divehi; Dhivehi; Maldivian",4,5.35389227968733e-05
"Panjabi; Punjabi",3,4.0154192097655e-05
"Icelandic",2,2.67694613984367e-05
"Pushto; Pashto",2,2.67694613984367e-05
"Amharic",1,1.33847306992183e-05
"Hungarian",1,1.33847306992183e-05
"Malayalam",1,1.33847306992183e-05
"Marathi",1,1.33847306992183e-05
"Sindhi",1,1.33847306992183e-05
"Telugu",1,1.33847306992183e-05
"Welsh",1,1.33847306992183e-05
