"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","472404.72972973","278197.610471171","625942","17478975","All","37"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","617991.928571429","152424.548015612","697127","8651887","All","14"
"4","All_M","92992.5675675676","57203.1404511542","110304","3440725","Org","37"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","136889.571428571","34205.6287961596","148937","1916454","Org","14"
"7","All_M","379412.162162162","223743.316374232","491854","14038250","RT","37"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","481102.357142857","119174.723994521","542211.5","6735433","RT","14"
