Date_Created,Tweet_ID,Language
Wed Apr 01 08:57:26 +0000 2020,1245274061321555968,en
Wed Apr 01 22:55:15 +0000 2020,1245484903401226240,en
Wed Apr 01 15:20:03 +0000 2020,1245370346288508931,en
Wed Apr 01 09:47:33 +0000 2020,1245286669864955904,hi
Wed Apr 01 21:49:21 +0000 2020,1245468320201048070,en
Wed Apr 01 10:43:53 +0000 2020,1245300847006887936,de
Wed Apr 01 08:45:24 +0000 2020,1245271031964565504,hi
Wed Apr 01 16:07:40 +0000 2020,1245382332267274243,en
Wed Apr 01 16:12:23 +0000 2020,1245383517300654080,si
Wed Apr 01 13:18:48 +0000 2020,1245339833045864449,en
Wed Apr 01 22:44:54 +0000 2020,1245482299728097280,und
Wed Apr 01 07:56:25 +0000 2020,1245258705060466688,en
Wed Apr 01 22:20:08 +0000 2020,1245476064136171520,en
Wed Apr 01 09:45:48 +0000 2020,1245286229223985152,hi
Wed Apr 01 21:36:19 +0000 2020,1245465037650747395,en
Wed Apr 01 18:04:08 +0000 2020,1245411641937682432,en
Wed Apr 01 12:58:53 +0000 2020,1245334822932721666,en
Wed Apr 01 09:26:14 +0000 2020,1245281305752793090,tl
Wed Apr 01 02:43:58 +0000 2020,1245180074548027392,en
Wed Apr 01 22:41:45 +0000 2020,1245481504836177920,tl
Wed Apr 01 09:23:35 +0000 2020,1245280642365100033,si
Wed Apr 01 21:46:17 +0000 2020,1245467548214128640,en
Wed Apr 01 02:12:15 +0000 2020,1245172090598076416,en
Wed Apr 01 06:56:08 +0000 2020,1245243532857815041,en
Wed Apr 01 00:30:13 +0000 2020,1245146412838518796,en
Wed Apr 01 21:26:15 +0000 2020,1245462506190958593,en
Wed Apr 01 15:24:07 +0000 2020,1245371371091161095,en
Wed Apr 01 00:00:32 +0000 2020,1245138943797891072,tl
Wed Apr 01 13:42:09 +0000 2020,1245345709546557440,en
Wed Apr 01 12:14:04 +0000 2020,1245323543266631682,tr
Wed Apr 01 15:50:24 +0000 2020,1245377986129547265,it
Wed Apr 01 08:23:52 +0000 2020,1245265611921354753,en
Wed Apr 01 07:52:13 +0000 2020,1245257645826740225,en
Wed Apr 01 20:14:22 +0000 2020,1245444416824905728,tl
Wed Apr 01 22:57:11 +0000 2020,1245485389705547777,en
Wed Apr 01 11:53:42 +0000 2020,1245318416480612354,en
Wed Apr 01 04:02:19 +0000 2020,1245199789928722432,en
Wed Apr 01 16:07:47 +0000 2020,1245382361363009537,tl
Wed Apr 01 21:48:52 +0000 2020,1245468194984296455,en
Wed Apr 01 15:52:29 +0000 2020,1245378511646253057,tl
Wed Apr 01 04:04:03 +0000 2020,1245200226001940480,el
Wed Apr 01 21:58:45 +0000 2020,1245470684597411848,en
Wed Apr 01 03:51:57 +0000 2020,1245197183663501312,und
Wed Apr 01 14:51:14 +0000 2020,1245363095288991746,tl
Wed Apr 01 18:47:24 +0000 2020,1245422529663184896,en
Wed Apr 01 15:10:03 +0000 2020,1245367833237700608,tl
Wed Apr 01 18:23:44 +0000 2020,1245416574003142666,tr
Wed Apr 01 22:04:26 +0000 2020,1245472113642721280,en
Wed Apr 01 08:14:36 +0000 2020,1245263280064602112,en
Wed Apr 01 18:23:24 +0000 2020,1245416490922315778,tr
Wed Apr 01 21:56:36 +0000 2020,1245470142252961803,en
Wed Apr 01 18:23:46 +0000 2020,1245416583486410752,tr
Wed Apr 01 05:16:04 +0000 2020,1245218351670013952,en
Wed Apr 01 15:54:38 +0000 2020,1245379049779802112,hi
Wed Apr 01 15:23:22 +0000 2020,1245371182553038849,si
Wed Apr 01 22:07:01 +0000 2020,1245472763898253312,en
Wed Apr 01 11:05:28 +0000 2020,1245306278471036929,en
Wed Apr 01 22:39:51 +0000 2020,1245481025775390722,en
Wed Apr 01 22:32:30 +0000 2020,1245479177026801664,en
Wed Apr 01 12:42:12 +0000 2020,1245330622526009344,und
Wed Apr 01 09:35:17 +0000 2020,1245283585860333569,en
Wed Apr 01 10:54:46 +0000 2020,1245303587812438016,en
Wed Apr 01 16:50:31 +0000 2020,1245393115696918528,tl
Wed Apr 01 05:18:10 +0000 2020,1245218881104273408,en
Wed Apr 01 17:38:22 +0000 2020,1245405157648666630,es
Wed Apr 01 07:15:59 +0000 2020,1245248528148037633,en
Wed Apr 01 19:11:39 +0000 2020,1245428630705934337,hi
Wed Apr 01 22:13:51 +0000 2020,1245474486251663363,en
Wed Apr 01 15:58:30 +0000 2020,1245380025135792130,en
Wed Apr 01 11:14:41 +0000 2020,1245308598319751169,en
Wed Apr 01 20:03:39 +0000 2020,1245441718327050247,und
Wed Apr 01 21:26:18 +0000 2020,1245462518333607938,en
Wed Apr 01 13:22:09 +0000 2020,1245340678751694848,tl
Wed Apr 01 09:36:46 +0000 2020,1245283957647667202,en
Wed Apr 01 16:00:20 +0000 2020,1245380485167091713,si
Wed Apr 01 15:46:16 +0000 2020,1245376946243907584,tl
Wed Apr 01 17:42:43 +0000 2020,1245406252034691072,en
Wed Apr 01 09:49:19 +0000 2020,1245287117326090241,en
Wed Apr 01 22:40:20 +0000 2020,1245481148681031687,en
Wed Apr 01 14:48:43 +0000 2020,1245362461039046657,de
Wed Apr 01 06:36:05 +0000 2020,1245238486879227904,en
Wed Apr 01 05:43:57 +0000 2020,1245225368358801408,tl
Wed Apr 01 23:16:33 +0000 2020,1245490263658827779,en
Wed Apr 01 01:58:29 +0000 2020,1245168626438672385,en
Wed Apr 01 12:17:45 +0000 2020,1245324471046680577,en
Wed Apr 01 07:26:18 +0000 2020,1245251127076990976,en
Wed Apr 01 20:14:29 +0000 2020,1245444443852980229,tl
Wed Apr 01 09:24:24 +0000 2020,1245280844228349953,hi
Wed Apr 01 20:15:24 +0000 2020,1245444673897820160,tl
Wed Apr 01 14:56:26 +0000 2020,1245364404041814017,en
Wed Apr 01 21:27:32 +0000 2020,1245462827634176000,en
Wed Apr 01 13:21:45 +0000 2020,1245340578427965443,en
Wed Apr 01 22:26:31 +0000 2020,1245477670860832770,en
Wed Apr 01 11:22:35 +0000 2020,1245310586172276736,hi
Wed Apr 01 14:01:50 +0000 2020,1245350665959981063,sl
Wed Apr 01 21:31:43 +0000 2020,1245463879531913216,en
Wed Apr 01 12:41:27 +0000 2020,1245330436399628289,und
Wed Apr 01 09:50:49 +0000 2020,1245287494679060482,tl
Wed Apr 01 14:36:59 +0000 2020,1245359508148203521,tl
Wed Apr 01 12:12:37 +0000 2020,1245323180840849408,en
Wed Apr 01 18:56:26 +0000 2020,1245424801671532545,en
Wed Apr 01 18:23:28 +0000 2020,1245416504549675015,tr
Wed Apr 01 16:34:55 +0000 2020,1245389188658126848,hi
Wed Apr 01 07:26:57 +0000 2020,1245251286880137216,ja
Wed Apr 01 21:53:32 +0000 2020,1245469373403287553,en
Wed Apr 01 10:31:37 +0000 2020,1245297763287552000,it
Wed Apr 01 10:44:41 +0000 2020,1245301049545588737,de
Wed Apr 01 08:26:21 +0000 2020,1245266238076407810,hi
Wed Apr 01 10:36:00 +0000 2020,1245298863302307841,en
Wed Apr 01 05:40:00 +0000 2020,1245224374669463555,si
Wed Apr 01 08:26:17 +0000 2020,1245266218682060803,hi
Wed Apr 01 08:21:30 +0000 2020,1245265014883319808,en
Wed Apr 01 20:54:34 +0000 2020,1245454530612887553,und
Wed Apr 01 15:23:04 +0000 2020,1245371106631901185,tl
Wed Apr 01 21:00:04 +0000 2020,1245455917245771776,und
Wed Apr 01 20:12:53 +0000 2020,1245444041933635585,tl
Wed Apr 01 05:23:09 +0000 2020,1245220132042891265,si
Wed Apr 01 11:14:20 +0000 2020,1245308512428871681,en
Wed Apr 01 20:25:57 +0000 2020,1245447332167946240,und
Wed Apr 01 15:11:47 +0000 2020,1245368268635787264,si
Wed Apr 01 09:50:13 +0000 2020,1245287343155605504,en
Wed Apr 01 21:58:25 +0000 2020,1245470599918563329,en
Wed Apr 01 22:39:16 +0000 2020,1245480878710484993,en
Wed Apr 01 15:11:27 +0000 2020,1245368182765793280,fi
Wed Apr 01 22:21:42 +0000 2020,1245476459281633281,en
Wed Apr 01 21:32:59 +0000 2020,1245464197963468800,en
Wed Apr 01 04:36:41 +0000 2020,1245208440604995591,tl
Wed Apr 01 21:24:48 +0000 2020,1245462141009887233,en
Wed Apr 01 05:39:28 +0000 2020,1245224241185738752,en
Wed Apr 01 07:46:05 +0000 2020,1245256102687780864,en
Wed Apr 01 11:06:38 +0000 2020,1245306574731653121,en
