"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","340819.578947368","310600.912058351","97196","6475572","All","19"
"2","Mar","340819.578947368","310600.912058351","97196","6475572","All","19"
"3","All_M","57370.9473684211","52069.9899115216","17983","1090048","Org","19"
"4","Mar","57370.9473684211","52069.9899115216","17983","1090048","Org","19"
"5","All_M","283448.631578947","259178.395692622","84253","5385524","RT","19"
"6","Mar","283448.631578947","259178.395692622","84253","5385524","RT","19"
