"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","2248","848.365950350605","2166","65192","All","29"
"2","Feb","1258.25","892.208262309498","1454","5033","All","4"
"3","Mar","2406.36","742.14833872122","2226","60159","All","25"
"4","All_M","819","358.106129520286","729","23751","Org","29"
"5","Feb","441.5","294.698150655887","562.5","1766","Org","4"
"6","Mar","879.4","333.476011131236","841","21985","Org","25"
"7","All_M","1429","548.379560940361","1509","41441","RT","29"
"8","Feb","816.75","609.785959715921","891.5","3267","RT","4"
"9","Mar","1526.96","481.548844874536","1547","38174","RT","25"
