"","Month","M","SD","Mdn","Total","Type","NoDays"
"1","All_M","484925.948717949","276219.755944996","689758","18912112","All","39"
"2","Mar","383786.434782609","302022.434068884","283971","8827088","All","23"
"3","Apr","630314","145839.803468509","705981","10085024","All","16"
"4","All_M","97500.1025641026","59050.2265171442","111451","3802504","Org","39"
"5","Mar","66272.652173913","51869.8773905422","50792","1524271","Org","23"
"6","Apr","142389.5625","35254.4159408317","150413","2278233","Org","16"
"7","All_M","387425.846153846","220559.330978327","531728","15109608","RT","39"
"8","Mar","317513.782608696","250877.517101465","233179","7302817","RT","23"
"9","Apr","487924.4375","112510.082841772","541182","7806791","RT","16"
